League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Women's Matches,2024-08-18,00:10:00,Tigres (W),Pumas UNAM (W),1.3,1.34,9.8,13.0,6.4,7.6,3.0,3.5,1.4,1.5,1.79,1.96,2.04,2.26,4.5,42.0,4.6,55.0,4.8,120.0,5.0,1000.0,11.0,16.5,11.5,19.0,4.5,44.0,4.9,150.0,7.6,12.0,8.8,13.5,19.5,32.0,4.8,110.0,8.2,13.5,10.0,15.5,20.0,36.0,4.9,130.0,2.36,4.4,4.9,130.0,5.0,1000.0,33500143,16890912.0,16667234.0,58805.0,1.231878562,1.231878607,1.231878646,1.231878571
South Korean K3 League,2024-08-18,04:00:00,Siheung Citizen,Daegu FC (Res),1.28,1.33,1.01,110.0,1.01,950.0,1.4,300.0,1.02,3.5,1.12,1000.0,1.12,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33501246,17132383.0,67155272.0,58805.0,1.231896838,1.231896883,1.231896922,1.231896847
Japanese Football League,2024-08-18,04:00:00,Briobecca Urayasu SC,Criacao Shinjuku,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.08,21.0,1.05,18.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33503484,14458276.0,41820815.0,58805.0,1.231935962,1.231936009,1.23193605,1.231935972
Taiwanese Football Premier League,2024-08-18,04:30:00,Taiwan PC FC,ACA FC,1.7,2.86,1.01,6.6,1.01,950.0,1.15,55.0,1.04,15.5,1.12,1000.0,1.12,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33501752,16174651.0,35952443.0,58805.0,1.231902256,1.231902301,1.23190234,1.231902265
Romanian Liga II,2024-08-18,05:00:00,CSM Focsani,Metalul Buzau,2.46,2.62,3.15,3.65,3.15,3.6,1.66,1.9,2.1,2.52,1.89,2.08,1.93,2.12,3.3,980.0,8.4,980.0,4.0,980.0,20.0,1000.0,3.3,980.0,6.2,980.0,10.5,980.0,20.0,980.0,10.5,980.0,3.35,980.0,14.5,980.0,20.0,1000.0,20.0,980.0,20.0,980.0,20.0,980.0,20.0,1000.0,3.85,980.0,4.1,980.0,4.3,1000.0,33489916,15289429.0,14925624.0,58805.0,1.23175915,1.231759195,1.231759234,1.231759159
Romanian Liga II,2024-08-18,05:00:00,FC Hunedoara,CS Afumati,1.75,2.06,4.3,7.0,3.55,5.2,1.07,15.5,1.07,18.0,1.12,1000.0,1.12,1000.0,1.46,1000.0,2.98,1000.0,2.88,1000.0,2.96,1000.0,2.44,980.0,2.76,1000.0,1.1,1000.0,1.1,1000.0,2.7,1000.0,1.07,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,20.0,1000.0,1.08,980.0,1.55,1000.0,1.1,1000.0,33489922,7223889.0,7290083.0,58805.0,1.231759003,1.231759059,1.231759102,1.231759018
South Korean K3 League,2024-08-18,05:00:00,Gimhae City,Busan Transportation Corp,1.37,1.45,8.8,12.0,4.3,6.2,2.04,2.32,1.76,1.97,2.04,2.28,1.78,1.95,4.3,980.0,4.2,980.0,40.0,1000.0,40.0,1000.0,6.2,980.0,8.6,980.0,4.2,980.0,40.0,1000.0,6.0,980.0,7.6,980.0,4.7,980.0,40.0,1000.0,8.6,980.0,11.5,980.0,29.0,980.0,40.0,1000.0,3.05,55.0,3.85,1000.0,3.85,1000.0,33501382,13494268.0,14163797.0,58805.0,1.231898233,1.231898278,1.231898317,1.231898242
South Korean K3 League,2024-08-18,05:00:00,Pocheon FC,Hwaseong FC,4.3,4.9,1.93,2.0,3.6,3.9,1.73,1.9,2.12,2.36,1.98,2.18,1.85,2.02,9.8,980.0,3.7,980.0,9.4,980.0,2.6,980.0,12.5,980.0,6.8,980.0,2.64,980.0,18.5,980.0,25.0,980.0,16.0,980.0,17.5,980.0,32.0,1000.0,40.0,1000.0,40.0,1000.0,40.0,1000.0,40.0,1000.0,1.58,980.0,2.08,980.0,2.14,1000.0,33501379,19825721.0,23492514.0,58805.0,1.231898323,1.231898368,1.231898407,1.231898332
Taiwanese Football Premier League,2024-08-18,05:00:00,Taichung Futuro FC,Taiwan Steel,2.9,8.2,2.22,2.36,3.0,7.0,1.76,2.46,1.68,2.3,1.76,2.02,1.99,2.3,1.49,980.0,2.66,980.0,2.82,1000.0,2.94,1000.0,2.44,1000.0,2.92,1000.0,1.07,980.0,1.1,1000.0,2.98,1000.0,2.9,1000.0,1.1,1000.0,1.1,1000.0,2.9,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.55,1000.0,1.55,1000.0,1.1,1000.0,33501751,24675949.0,28317173.0,58805.0,1.231902346,1.231902391,1.23190243,1.231902355
Mongolian Matches,2024-08-18,05:15:00,Khaan Khuns Erchim,Tuv Azarganuud,1.28,1000.0,1.01,9.6,7.2,980.0,3.5,110.0,1.1,1.4,1.12,1000.0,1.12,1000.0,1.45,980.0,2.9,1000.0,2.82,1000.0,2.98,1000.0,2.52,1000.0,2.72,1000.0,1.09,1000.0,1.09,1000.0,2.9,1000.0,2.96,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.02,55.0,1.55,1000.0,1.09,1000.0,33503145,31602737.0,49160093.0,58805.0,1.23192535,1.231925395,1.231925434,1.231925359
