League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Ascenso MX,2024-01-18,00:05:00,Dorados,Cimarrones de Sonora,4.1,4.6,1.84,1.91,4.0,4.5,3.35,4.1,1.33,1.43,1.54,1.68,2.48,2.86,1.13,1.2,6.0,8.6,4.3,36.0,1.04,1.08,4.3,5.7,1.21,1.3,2.16,2.24,1.8,1.85,1.46,1.64,2.58,3.2,1.16,1.64,2.58,7.4,1.06,1.1,2.58,21.0,1.02,1.06,3.9,110.0,1.01,1.06,3.9,980.0,1.01,1.06,3.9,1000.0,1.69,1.8,2.26,2.44,14.5,22.0,8.4,13.0,9.6,14.5,16.0,25.0,14.5,22.0,7.6,11.5,8.0,12.0,13.5,21.0,4.8,40.0,13.5,20.0,14.0,22.0,4.9,36.0,4.8,980.0,4.6,980.0,4.7,980.0,4.8,980.0,4.5,980.0,3.55,12.0,5.0,1000.0,32933001,6119455.0,13625724.0,58805.0,1.223454244,1.223454247,1.223454249,1.223454242,1.223454248,1.223454292,1.223454289,1.223454293,1.223454290,1.223454252,1.223454250,1.223454243,1.223454241,1.223454328,1.223454253
Mexican Women's Matches,2024-01-18,00:06:00,FC Atlas (W),Club Leon FC (W),2.04,2.26,3.1,3.6,3.95,4.6,3.6,4.8,1.27,1.38,1.6,1.82,2.2,2.68,1.17,1.24,1.01,980.0,2.84,970.0,1.03,1.07,2.46,55.0,1.03,1.54,2.46,2.94,1.52,1.69,1.61,1.8,2.24,2.64,1.24,1.34,3.95,5.1,1.07,1.34,3.95,26.0,1.02,1.07,3.95,980.0,1.01,1.07,6.4,980.0,1.01,1.07,6.4,1000.0,1.54,1.67,2.48,2.86,18.5,980.0,5.2,980.0,5.5,980.0,6.0,980.0,12.0,980.0,8.4,11.5,12.0,980.0,5.9,980.0,13.5,980.0,9.2,980.0,12.5,980.0,5.9,980.0,21.0,980.0,5.5,980.0,19.5,980.0,6.2,980.0,4.1,11.0,5.1,980.0,6.4,1000.0,32945187,17548581.0,16729905.0,58805.0,1.223661472,1.223661475,1.223661477,1.223661470,1.223661476,1.223661520,1.223661517,1.223661521,1.223661518,1.223661480,1.223661478,1.223661471,1.223661469,1.223661556,1.223661481
Australian A-League Men,2024-01-18,05:45:00,Brisbane Roar,Macarthur FC,2.12,2.14,3.25,3.35,4.3,4.5,4.1,5.3,1.23,1.32,1.72,1.91,2.1,2.4,1.21,1.3,4.4,5.7,24.0,36.0,1.03,1.04,6.6,9.4,1.12,1.18,3.15,3.3,1.44,1.46,1.89,1.92,2.08,2.14,1.33,1.41,3.45,4.0,1.13,1.19,6.2,9.4,1.05,1.08,14.0,26.0,1.01,1.04,30.0,110.0,1.01,1.02,80.0,1000.0,1.45,1.49,3.05,3.25,29.0,32.0,23.0,26.0,28.0,32.0,14.0,60.0,17.5,19.5,10.0,11.5,13.5,14.5,25.0,28.0,18.0,20.0,10.5,11.5,13.0,14.0,26.0,30.0,25.0,32.0,17.0,18.5,21.0,23.0,40.0,44.0,7.6,8.0,14.0,16.0,110.0,980.0,32923284,3862627.0,36700739.0,58805.0,1.223330072,1.223330158,1.223330159,1.223330160,1.223330074,1.223330075,1.223330076,1.223330077,1.223330078,1.223330079,1.223330080,1.223330081,1.223330082,1.223330151,1.223330073
Friendly Matches,2024-01-18,07:00:00,Rijeka,Opatija,1.09,1.74,3.35,800.0,4.0,14.5,1.01,1000.0,1.05,1000.0,1.02,2.52,1.66,1000.0,1.01,1000.0,1.01,1000.0,1.08,110.0,1.02,21.0,1.08,110.0,1.02,21.0,1.08,110.0,1.02,21.0,1.08,2.64,1.61,26.0,1.05,2.64,1.61,55.0,1.03,2.64,1.61,110.0,1.01,2.64,1.61,1000.0,1.01,2.64,1.61,1000.0,1.01,2.64,1.61,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.03,1000.0,32946995,166890.0,4940514.0,58805.0,1.223693273,1.223693276,1.223693278,1.223693271,1.223693277,1.223693321,1.223693318,1.223693322,1.223693319,1.223693281,1.223693279,1.223693272,1.223693270,1.223693357,1.223693282
Turkish Cup,2024-01-18,07:00:00,Sivasspor,Keciorengucu,1.39,1.46,8.4,10.5,4.9,5.7,1.01,980.0,1.33,1.46,1.49,1.67,2.5,3.05,1.13,1.19,1.01,980.0,4.2,26.0,1.04,1.31,4.2,5.5,1.22,1.31,2.16,2.46,1.69,1.87,1.43,1.58,2.72,3.3,1.15,1.25,5.0,8.2,1.05,1.25,5.0,26.0,1.01,1.24,5.0,970.0,1.01,1.24,5.0,1000.0,1.01,1.24,5.1,1000.0,1.98,2.22,1.81,2.02,16.0,980.0,5.8,980.0,6.4,980.0,6.8,1000.0,7.4,9.8,9.6,13.0,5.9,980.0,6.6,980.0,7.0,9.2,8.4,11.5,5.7,980.0,6.6,980.0,9.8,13.5,12.0,16.5,6.0,980.0,6.8,980.0,3.45,6.8,6.6,980.0,7.0,1000.0,32925404,508773.0,2080693.0,58805.0,1.223356951,1.223356954,1.223356956,1.223356949,1.223356955,1.223356965,1.223356961,1.223356907,1.223356962,1.223356959,1.223356957,1.223356947,1.223356948,1.223356950,1.223356960
Friendly Matches,2024-01-18,08:00:00,Wisla Plock,GKS Belchatow,1.16,1.84,3.5,800.0,3.95,13.0,1.01,1000.0,1.18,1000.0,1.81,2.26,1.8,2.22,1.01,1000.0,1.01,1000.0,1.08,110.0,1.02,21.0,1.08,110.0,1.02,21.0,1.08,5.6,1.22,21.0,1.08,2.34,1.75,21.0,1.05,2.34,1.75,110.0,1.02,2.34,1.75,960.0,1.01,2.34,1.75,970.0,1.01,2.34,1.75,1000.0,1.01,2.34,1.75,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.03,1000.0,32946109,487520.0,1209554.0,58805.0,1.223679200,1.223679203,1.223679205,1.223679198,1.223679204,1.223679248,1.223679245,1.223679249,1.223679246,1.223679208,1.223679206,1.223679199,1.223679197,1.223679284,1.223679209
AFC Asian Cup,2024-01-18,08:30:00,Syria,Australia,12.5,13.5,1.4,1.41,4.7,5.0,2.74,3.2,1.46,1.58,1.34,1.44,3.3,3.95,1.08,1.11,10.0,13.5,9.6,11.0,1.1,1.12,3.05,3.25,1.45,1.49,1.69,1.71,2.38,2.46,1.25,1.27,4.7,5.0,1.09,1.11,10.5,13.5,1.02,1.04,27.0,55.0,1.01,1.02,55.0,980.0,1.01,1.01,100.0,980.0,1.01,1.01,100.0,1000.0,2.94,3.05,1.49,1.52,10.0,11.0,5.2,5.5,5.8,6.0,9.6,10.5,17.5,27.0,10.5,11.5,11.0,12.0,19.0,21.0,40.0,140.0,36.0,55.0,27.0,55.0,48.0,80.0,26.0,860.0,25.0,980.0,75.0,980.0,46.0,980.0,26.0,980.0,8.4,9.6,22.0,1000.0,32915590,920033.0,15296.0,58805.0,1.223239259,1.223239269,1.223239270,1.223239271,1.223239260,1.223239261,1.223239262,1.223239263,1.223239264,1.223239265,1.223239266,1.223239267,1.223239268,1.223239306,1.223239307
Indonesian Liga 2,2024-01-18,09:00:00,Deltras Sidoarjo,Persela Lamongan,1.28,3.25,2.64,800.0,3.3,5.5,1.01,1000.0,1.4,2.0,1.2,1.6,2.66,1000.0,1.04,1.2,1.01,1000.0,2.24,15.5,1.07,1.18,2.24,4.4,1.3,1.8,1.4,2.12,1.9,13.5,1.12,1.6,2.66,13.5,1.05,1.2,2.66,36.0,1.01,1.08,2.68,1000.0,1.01,1.04,6.0,1000.0,1.01,1.02,13.5,1000.0,1.01,1.01,14.0,1000.0,1.05,1000.0,1.05,1000.0,2.0,15.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,2.76,1000.0,1.07,1000.0,1.07,1000.0,3.35,1000.0,4.6,1000.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,1.55,1000.0,1.55,1000.0,1.07,1000.0,32946311,6437712.0,5227372.0,58805.0,1.223680442,1.223680445,1.223680447,1.223680440,1.223680446,1.223680490,1.223680487,1.223680491,1.223680488,1.223680450,1.223680448,1.223680441,1.223680439,1.223680526,1.223680451
Turkish Cup,2024-01-18,09:00:00,Kayserispor,Genclerbirligi,1.51,1.62,6.0,7.4,4.5,5.1,1.01,980.0,1.29,1.41,1.54,1.75,2.34,2.86,1.15,1.22,1.01,980.0,2.24,26.0,1.04,1.81,2.24,26.0,1.18,1.81,2.24,2.62,1.62,1.81,1.51,1.67,2.5,2.98,1.15,1.25,5.0,7.8,1.05,1.25,5.0,21.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.73,2.0,2.0,2.36,10.0,980.0,6.2,980.0,6.0,980.0,6.4,980.0,8.4,11.5,9.2,12.5,5.5,980.0,6.2,980.0,8.6,11.5,8.2,11.0,6.0,980.0,6.2,980.0,11.5,980.0,13.0,980.0,5.7,980.0,6.4,980.0,3.6,7.6,6.2,980.0,6.6,1000.0,32925408,508789.0,50350.0,58805.0,1.223356735,1.223356738,1.223356740,1.223356733,1.223356739,1.223356749,1.223356745,1.223356691,1.223356746,1.223356743,1.223356741,1.223356731,1.223356732,1.223356734,1.223356744
Friendly Matches,2024-01-18,09:00:00,Trencin,Gyori,1.6,5.6,1.71,44.0,3.35,5.3,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.08,110.0,1.03,21.0,1.08,110.0,1.03,21.0,1.08,110.0,1.03,21.0,1.08,110.0,1.03,21.0,1.05,1.32,4.2,55.0,1.03,1.32,4.2,110.0,1.01,1.32,4.2,1000.0,1.01,1.32,4.2,1000.0,1.01,1.31,4.2,1000.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.55,1000.0,1.03,1000.0,32945751,501167.0,2017883.0,58805.0,1.223671733,1.223671736,1.223671738,1.223671731,1.223671737,1.223671781,1.223671778,1.223671782,1.223671779,1.223671741,1.223671739,1.223671732,1.223671730,1.223671817,1.223671742
