League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Indonesian Liga 1,2024-09-13,05:30:00,Malut United,Semen Padang,1.99,2.1,4.4,5.0,3.15,3.5,1.62,1.72,2.38,2.6,2.08,2.32,1.76,1.93,8.2,10.5,11.0,980.0,6.2,38.0,5.3,130.0,6.0,7.8,6.4,14.0,5.5,980.0,7.0,85.0,8.8,12.0,9.0,980.0,5.9,980.0,5.2,95.0,5.9,27.0,6.0,28.0,6.6,60.0,7.2,220.0,5.8,60.0,5.3,240.0,7.6,1000.0,33581067,65210173.0,5236195.0,58805.0,1.232938738,1.232938783,1.232938822,1.232938747
Czech U19,2024-09-13,06:00:00,FC Vysocina Jihlava U19,FK Dukla Praha U19,4.1,5.4,1.57,1.78,4.7,6.4,2.86,3.55,1.39,1.54,1.52,1.68,2.48,2.92,1.49,50.0,2.88,980.0,4.7,980.0,2.92,980.0,1.92,980.0,2.44,980.0,4.4,980.0,5.0,980.0,1.51,980.0,2.4,980.0,2.92,980.0,5.7,980.0,1.49,1000.0,1.47,980.0,1.58,980.0,1.5,980.0,1.55,980.0,2.84,55.0,2.7,1000.0,33580254,6582670.0,12695531.0,58805.0,1.232927487,1.232927532,1.232927571,1.232927496
Israeli Liga Alef,2024-09-13,06:30:00,Ironi Modiin,SC Dimona,2.38,6.0,1.7,3.1,3.0,5.0,1.18,2.0,2.0,8.2,1.75,2.08,1.91,2.3,1.06,17.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.09,980.0,1.13,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.1,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.55,1000.0,1.55,1000.0,1.13,1000.0,33581330,10483512.0,12630190.0,58805.0,1.232944187,1.232944232,1.232944271,1.232944196
Indian Matches,2024-09-13,06:30:00,Mizoram Police,Aizawl FC,1.01,1000.0,1.01,990.0,1.01,1000.0,1.18,990.0,1.02,8.8,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33583506,15948642.0,10879399.0,58805.0,1.232966393,1.232966438,1.232966477,1.232966402
Japanese J League,2024-09-13,07:00:00,Kawasaki,Tosu,1.45,1.48,7.4,8.0,5.2,5.5,2.92,3.15,1.47,1.52,1.69,1.74,2.36,2.46,24.0,32.0,34.0,38.0,65.0,75.0,15.0,220.0,12.0,13.5,11.5,13.0,24.0,27.0,13.5,90.0,10.0,11.5,9.4,10.5,17.5,19.5,46.0,65.0,12.5,14.5,12.5,13.5,21.0,25.0,13.5,80.0,3.9,4.9,40.0,980.0,16.0,980.0,33548879,1080507.0,3455676.0,58805.0,1.232587443,1.232587488,1.232587527,1.232587452
Japanese J League,2024-09-13,07:00:00,Yokohama FM,Kyoto,1.82,1.86,4.3,4.6,4.2,4.5,2.72,2.88,1.53,1.59,1.56,1.61,2.66,2.8,23.0,26.0,25.0,26.0,38.0,40.0,13.0,90.0,13.0,14.5,9.6,10.5,16.5,18.5,32.0,44.0,13.0,15.0,9.8,11.0,14.0,15.5,36.0,42.0,19.0,21.0,15.0,16.5,21.0,24.0,29.0,980.0,6.8,7.4,10.5,38.0,14.0,980.0,33548908,441087.0,441085.0,58805.0,1.232587353,1.232587398,1.232587437,1.232587362
Japanese J League,2024-09-13,07:00:00,Kobe,C-Osaka,1.72,1.75,5.6,5.8,3.9,4.1,1.97,2.04,1.96,2.04,1.91,2.0,2.0,2.1,13.0,14.0,17.0,19.5,21.0,42.0,14.0,150.0,7.8,8.6,8.2,8.8,19.5,22.0,55.0,80.0,9.2,10.5,9.0,10.0,19.5,22.0,60.0,85.0,16.0,18.0,16.5,18.5,32.0,38.0,14.0,130.0,10.0,11.5,13.0,90.0,21.0,1000.0,33548899,441082.0,361742.0,58805.0,1.232588528,1.232588573,1.232588612,1.232588537
South Korean K3 League,2024-09-13,07:00:00,Mokpo City,Gimhae City,2.68,3.1,2.52,2.9,3.0,4.4,1.87,2.14,1.89,2.16,1.75,1.93,2.08,2.34,9.8,21.0,8.4,980.0,12.5,21.0,4.6,46.0,8.8,980.0,6.0,8.6,9.4,980.0,21.0,36.0,14.0,23.0,9.6,15.5,13.0,980.0,4.7,1000.0,4.7,55.0,4.5,38.0,4.7,55.0,1.98,120.0,1.89,32.0,1.88,29.0,2.0,1000.0,33581979,14163934.0,13494268.0,58805.0,1.232948007,1.232948052,1.232948091,1.232948016
Women's Friendlies,2024-09-13,07:00:00,AZ Alkmaar Women,FC Utrecht (W),1.01,1000.0,1.01,2.46,1.01,330.0,1.02,1000.0,1.01,990.0,1.48,1.65,2.54,3.05,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33583537,60277264.0,60358299.0,58805.0,1.232966483,1.232966536,1.232966575,1.232966492
South Korean K League 1,2024-09-13,07:30:00,Ulsan Hyundai Horang-i,Gangwon,2.12,2.14,3.7,3.8,3.85,3.9,2.06,2.12,1.89,1.93,1.76,1.85,2.18,2.32,14.0,15.5,14.0,15.5,25.0,27.0,50.0,70.0,9.4,10.5,7.8,8.4,13.5,15.0,38.0,42.0,12.0,13.5,9.8,10.5,16.0,18.0,44.0,48.0,23.0,26.0,19.0,21.0,30.0,34.0,34.0,90.0,12.0,14.5,32.0,40.0,20.0,980.0,33548930,5352229.0,5348606.0,58805.0,1.232587624,1.232587669,1.232587708,1.232587633
