League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Japanese J League 2,2024-09-25,07:00:00,Kofu,Kumamoto,2.54,2.68,2.8,2.98,3.55,3.8,2.08,2.18,1.86,1.93,1.71,1.78,2.28,2.4,14.0,16.5,11.5,13.5,6.4,21.0,8.0,55.0,11.0,13.0,7.6,8.6,11.0,13.0,7.4,36.0,16.0,18.0,10.5,12.0,14.5,17.0,7.8,46.0,7.2,980.0,7.4,34.0,7.8,44.0,8.2,200.0,6.4,23.0,6.6,26.0,8.8,980.0,33613035,1405179.0,5021204.0,58805.0,1.233323612,1.233323657,1.233323696,1.233323621,3.2,3.5,1.4,1.46,4.1,21.0,1.05,1.1,4.1,4.6,1.28,1.33,1.5,1.56,1.59,1.65,1.35,1.4,1.233323613,1.233323615,1.233323616,1.233323660
South Korean K League 2,2024-09-25,07:30:00,Gyeongnam,Gimpo Citizen,2.54,2.76,2.86,3.15,3.35,3.65,1.87,2.0,2.0,2.16,1.75,1.84,2.18,2.34,10.0,17.0,4.2,14.5,14.5,25.0,5.4,980.0,9.6,980.0,6.6,7.6,11.0,15.5,5.1,980.0,12.5,21.0,4.1,40.0,4.7,22.0,5.2,980.0,5.4,980.0,5.0,36.0,5.2,980.0,5.5,980.0,4.9,32.0,4.9,40.0,5.7,1000.0,33617154,5293481.0,19825802.0,58805.0,1.233383059,1.233383104,1.233383143,1.233383068,2.96,3.5,1.42,1.49,3.65,15.5,1.07,1.11,3.65,4.1,1.33,1.38,1.46,1.54,1.56,1.65,1.37,1.43,1.233383060,1.233383062,1.233383063,1.233383107
South Korean K League 2,2024-09-25,07:30:00,Suwon Bluewings,Busan IPark,2.12,2.26,3.5,3.85,3.55,3.8,2.02,2.18,1.85,1.97,1.72,1.82,2.22,2.4,12.5,17.5,5.3,17.0,6.2,980.0,7.0,980.0,4.6,11.5,7.6,9.4,13.0,16.5,6.6,980.0,12.0,15.5,4.6,11.5,5.4,18.0,6.8,980.0,6.2,980.0,5.9,24.0,6.4,980.0,7.2,980.0,5.3,55.0,6.6,980.0,7.8,1000.0,33617173,5339134.0,16224040.0,58805.0,1.233386043,1.233386088,1.233386127,1.233386052,3.15,3.5,1.4,1.46,4.0,21.0,1.05,1.12,4.0,4.5,1.28,1.34,1.35,1.4,1.8,1.89,1.35,1.4,1.233386044,1.233386046,1.233386047,1.233386091
South Korean K League 2,2024-09-25,07:30:00,Bucheon FC 1995,Seongnam FC,1.87,1.98,4.4,4.8,3.65,3.9,1.91,2.1,1.9,2.1,1.76,2.04,1.97,2.32,12.0,16.0,13.0,18.0,6.0,980.0,6.6,980.0,7.8,9.8,7.2,9.0,14.0,980.0,6.4,980.0,10.0,12.5,8.8,11.0,16.0,22.0,6.4,980.0,17.0,980.0,17.0,980.0,6.0,980.0,6.8,980.0,4.9,15.5,6.6,980.0,7.2,1000.0,33616647,7345624.0,12479164.0,58805.0,1.233383188,1.233383233,1.233383272,1.233383197,3.0,3.7,1.39,1.49,3.65,17.0,1.06,1.12,3.65,4.4,1.29,1.38,1.26,1.3,2.02,2.16,1.34,1.38,1.233383189,1.233383191,1.233383192,1.233383236
Hong Kong Premier League,2024-09-25,09:00:00,Kitchee SC,Kowloon City FC,1.13,1.35,4.2,1000.0,4.5,950.0,3.0,1000.0,1.01,1.5,1.12,1000.0,1.12,1000.0,1.09,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.09,980.0,1.09,980.0,1.13,980.0,1.13,1000.0,1.09,1000.0,1.09,980.0,1.09,980.0,1.13,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.01,55.0,1.55,1000.0,1.09,1000.0,33624329,5696599.0,50785377.0,58805.0,1.233494517,1.233494562,1.233494601,1.233494526,1.2,5.4,1.23,1.35,1.27,980.0,1.01,1.03,3.0,1000.0,1.01,1.2,1.01,1.17,3.85,12.5,1.1,1.28,1.233494518,1.233494520,1.233494521,1.233494565
Armenian Premier League,2024-09-25,11:00:00,BKMA Yerevan,FC Urartu,7.6,11.0,1.37,1.5,4.1,7.0,2.02,2.32,1.76,1.97,1.98,1000.0,1.74,1000.0,1.03,21.0,1.03,9.2,1.03,9.0,1.03,12.5,1.03,32.0,1.03,12.5,1.03,11.5,1.03,18.0,1.03,1000.0,1.03,36.0,1.03,32.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,7.4,1.03,1000.0,33623364,25763207.0,25800263.0,58805.0,1.233529978,1.233529981,1.233530025,1.233530026,3.25,4.1,1.33,1.43,3.0,36.0,1.03,1.33,3.0,5.4,1.25,1.33,2.96,3.7,1.1,1.14,1.21,1.28,1.233530027,1.233529988,1.233529979,1.233529980
Bosnian Premier League,2024-09-25,11:00:00,Sloga Doboj,FK Igman Konjic,1.81,2.04,3.95,5.2,2.92,6.6,1.97,2.38,1.73,2.04,1.55,1.93,2.08,2.82,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.07,980.0,1.11,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.07,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.11,1000.0,1.08,980.0,1.55,980.0,1.11,1000.0,33623360,14508297.0,20716213.0,58805.0,1.233484697,1.233484742,1.233484781,1.233484706,2.98,3.65,1.38,1.51,3.0,26.0,1.04,1.39,3.0,26.0,1.24,1.39,1.24,1.33,1.96,2.22,1.28,1.4,1.233484698,1.233484700,1.233484701,1.233484745
Norwegian 1st Division,2024-09-25,11:00:00,Egersund,Stabaek,2.06,2.18,3.05,3.3,4.6,4.9,3.85,4.4,1.29,1.36,1.37,1.43,3.35,3.7,10.0,55.0,27.0,44.0,9.6,42.0,10.5,980.0,22.0,980.0,12.0,15.0,14.0,17.5,24.0,30.0,20.0,30.0,7.0,15.5,12.5,14.0,23.0,980.0,27.0,40.0,16.5,19.0,18.0,21.0,30.0,40.0,4.9,6.4,8.0,14.0,11.5,980.0,33615025,3876624.0,50045.0,58805.0,1.233493661,1.233493664,1.233493708,1.233493709,4.9,8.8,1.19,1.24,1.27,110.0,1.01,1.03,3.85,18.0,1.07,1.14,1.43,1.49,1.84,1.95,1.25,1.28,1.233493710,1.233493671,1.233493662,1.233493663
Estonian Premier League,2024-09-25,11:00:00,Paide Linnameeskond,Trans Narva,1.55,1.64,5.5,7.0,4.2,5.3,2.6,2.9,1.53,1.63,1.66,1.73,2.36,2.52,4.5,980.0,4.2,980.0,4.5,980.0,4.6,980.0,8.8,14.5,3.7,14.0,4.1,980.0,4.5,980.0,3.65,14.0,3.6,12.5,4.0,980.0,4.5,980.0,3.9,19.0,11.0,18.5,4.4,980.0,4.5,980.0,2.78,6.6,4.4,980.0,4.7,1000.0,33621397,5407316.0,46983.0,58805.0,1.233463429,1.233463474,1.233463513,1.233463438,4.0,4.8,1.27,1.3,2.6,1000.0,1.01,1.14,2.6,110.0,1.01,1.25,1.18,1.23,2.56,2.82,1.23,1.3,1.233463430,1.233463432,1.233463433,1.233463477
Estonian Premier League,2024-09-25,11:00:00,Nomme Kalju,Tallinna FC Flora,2.18,2.38,3.2,3.55,3.55,4.1,2.22,2.48,1.67,1.82,1.59,1.71,2.4,2.7,13.0,980.0,4.2,980.0,4.1,980.0,4.4,980.0,3.7,980.0,3.55,14.0,3.75,980.0,4.3,980.0,3.9,980.0,3.95,13.0,13.0,980.0,4.3,980.0,4.2,980.0,4.1,980.0,4.2,980.0,4.5,980.0,3.65,55.0,4.1,980.0,4.7,1000.0,33621401,4007449.0,10748720.0,58805.0,1.233463339,1.233463384,1.233463423,1.233463348,3.45,3.95,1.34,1.41,4.5,36.0,1.04,1.14,4.5,5.6,1.22,1.29,1.39,1.46,1.73,1.85,1.32,1.4,1.233463340,1.233463342,1.233463343,1.233463387
