League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Turkish 2 Lig,2026-03-10,09:30:00,Iskenderunspor,Bucaspor,1.25,1.3,10.0,18.5,5.5,9.0,2.52,2.82,1.55,1.65,2.06,2.28,1.79,1.94,7.4,1000.0,5.5,1000.0,4.2,1000.0,4.2,1000.0,5.5,980.0,5.7,42.0,4.8,1000.0,4.2,1000.0,4.8,19.0,5.1,500.0,7.2,1000.0,4.7,1000.0,5.0,26.0,6.2,65.0,4.4,160.0,4.7,1000.0,3.0,4.3,6.0,1000.0,4.2,1000.0,35354208,41132394.0,2160666.0,58805.0,1.255069371,1.255069417,1.255069457,1.255069380,3.9,4.5,1.29,1.34,7.2,990.0,1.03,1.05,5.4,7.0,1.18,1.22,1.06,1.08,4.1,5.1,1.15,1.21,1.255069372,1.255069374,1.255069375,1.255069421
Turkish 1 Lig,2026-03-10,10:00:00,Serik Belediyespor,Pendikspor,7.0,8.0,1.55,1.57,4.4,4.8,2.02,2.1,1.91,1.98,2.0,2.16,1.86,1.99,15.0,17.0,6.8,7.8,7.8,8.8,12.0,20.0,12.0,42.0,9.0,10.0,8.8,10.0,14.5,29.0,25.0,420.0,16.0,48.0,21.0,44.0,21.0,95.0,14.5,250.0,13.5,170.0,13.5,520.0,14.0,700.0,14.0,170.0,7.8,9.0,15.0,1000.0,35346931,20601580.0,5342556.0,58805.0,1.254959541,1.254959544,1.254959588,1.254959589,3.2,3.4,1.42,1.45,13.5,17.5,1.06,1.08,3.95,4.3,1.31,1.34,2.74,2.86,1.15,1.17,1.27,1.3,1.254959590,1.254959551,1.254959542,1.254959543
Azerbaijan Premier League,2026-03-10,12:15:00,FC Sabah,FK Qabala,1.32,1.34,12.5,14.5,5.4,6.0,2.08,2.16,1.86,1.93,2.3,2.44,1.69,1.76,15.0,17.5,30.0,38.0,16.5,130.0,17.5,780.0,6.8,7.4,11.5,13.0,13.5,55.0,17.5,310.0,6.6,7.2,9.4,10.5,30.0,40.0,17.0,290.0,9.2,9.8,14.5,16.0,38.0,50.0,28.0,280.0,5.8,6.4,15.0,480.0,19.0,1000.0,35353505,15293881.0,6586894.0,58805.0,1.255051584,1.255051587,1.255051631,1.255051632,3.3,3.55,1.39,1.43,14.0,18.5,1.05,1.07,4.0,4.5,1.29,1.33,1.07,1.09,3.9,4.1,1.2,1.22,1.255051633,1.255051594,1.255051585,1.255051586
Lithuanian A Lyga,2026-03-10,13:45:00,FK Kauno Zalgiris,Panevezys,1.58,1.64,6.0,6.8,4.2,4.7,2.18,2.32,1.76,1.85,1.84,1.96,2.04,2.18,11.0,44.0,15.0,85.0,10.5,210.0,12.5,700.0,8.2,9.2,9.0,10.5,16.0,190.0,11.5,700.0,8.6,10.0,8.8,10.5,13.5,130.0,11.5,700.0,13.5,34.0,14.0,30.0,28.0,80.0,11.5,700.0,7.0,8.2,11.5,700.0,13.0,1000.0,35353984,43403902.0,23130963.0,58805.0,1.255060684,1.255060687,1.255060731,1.255060732,3.55,3.85,1.35,1.39,15.0,21.0,1.05,1.07,4.4,4.9,1.26,1.28,1.17,1.2,2.56,2.74,1.27,1.31,1.255060733,1.255060694,1.255060685,1.255060686
Turkish 1 Lig,2026-03-10,14:00:00,Manisa FK,Sariyer G.K.,2.72,2.92,2.62,2.84,3.4,3.8,2.06,2.16,1.87,1.93,1.7,1.81,2.22,2.42,13.5,16.0,10.5,12.5,16.5,19.5,21.0,200.0,10.5,12.5,7.2,8.4,10.5,13.0,13.5,170.0,16.5,80.0,11.0,13.0,14.0,24.0,16.0,270.0,16.0,500.0,13.5,170.0,16.0,250.0,10.5,580.0,20.0,40.0,20.0,500.0,12.0,1000.0,35345455,27282595.0,10486194.0,58805.0,1.254938993,1.254938996,1.254939040,1.254939041,3.35,3.6,1.39,1.42,13.5,18.0,1.06,1.08,4.2,4.5,1.29,1.31,1.54,1.61,1.53,1.59,1.36,1.41,1.254939042,1.254939003,1.254938994,1.254938995
Austrian Erste Liga,2026-03-10,14:30:00,Floridsdorfer AC,Bregenz,1.74,1.79,5.2,5.7,3.9,4.2,1.94,1.98,2.02,2.06,1.89,2.02,1.98,2.12,10.5,90.0,9.0,980.0,3.0,980.0,2.66,700.0,7.2,14.0,7.6,34.0,11.5,980.0,4.7,700.0,6.2,980.0,6.2,40.0,13.5,60.0,4.7,700.0,9.0,980.0,10.5,65.0,4.9,980.0,4.8,580.0,5.4,85.0,14.0,700.0,2.68,1000.0,35343165,9900108.0,215183.0,58805.0,1.254906640,1.254906643,1.254906687,1.254906688,3.15,3.35,1.43,1.47,12.0,17.5,1.07,1.09,3.7,3.95,1.34,1.37,1.21,1.23,2.26,2.36,1.32,1.35,1.254906689,1.254906650,1.254906641,1.254906642
Austrian Erste Liga,2026-03-10,14:30:00,SK Sturm Graz II,FC Liefering,3.1,3.25,2.26,2.34,3.75,4.0,2.3,2.4,1.71,1.76,1.6,1.71,2.4,2.64,14.0,44.0,10.5,24.0,9.2,38.0,16.0,85.0,13.0,27.0,7.8,9.4,10.0,12.0,11.5,60.0,11.5,70.0,11.0,15.5,13.0,25.0,16.0,500.0,10.0,290.0,24.0,75.0,16.0,500.0,15.0,580.0,7.4,600.0,11.5,40.0,9.8,1000.0,35343212,8260664.0,7321769.0,58805.0,1.254907222,1.254907225,1.254907269,1.254907270,3.75,4.0,1.33,1.36,16.0,21.0,1.05,1.06,4.8,5.4,1.23,1.26,1.74,1.79,1.44,1.48,1.33,1.36,1.254907271,1.254907232,1.254907223,1.254907224
UEFA Champions League,2026-03-10,14:45:00,Galatasaray,Liverpool,4.6,4.7,1.79,1.8,4.3,4.4,2.86,2.9,1.52,1.54,1.57,1.58,2.72,2.76,27.0,28.0,13.5,14.0,13.5,14.0,19.0,20.0,24.0,26.0,9.8,10.5,9.8,10.0,15.0,15.5,38.0,42.0,17.0,18.0,14.0,15.0,22.0,23.0,90.0,100.0,42.0,44.0,36.0,42.0,48.0,55.0,32.0,36.0,6.8,7.0,270.0,330.0,35314482,2436.0,56323.0,58805.0,1.254568426,1.254568365,1.254568425,1.254568436,4.4,4.7,1.27,1.3,26.0,29.0,1.03,1.04,6.4,6.8,1.17,1.18,2.24,2.28,1.27,1.28,1.29,1.31,1.254568428,1.254568430,1.254568431,1.254568369
Lithuanian A Lyga,2026-03-10,15:00:00,VMFD Zalgiris,FK Suduva,1.66,1.74,5.7,6.8,3.85,4.6,1.94,2.04,1.96,2.06,1.87,2.08,1.93,2.14,6.0,15.5,16.0,46.0,8.4,160.0,9.4,900.0,7.0,8.2,7.6,9.2,19.5,25.0,9.4,260.0,8.4,10.0,8.6,10.5,19.0,23.0,9.2,700.0,14.0,17.0,15.0,18.5,8.2,110.0,9.4,580.0,8.6,11.5,9.6,700.0,10.0,1000.0,35353985,5524811.0,198707.0,58805.0,1.255060594,1.255060597,1.255060641,1.255060642,3.15,3.4,1.42,1.46,3.8,990.0,1.06,1.09,3.75,4.2,1.32,1.36,1.19,1.23,2.32,2.54,1.28,1.34,1.255060643,1.255060604,1.255060595,1.255060596
Egyptian Premier,2026-03-10,16:30:00,El Gounah,Al-Masry,3.95,4.4,2.3,2.42,2.9,3.15,1.49,1.53,2.88,3.05,2.2,2.44,1.69,1.83,7.0,8.2,6.0,7.2,11.0,13.5,24.0,85.0,8.8,11.0,6.2,7.4,10.5,13.0,25.0,65.0,19.0,75.0,16.0,19.0,21.0,60.0,48.0,210.0,9.0,900.0,10.0,300.0,9.0,400.0,9.8,500.0,9.2,1000.0,8.0,46.0,9.8,1000.0,35343926,5202561.0,11162123.0,58805.0,1.254912213,1.254912258,1.254912297,1.254912222,2.42,2.56,1.64,1.7,7.0,7.8,1.15,1.17,2.5,2.62,1.62,1.67,1.71,1.77,1.3,1.34,1.47,1.53,1.254912214,1.254912216,1.254912217,1.254912261
Scottish League Two,2026-03-10,16:45:00,Annan,Elgin City FC,2.0,2.12,3.75,4.3,3.65,4.0,2.14,2.28,1.79,1.88,1.59,1.75,2.32,2.68,12.5,1000.0,8.4,1000.0,7.2,1000.0,3.2,1000.0,6.4,500.0,6.8,14.0,8.4,980.0,7.8,1000.0,8.4,500.0,6.4,40.0,10.0,60.0,7.8,1000.0,6.8,1000.0,6.4,65.0,7.2,1000.0,19.0,580.0,5.4,55.0,4.6,1000.0,3.35,1000.0,35347201,11386623.0,46277118.0,58805.0,1.254966755,1.254966758,1.254966802,1.254966803,3.45,3.8,1.36,1.41,3.3,36.0,1.04,1.07,4.5,5.4,1.24,1.28,1.32,1.37,1.9,2.0,1.33,1.37,1.254966804,1.254966765,1.254966756,1.254966757
English National League,2026-03-10,16:45:00,Eastleigh,Brackley Town,2.46,2.54,2.96,3.05,3.65,3.75,2.16,2.2,1.83,1.86,1.66,1.75,2.32,2.5,14.5,17.0,13.0,14.0,18.0,21.0,20.0,50.0,11.0,12.5,7.2,8.4,11.0,13.0,26.0,32.0,15.5,17.0,10.5,12.0,13.5,16.0,34.0,40.0,30.0,38.0,23.0,28.0,30.0,36.0,14.5,75.0,16.5,19.5,22.0,25.0,15.0,960.0,35346448,1222691.0,2145773.0,58805.0,1.254953919,1.254953923,1.254953971,1.254953972,3.35,3.75,1.37,1.42,13.0,18.0,1.06,1.07,4.1,4.7,1.27,1.31,1.48,1.51,1.65,1.69,1.36,1.38,1.254953975,1.254953930,1.254953920,1.254953921
English National League,2026-03-10,16:45:00,Southend,Gateshead,1.38,1.41,9.2,11.0,5.3,5.9,3.15,3.4,1.42,1.46,1.69,1.77,2.3,2.5,9.6,980.0,4.2,980.0,11.5,110.0,4.2,1000.0,7.0,980.0,7.6,40.0,5.2,980.0,4.2,510.0,6.2,980.0,6.0,500.0,8.0,46.0,11.5,400.0,6.6,36.0,6.8,500.0,2.92,980.0,11.0,330.0,3.55,5.0,10.5,320.0,3.8,1000.0,35346323,69719.0,18571.0,58805.0,1.254948931,1.254948934,1.254948978,1.254948979,4.8,5.4,1.23,1.26,7.6,50.0,1.02,1.04,7.6,9.4,1.13,1.15,1.11,1.12,3.4,3.7,1.2,1.23,1.254948980,1.254948941,1.254948932,1.254948933
Scottish League Two,2026-03-10,16:45:00,Dumbarton,Stranraer,2.62,2.92,2.64,2.92,3.35,3.8,1.96,2.1,1.9,2.04,1.71,1.85,2.18,2.4,12.5,18.0,10.0,14.5,14.0,23.0,16.0,55.0,10.0,14.5,7.0,9.8,10.5,15.5,22.0,38.0,16.0,23.0,10.5,15.0,14.5,21.0,20.0,50.0,18.0,55.0,14.5,38.0,20.0,50.0,21.0,110.0,18.0,30.0,18.5,32.0,4.3,1000.0,35347351,2152.0,122903.0,58805.0,1.254968714,1.254968717,1.254968761,1.254968762,3.2,3.55,1.39,1.45,12.0,18.0,1.06,1.09,3.9,4.3,1.3,1.34,1.53,1.61,1.52,1.61,1.36,1.41,1.254968763,1.254968724,1.254968715,1.254968716
English National League,2026-03-10,16:45:00,Scunthorpe,Sutton Utd,1.83,1.94,3.9,4.5,4.1,4.7,2.64,2.84,1.54,1.61,1.57,1.68,2.46,2.76,7.0,80.0,11.5,65.0,7.6,100.0,8.2,500.0,11.5,26.0,9.0,11.0,9.0,34.0,8.4,980.0,7.6,28.0,9.2,11.5,8.4,25.0,7.6,980.0,7.2,90.0,9.0,34.0,13.0,980.0,8.2,250.0,6.8,8.4,7.0,240.0,9.0,1000.0,35346297,18566.0,1034133.0,58805.0,1.254948017,1.254948020,1.254948064,1.254948065,4.1,4.6,1.28,1.32,1.15,32.0,1.03,1.05,5.7,6.8,1.17,1.21,1.3,1.34,2.06,2.22,1.27,1.33,1.254948066,1.254948027,1.254948018,1.254948019
Scottish League One,2026-03-10,16:45:00,Peterhead,Alloa,2.7,2.98,2.6,2.88,3.4,3.85,2.04,2.14,1.89,1.96,1.67,1.81,2.22,2.48,13.0,19.0,10.0,13.0,15.5,22.0,16.0,42.0,10.5,15.0,7.0,8.6,10.5,15.0,14.5,32.0,16.5,21.0,10.5,13.5,14.0,17.0,6.0,42.0,6.2,50.0,14.5,32.0,20.0,42.0,19.0,200.0,21.0,30.0,19.0,28.0,6.2,1000.0,35346301,729810.0,203715.0,58805.0,1.254948539,1.254948542,1.254948586,1.254948587,3.25,3.6,1.39,1.44,13.5,18.0,1.06,1.08,3.9,4.4,1.29,1.33,1.54,1.62,1.51,1.59,1.35,1.41,1.254948588,1.254948549,1.254948540,1.254948541
English National League,2026-03-10,16:45:00,Woking,Boreham Wood,3.2,3.55,2.18,2.3,3.6,4.0,2.16,2.22,1.82,1.87,1.67,1.82,2.22,2.48,13.5,17.0,9.6,11.5,13.0,16.0,13.0,65.0,12.0,15.0,7.2,8.6,9.6,11.5,19.0,42.0,11.5,70.0,12.5,14.5,14.0,18.5,9.6,170.0,7.6,440.0,10.5,210.0,10.0,980.0,7.8,200.0,9.4,60.0,12.0,980.0,8.6,1000.0,35346325,41998.0,256120.0,58805.0,1.254949111,1.254949114,1.254949158,1.254949159,3.45,3.7,1.37,1.41,14.0,18.0,1.06,1.07,4.3,4.6,1.28,1.3,1.76,1.85,1.4,1.45,1.33,1.38,1.254949160,1.254949121,1.254949112,1.254949113
English National League,2026-03-10,16:45:00,Aldershot,Carlisle,2.58,2.78,2.66,2.86,3.6,3.85,2.18,2.24,1.8,1.85,1.63,1.75,2.34,2.58,9.0,75.0,7.0,40.0,9.0,980.0,8.8,900.0,7.6,46.0,4.9,12.5,6.4,32.0,8.0,980.0,7.2,980.0,10.0,36.0,9.0,25.0,8.6,980.0,8.8,900.0,8.0,980.0,18.0,130.0,6.4,580.0,7.4,55.0,15.5,55.0,6.2,1000.0,35346294,62504.0,18561.0,58805.0,1.254948107,1.254948110,1.254948154,1.254948155,3.35,3.6,1.38,1.42,14.5,19.5,1.06,1.07,4.3,4.9,1.26,1.3,1.54,1.6,1.56,1.63,1.35,1.38,1.254948156,1.254948117,1.254948108,1.254948109
English National League,2026-03-10,16:45:00,Wealdstone,Tamworth FC,2.06,2.1,3.65,3.95,3.8,4.0,2.32,2.38,1.73,1.75,1.64,1.74,2.34,2.54,8.0,980.0,7.8,980.0,9.4,980.0,2.58,900.0,10.0,980.0,5.5,14.0,8.4,980.0,3.05,980.0,7.6,980.0,6.0,40.0,9.0,60.0,4.6,980.0,9.0,140.0,8.2,65.0,5.4,980.0,44.0,580.0,4.2,55.0,4.9,980.0,3.05,1000.0,35346321,2608900.0,21944374.0,58805.0,1.254949021,1.254949024,1.254949068,1.254949069,3.6,3.95,1.34,1.38,15.0,24.0,1.05,1.06,4.6,5.4,1.23,1.27,1.35,1.38,1.9,1.95,1.33,1.36,1.254949070,1.254949031,1.254949022,1.254949023
Scottish Championship,2026-03-10,16:45:00,Ayr,Queens Park,1.81,1.88,5.0,5.6,3.55,3.9,1.8,1.88,2.12,2.26,1.98,1.99,2.0,2.02,10.5,13.0,13.5,19.5,16.0,42.0,6.8,1000.0,6.6,8.0,7.2,10.0,17.5,22.0,6.6,240.0,8.8,11.0,9.0,11.0,18.5,27.0,6.6,260.0,17.0,21.0,17.5,26.0,23.0,44.0,8.2,1000.0,10.5,15.0,6.8,1000.0,7.0,1000.0,35345913,48005.0,729809.0,58805.0,1.254943617,1.254943620,1.254943664,1.254943665,3.0,3.2,1.45,1.5,10.5,13.5,1.08,1.1,3.4,3.75,1.37,1.41,1.21,1.25,2.12,2.24,1.35,1.39,1.254943666,1.254943627,1.254943618,1.254943619
UEFA Champions League,2026-03-10,17:00:00,Atletico Madrid,Tottenham,1.78,1.79,5.5,5.6,3.85,3.9,1.97,1.99,2.0,2.04,1.91,1.93,2.06,2.1,14.0,14.5,16.5,17.0,36.0,38.0,110.0,140.0,8.0,8.2,8.0,8.2,20.0,21.0,70.0,75.0,9.6,9.8,9.6,9.8,19.5,20.0,70.0,75.0,18.0,18.5,17.5,18.5,32.0,34.0,100.0,120.0,10.5,11.5,75.0,95.0,330.0,1000.0,35314483,52480965.0,48224.0,58805.0,1.254568289,1.254568228,1.254568288,1.254568299,3.2,3.4,1.42,1.46,14.0,15.0,1.07,1.08,3.9,4.1,1.33,1.35,1.22,1.23,2.26,2.3,1.33,1.35,1.254568291,1.254568293,1.254568294,1.254568232
UEFA Champions League,2026-03-10,17:00:00,Atalanta,Bayern Munich,4.8,4.9,1.71,1.72,4.6,4.7,2.86,2.92,1.52,1.54,1.57,1.6,2.68,2.76,29.0,30.0,13.0,13.5,13.0,13.5,18.0,19.0,25.0,26.0,10.5,11.0,9.6,9.8,14.0,15.0,38.0,44.0,18.0,19.0,15.0,15.5,21.0,23.0,85.0,110.0,44.0,48.0,38.0,44.0,50.0,55.0,32.0,38.0,6.4,6.8,55.0,400.0,35314481,215817.0,5774350.0,58805.0,1.254568152,1.254568091,1.254568151,1.254568162,4.4,4.7,1.27,1.3,27.0,30.0,1.03,1.04,6.4,7.0,1.17,1.19,2.38,2.4,1.25,1.26,1.27,1.28,1.254568154,1.254568156,1.254568157,1.254568095
Colombian Primera B,2026-03-10,17:00:00,Real Santander,Boca Juniors de Cali,2.74,2.92,3.0,3.3,2.96,3.25,1.6,1.65,2.52,2.68,1.99,2.14,1.87,2.02,1.51,1000.0,1.52,1000.0,1.58,1000.0,1.63,1000.0,1.52,1000.0,1.47,42.0,1.56,1000.0,1.62,1000.0,1.61,1000.0,1.56,1000.0,1.59,1000.0,1.63,1000.0,1.62,900.0,1.62,1000.0,1.63,1000.0,1.64,1000.0,1.64,1000.0,1.64,1000.0,1.64,1000.0,35353520,5690632.0,25151541.0,58805.0,1.255052032,1.255052035,1.255052079,1.255052080,2.64,2.82,1.55,1.61,8.0,10.5,1.12,1.14,2.84,3.05,1.49,1.54,1.44,1.5,1.52,1.57,1.45,1.51,1.255052081,1.255052042,1.255052033,1.255052034
UEFA Champions League,2026-03-10,17:00:00,Newcastle,Barcelona,2.78,2.8,2.52,2.54,4.0,4.1,3.15,3.25,1.44,1.46,1.44,1.46,3.2,3.25,29.0,32.0,20.0,21.0,22.0,23.0,34.0,36.0,21.0,22.0,10.0,10.5,11.0,11.5,20.0,22.0,23.0,25.0,13.0,13.5,12.5,13.0,23.0,24.0,40.0,44.0,22.0,24.0,25.0,26.0,36.0,38.0,11.0,12.0,10.0,10.5,180.0,210.0,35314556,25422.0,52480964.0,58805.0,1.254568977,1.254568916,1.254568976,1.254568987,4.8,5.2,1.24,1.26,28.0,34.0,1.03,1.04,7.6,8.2,1.14,1.16,1.64,1.66,1.55,1.57,1.32,1.34,1.254568979,1.254568981,1.254568982,1.254568920
