League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Serbian Super League,2024-05-07,09:00:00,FK IMT Novi Beograd,FK Novi Pazar,1.47,1000.0,1.5,1000.0,2.38,940.0,1.05,15.5,1.28,26.0,1.12,1000.0,1.12,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33252192,17203916.0,9899252.0,58805.0,1.228607035,1.22860708,1.228607119,1.228607044
Armenian Premier League,2024-05-07,12:00:00,Ararat Armenia,BKMA Yerevan,1.01,1.46,1.01,870.0,4.9,950.0,1.18,1000.0,1.03,8.2,1.12,1000.0,1.12,1000.0,1.48,1000.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,1.1,1000.0,1.1,1000.0,4.2,1000.0,4.2,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,4.2,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,55.0,4.2,1000.0,1.1,1000.0,33251563,20740727.0,25763207.0,58805.0,1.228589628,1.228589673,1.228589712,1.228589637
Serbian First League,2024-05-07,12:00:00,Tekstilac Odzaci,FK Radnicki Sremska,1.36,480.0,1.36,870.0,3.35,4.0,1.07,110.0,1.05,15.5,1.12,1000.0,1.12,1000.0,1.49,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33251834,59056225.0,25742292.0,58805.0,1.228600808,1.228600853,1.228600892,1.228600817
Serbian First League,2024-05-07,12:00:00,FK Graficar,FK Jedinstvo Ub,1.37,480.0,1.56,870.0,2.44,950.0,1.07,1000.0,1.03,18.0,1.12,1000.0,1.12,1000.0,1.49,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33251826,25333291.0,25136298.0,58805.0,1.228600898,1.228600943,1.228600982,1.228600907
Serbian First League,2024-05-07,12:00:00,Indija,Fk Smederevo,1.01,480.0,1.01,870.0,1.24,950.0,1.07,110.0,1.05,18.0,1.12,1000.0,1.12,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33251824,4835211.0,15434416.0,58805.0,1.228600988,1.228601033,1.228601072,1.228600997
Serbian Super League,2024-05-07,13:00:00,FK Spartak,Radnicki Nis,2.92,3.3,3.4,3.9,2.34,2.58,1.52,1.68,2.42,2.98,2.08,2.32,1.76,1.92,4.2,8.8,7.8,10.5,14.0,22.0,7.2,65.0,4.4,1000.0,3.8,7.0,5.5,17.0,38.0,55.0,3.9,16.5,3.75,14.0,6.0,980.0,40.0,90.0,27.0,46.0,18.0,44.0,7.4,75.0,28.0,200.0,30.0,48.0,25.0,70.0,8.2,1000.0,33252188,4104730.0,6555084.0,58805.0,1.228607239,1.228607284,1.228607323,1.228607248
Egyptian Premier,2024-05-07,13:00:00,Al Ahly Cairo,Al Ittihad (EGY),1.33,1.36,12.5,14.0,5.4,6.0,2.14,2.24,1.83,1.87,2.2,2.4,1.71,1.84,16.0,18.5,32.0,38.0,80.0,120.0,16.5,980.0,7.0,7.8,11.5,13.0,40.0,50.0,16.0,980.0,6.8,7.4,9.6,10.5,30.0,36.0,16.0,210.0,9.0,10.5,14.0,15.0,40.0,46.0,16.0,270.0,5.5,5.9,20.0,380.0,17.0,1000.0,33247552,4768314.0,7023879.0,58805.0,1.228531375,1.22853142,1.228531459,1.228531384
Serbian Super League,2024-05-07,13:00:00,Radnik Surdulica,FK Javor Ivanjica,5.9,6.8,1.7,1.77,3.6,3.95,1.66,1.75,2.32,2.52,2.26,2.48,1.68,1.79,9.2,11.0,6.0,6.8,8.0,29.0,15.0,17.0,8.2,17.0,7.6,8.6,9.6,11.5,19.0,22.0,8.0,50.0,10.0,26.0,23.0,29.0,4.3,55.0,4.6,220.0,4.5,120.0,4.5,140.0,9.4,220.0,4.6,190.0,13.0,980.0,15.0,1000.0,33252193,8860947.0,13504616.0,58805.0,1.228607125,1.22860717,1.228607209,1.228607134
Romanian Liga II,2024-05-07,13:00:00,Gloria Buzau,Unirea Slobozia,2.06,2.3,3.95,5.4,3.05,3.85,1.5,1.68,1.5,3.95,2.12,2.38,1.73,1.88,1.49,1000.0,2.42,1000.0,2.3,1000.0,3.8,1000.0,1.01,1000.0,1.01,1000.0,5.9,1000.0,4.4,1000.0,3.75,1000.0,4.6,1000.0,4.9,1000.0,8.4,1000.0,4.7,1000.0,4.7,1000.0,14.5,1000.0,14.0,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33253461,2487031.0,6803100.0,58805.0,1.228623064,1.228623109,1.228623148,1.228623073
German Bundesliga 2,2024-05-07,13:30:00,VfL Osnabruck,Schalke 04,4.0,4.1,1.95,1.96,4.0,4.2,2.92,3.0,1.5,1.52,1.5,1.54,2.88,3.0,25.0,28.0,14.5,16.0,14.5,16.0,21.0,24.0,22.0,26.0,9.6,10.5,10.0,11.0,15.5,16.5,32.0,36.0,15.5,17.0,13.5,14.5,21.0,23.0,55.0,75.0,32.0,38.0,32.0,36.0,46.0,48.0,21.0,22.0,6.2,7.4,22.0,850.0,33243179,13450471.0,44517.0,58805.0,1.228443762,1.228443772,1.228443761,1.228443771
Swedish Superettan,2024-05-07,14:00:00,Orgryte,Helsingborgs,2.76,2.84,2.74,2.82,3.45,3.55,1.99,2.04,1.96,2.02,1.74,1.83,2.2,2.36,12.5,14.5,10.5,12.5,16.5,1000.0,7.2,50.0,10.5,12.5,7.2,8.2,11.0,12.5,21.0,30.0,16.5,18.5,11.0,12.5,15.5,22.0,7.2,50.0,7.2,50.0,6.8,36.0,7.2,55.0,8.0,120.0,14.0,26.0,15.5,25.0,30.0,980.0,33236695,30686.0,764222.0,58805.0,1.228344067,1.228344077,1.228344066,1.228344076
Serbian Super League,2024-05-07,14:00:00,Vozdovac,Zeleznicar Pancevo,2.56,2.76,2.84,3.1,3.4,3.8,1.81,1.99,2.0,2.24,1.8,1.97,2.02,2.24,4.0,980.0,3.9,980.0,4.4,980.0,5.0,980.0,3.8,980.0,6.4,980.0,4.1,980.0,4.8,980.0,4.4,980.0,4.1,980.0,4.5,980.0,5.0,980.0,4.8,980.0,4.7,980.0,4.9,980.0,28.0,980.0,4.6,980.0,4.7,980.0,5.9,1000.0,33252191,2020583.0,17203915.0,58805.0,1.22860734,1.228607385,1.228607424,1.228607349
South African Premier Division,2024-05-07,14:30:00,Bloemfontein Celtic,Ajax Cape Town,1.84,1.98,4.7,5.4,3.35,3.8,1.7,1.84,2.18,2.44,2.0,2.2,1.83,1.99,9.4,12.0,5.2,16.5,6.4,980.0,7.2,980.0,6.6,7.8,7.2,8.4,5.8,23.0,7.0,980.0,9.2,11.5,9.2,12.0,5.9,980.0,7.2,980.0,5.8,980.0,5.9,980.0,6.8,980.0,7.4,980.0,5.3,55.0,7.2,980.0,7.6,1000.0,33240285,7067857.0,370196.0,58805.0,1.228401197,1.228401242,1.228401281,1.228401206
South African Premier Division,2024-05-07,14:30:00,Supersport Utd,Sekhukhune United,2.28,2.48,3.95,4.4,2.84,3.05,1.46,1.56,2.8,3.2,2.24,2.46,1.69,1.81,6.6,7.8,9.2,11.0,6.6,980.0,8.0,980.0,6.2,7.2,6.2,7.4,6.0,21.0,7.8,980.0,10.5,14.0,10.0,14.0,6.6,980.0,8.0,980.0,7.0,980.0,7.0,980.0,7.8,980.0,8.4,980.0,7.2,980.0,8.0,980.0,8.6,1000.0,33245363,364672.0,38281353.0,58805.0,1.228486099,1.228486144,1.228486183,1.228486108
South African Premier Division,2024-05-07,14:30:00,Cape Town CIty F.C.,Moroka Swallows,1.96,1.98,4.9,5.6,3.3,3.45,1.5,1.61,2.66,2.98,2.28,2.5,1.67,1.78,7.4,8.4,11.5,13.5,10.0,36.0,11.5,160.0,5.7,6.4,6.8,8.0,19.5,23.0,11.0,110.0,9.0,10.5,10.5,12.5,24.0,980.0,12.0,980.0,18.0,23.0,24.0,29.0,11.5,70.0,13.0,1000.0,15.5,26.0,12.0,470.0,15.0,1000.0,33249743,11635228.0,364670.0,58805.0,1.22856449,1.228564535,1.228564574,1.228564499
South African Premier Division,2024-05-07,14:30:00,Kaizer Chiefs,TS Galaxy FC,2.56,2.68,3.55,3.85,2.86,2.96,1.4,1.54,2.84,3.45,2.28,2.5,1.66,1.79,6.2,7.4,8.0,9.8,5.2,28.0,5.7,980.0,6.4,7.6,6.2,7.6,14.0,21.0,5.7,980.0,11.5,17.5,11.0,17.0,5.2,34.0,5.8,980.0,5.7,980.0,5.6,980.0,5.8,980.0,6.0,980.0,5.5,980.0,5.8,980.0,6.4,1000.0,33249598,364675.0,20785087.0,58805.0,1.22856458,1.228564625,1.228564664,1.228564589
Brazilian Serie D,2024-05-07,15:30:00,Audax Rio,Democrata FC,2.44,7.4,2.1,3.6,2.6,8.4,1.18,11.0,1.1,8.2,1.12,1000.0,1.12,1000.0,4.0,980.0,1.09,980.0,1.14,1000.0,1.14,1000.0,1.12,980.0,1.14,1000.0,1.14,1000.0,1.14,1000.0,1.14,1000.0,1.14,1000.0,1.14,1000.0,1.14,1000.0,1.14,1000.0,1.14,1000.0,1.14,1000.0,1.14,1000.0,1.14,1000.0,1.14,1000.0,1.14,1000.0,33252585,6973280.0,46251603.0,58805.0,1.228612371,1.228612416,1.228612455,1.22861238
Italian Serie C,2024-05-07,15:30:00,Juventus B,Arezzo,2.48,2.72,2.9,3.25,3.3,3.5,1.76,1.9,2.12,2.32,1.86,2.06,1.96,2.16,10.0,13.0,9.0,12.0,6.6,980.0,6.4,980.0,4.3,10.5,7.0,8.2,11.0,15.0,6.2,980.0,13.0,980.0,9.8,13.0,16.0,980.0,6.6,980.0,6.2,980.0,21.0,980.0,6.4,980.0,7.0,980.0,6.0,980.0,6.2,980.0,7.4,1000.0,33251653,5470963.0,522048.0,58805.0,1.228591285,1.22859133,1.228591369,1.228591294
