League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Mexican Liga MX,2026-02-08,00:10:00,CF America,Monterrey,1.95,2.04,4.0,4.3,3.7,3.95,2.0,2.12,1.89,2.0,1.79,1.87,2.16,2.26,13.5,17.0,13.0,16.5,20.0,980.0,8.2,90.0,8.6,10.0,7.4,9.2,14.0,18.0,7.8,55.0,10.5,13.5,9.2,11.0,15.5,19.0,7.8,60.0,19.5,980.0,17.5,22.0,7.2,980.0,8.4,110.0,11.5,14.0,38.0,55.0,9.0,1000.0,35190322,328952.0,328949.0,58805.0,1.253212062,1.253212107,1.253212146,1.253212071,3.1,3.95,1.34,1.47,12.0,18.0,1.06,1.09,3.9,4.5,1.29,1.35,1.3,1.34,1.96,2.06,1.33,1.37,1.253212063,1.253212065,1.253212066,1.253212110
Australian A-League Men,2026-02-08,03:00:00,Adelaide United,Newcastle Jets,2.78,2.88,2.38,2.44,4.3,4.4,4.2,4.5,1.28,1.32,1.3,1.33,4.1,4.4,44.0,50.0,27.0,32.0,23.0,28.0,34.0,40.0,30.0,34.0,12.5,14.0,13.0,14.0,18.5,21.0,30.0,34.0,14.5,16.0,12.0,13.5,19.5,21.0,44.0,55.0,22.0,25.0,21.0,23.0,29.0,30.0,8.0,8.8,6.4,7.0,15.5,500.0,35189881,571273.0,1205125.0,58805.0,1.253341152,1.253341156,1.253341231,1.253341153,1.2,1000.0,1.16,1000.0,23.0,110.0,1.01,1.03,11.0,13.5,1.08,1.1,1.7,1.72,1.53,1.57,1.29,1.31,1.253341236,1.253341238,1.253341154,1.253341155
Bulgarian A League,2026-02-08,07:00:00,Dobrudzha,Septemvri,2.0,2.14,4.1,4.8,3.3,3.75,1.76,1.94,2.06,2.32,1.87,2.08,1.94,2.16,10.5,14.5,12.0,16.5,4.5,38.0,4.9,120.0,7.2,9.6,6.8,9.2,15.0,21.0,4.8,75.0,10.0,14.0,9.0,12.5,17.0,23.0,4.8,80.0,20.0,28.0,19.5,27.0,4.7,48.0,5.0,140.0,13.0,20.0,4.9,1000.0,5.1,1000.0,35061819,5112592.0,11801202.0,58805.0,1.251722730,1.251722775,1.251722814,1.251722739,2.84,3.35,1.43,1.55,9.6,13.5,1.08,1.12,3.2,3.8,1.37,1.45,1.29,1.33,1.89,2.0,1.37,1.4,1.251722731,1.251722733,1.251722734,1.251722778
Turkish 2 Lig,2026-02-08,07:00:00,Kirklarelispor,68 Aksaray Belediyespor,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.24,1000.0,1.02,6.4,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,35236800,5340310.0,14532982.0,58805.0,1.253710614,1.253710659,1.253710698,1.253710623,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.24,1000.0,1.01,1000.0,1.01,250.0,1.01,250.0,1.01,250.0,1.253710615,1.253710617,1.253710618,1.253710662
Turkish 1 Lig,2026-02-08,07:30:00,Serik Belediyespor,76 Igdir Belediyespor,11.0,18.0,1.26,1.33,5.5,950.0,2.44,2.82,1.55,1.7,1.99,1000.0,1.71,2.02,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,35215988,20601580.0,41144710.0,58805.0,1.253491275,1.253491320,1.253491359,1.253491284,1.01,1000.0,1.01,1000.0,2.44,110.0,1.01,1.7,2.44,7.2,1.16,1.7,3.8,5.1,1.06,1.09,1.16,1.23,1.253491276,1.253491278,1.253491279,1.253491323
Turkish 1 Lig,2026-02-08,07:30:00,Keciorengucu,Bandirmaspor,2.04,2.46,3.1,4.7,3.35,5.5,1.88,5.0,1.25,2.14,1.01,1.97,1.01,970.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,35216102,2080693.0,4985299.0,58805.0,1.253491185,1.253491230,1.253491269,1.253491194,2.92,4.6,1.01,1000.0,1.01,110.0,1.01,1000.0,1.89,100.0,1.25,2.12,1.27,1.48,1.69,1.97,1.23,1.42,1.253491186,1.253491188,1.253491189,1.253491233
Dutch Eredivisie,2026-02-08,08:15:00,FC Utrecht,Feyenoord,3.25,3.45,2.26,2.3,3.65,4.0,2.22,2.36,1.73,1.81,1.64,1.73,2.36,2.56,16.5,23.0,10.5,12.5,14.0,16.0,22.0,29.0,14.0,16.0,7.8,9.0,10.0,11.5,19.0,22.0,19.5,26.0,12.5,14.5,14.0,16.0,7.8,32.0,8.8,60.0,8.0,36.0,8.2,42.0,8.8,70.0,20.0,34.0,10.0,16.0,10.0,1000.0,35189654,50349.0,55264.0,58805.0,1.253201633,1.253201636,1.253201680,1.253201681,1.2,110.0,1.32,110.0,15.0,21.0,1.05,1.07,4.6,5.0,1.25,1.28,1.76,1.8,1.4,1.45,1.34,1.38,1.253201682,1.253201643,1.253201634,1.253201635
Polish Ekstraklasa,2026-02-08,08:15:00,Pogon Szczecin,Nieciecza,1.04,1.8,4.5,1000.0,4.2,980.0,2.52,3.25,1.45,1.66,1.05,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,35220930,46953.0,4871645.0,58805.0,1.253546108,1.253546111,1.253546155,1.253546156,1.2,110.0,1.01,110.0,15.0,36.0,1.03,1.06,3.9,36.0,1.17,1.34,1.01,1.28,2.24,36.0,1.01,1.31,1.253546157,1.253546118,1.253546109,1.253546110
Italian Serie C,2026-02-08,08:30:00,Pontedera,Ternana,4.6,6.6,1.76,1.95,3.3,4.2,1.66,1.83,2.2,2.52,1.91,2.4,1.71,2.1,3.7,1000.0,3.2,8.2,3.65,1000.0,4.3,1000.0,4.0,1000.0,3.35,1000.0,3.65,1000.0,4.3,1000.0,4.7,1000.0,4.3,1000.0,4.4,1000.0,4.8,1000.0,5.1,1000.0,5.0,1000.0,5.0,1000.0,5.1,1000.0,5.1,1000.0,4.1,1000.0,5.2,1000.0,35225740,5727544.0,60308.0,58805.0,1.253593648,1.253593651,1.253593695,1.253593696,2.52,3.35,1.42,1.66,8.6,13.0,1.09,1.14,3.0,3.45,1.41,1.5,2.0,2.32,1.19,1.25,1.31,1.43,1.253593697,1.253593658,1.253593649,1.253593650
Italian Serie C,2026-02-08,08:30:00,Sassari Torres,Juventus B,2.0,2.64,3.35,5.5,2.66,5.0,1.5,1.87,2.16,3.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,35224729,522050.0,5470963.0,58805.0,1.253578690,1.253578693,1.253578957,1.253578882,1.01,1000.0,1.43,1.78,1.01,110.0,1.01,970.0,1.5,970.0,1.02,3.0,1.22,1.42,1.61,2.0,1.25,1.6,1.253578874,1.253578700,1.253578691,1.253578692
Turkish Super League,2026-02-08,08:30:00,Eyupspor,Basaksehir,5.7,6.2,1.67,1.72,4.0,4.3,2.32,2.48,1.68,1.75,1.57,1.78,2.28,2.74,16.5,21.0,9.6,12.5,10.5,14.5,4.1,21.0,21.0,25.0,8.6,12.0,8.8,12.0,14.5,20.0,30.0,65.0,18.5,26.0,15.0,18.0,25.0,30.0,5.0,160.0,4.8,70.0,4.9,80.0,4.9,85.0,50.0,70.0,7.2,9.8,5.2,1000.0,35216127,4202656.0,10071088.0,58805.0,1.253491742,1.253491752,1.253491741,1.253491751,3.55,3.95,1.34,1.4,15.0,21.0,1.05,1.07,4.9,5.4,1.24,1.26,2.38,2.48,1.19,1.21,1.31,1.33,1.253491733,1.253491745,1.253491746,1.253491756
Italian Serie A,2026-02-08,08:30:00,Bologna,Parma,1.67,1.69,6.2,6.4,4.0,4.2,1.88,1.92,2.08,2.14,2.08,2.14,1.88,1.93,12.0,13.5,16.5,18.0,44.0,50.0,46.0,190.0,7.0,7.4,8.4,8.8,22.0,24.0,38.0,100.0,8.4,8.8,9.4,9.8,22.0,24.0,65.0,95.0,14.5,16.0,17.0,18.5,36.0,42.0,44.0,150.0,10.0,11.5,42.0,140.0,28.0,1000.0,35188845,199545.0,191607.0,58805.0,1.253194280,1.253194264,1.253194279,1.253194289,3.1,3.25,1.44,1.47,12.0,13.5,1.08,1.09,3.65,3.75,1.37,1.38,1.18,1.2,2.44,2.5,1.31,1.34,1.253194282,1.253194284,1.253194285,1.253194267
