League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Australian A-League Women,2024-03-20,01:00:00,Wellington Phoenix (W),Adelaide United (W),1.81,1.92,4.0,4.6,4.2,4.5,3.5,4.5,1.29,1.4,1.57,1.79,2.26,2.74,1.16,1.22,5.3,8.8,1.1,36.0,1.03,1.1,3.0,36.0,1.09,1.5,2.38,2.8,1.56,1.72,1.58,1.73,2.36,2.74,1.23,1.31,4.2,5.3,1.07,980.0,1.1,980.0,1.01,1.07,1.1,970.0,1.01,980.0,1.1,1000.0,1.01,1.44,3.25,1000.0,1.59,1.73,2.36,2.68,5.6,980.0,5.6,980.0,6.0,980.0,6.6,980.0,10.0,14.0,8.6,11.5,14.0,980.0,6.2,980.0,11.0,15.0,8.6,11.5,14.0,980.0,6.2,980.0,5.6,980.0,13.5,980.0,5.8,980.0,6.4,980.0,3.95,9.0,5.9,980.0,7.0,1000.0,33116360,41934374.0,8839013.0,58805.0,1.226318194,1.226318280,1.226318281,1.226318282,1.226318196,1.226318197,1.226318198,1.226318199,1.226318200,1.226318201,1.226318202,1.226318203,1.226318204,1.226318273,1.226318195
Algerian Ligue 1,2024-03-20,11:30:00,ES Ben Aknoun,MC Alger,3.8,9.0,1.67,1.94,3.45,320.0,2.58,2.98,1.52,1.61,1.33,1.38,1.03,4.2,1.07,1.09,1.01,1000.0,2.28,990.0,1.01,1.78,2.28,4.2,1.32,1.78,1.49,1.81,2.24,3.05,1.17,1.81,2.24,7.0,1.05,1.81,2.24,21.0,1.02,1.81,2.24,110.0,1.01,1.81,2.24,970.0,1.01,1.81,2.24,1000.0,1.01,1.81,2.24,1000.0,2.06,3.8,1.37,1.95,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.94,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.55,1000.0,1.01,1000.0,33119905,16541697.0,5177434.0,58805.0,1.226351988,1.226351991,1.226351993,1.226351986,1.226351992,1.226352036,1.226352033,1.226352037,1.226352034,1.226351996,1.226351994,1.226351987,1.226351985,1.226352072,1.226351997
Brazilian Campeonato Women,2024-03-20,15:00:00,Red Bull Bragantino (W),Palmeiras (W),1.06,480.0,1.06,870.0,1.21,950.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.27,970.0,1.01,4.6,1.27,970.0,1.01,4.6,1.27,960.0,1.1,4.6,1.14,960.0,1.1,11.0,1.05,970.0,1.1,970.0,1.03,36.0,1.11,970.0,1.01,11.0,1.11,1000.0,1.01,10.5,1.11,1000.0,1.01,10.5,1.11,1000.0,1.1,1000.0,1.1,1000.0,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33122803,36515431.0,23715704.0,58805.0,1.226395359,1.226395362,1.226395364,1.226395357,1.226395363,1.226395407,1.226395404,1.226395408,1.226395405,1.226395367,1.226395365,1.226395358,1.226395356,1.226395443,1.226395368
Belgian Reserves,2024-03-20,15:30:00,AS Eupen (Res),K Lierse U21,1.04,480.0,1.01,870.0,2.0,950.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.27,970.0,1.01,4.6,1.27,970.0,1.01,4.6,1.27,960.0,1.1,4.6,1.05,970.0,1.1,36.0,1.05,970.0,1.1,110.0,1.03,36.0,1.11,970.0,1.01,11.0,1.11,1000.0,1.01,11.0,1.11,1000.0,1.01,10.5,1.11,1000.0,1.11,11.0,1.11,11.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.55,1000.0,1.1,1000.0,33122197,11559774.0,25964023.0,58805.0,1.226388305,1.226388308,1.226388310,1.226388303,1.226388309,1.226388353,1.226388350,1.226388354,1.226388351,1.226388313,1.226388311,1.226388304,1.226388302,1.226388389,1.226388314
Bahraini 2nd Division,2024-03-20,15:45:00,Buri FC,Um Al Hassam,1.48,480.0,1.04,870.0,1.9,950.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.27,970.0,1.03,4.6,1.27,970.0,1.03,6.0,1.27,36.0,1.1,4.6,1.05,36.0,1.1,36.0,1.05,36.0,1.1,970.0,1.02,36.0,1.11,970.0,1.01,11.0,1.11,1000.0,1.01,10.5,1.11,1000.0,1.01,10.5,1.11,1000.0,1.1,1000.0,1.1,1000.0,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.55,1000.0,1.55,1000.0,1.1,1000.0,33122317,60988086.0,51946428.0,58805.0,1.226390786,1.226390789,1.226390791,1.226390784,1.226390790,1.226390834,1.226390831,1.226390835,1.226390832,1.226390794,1.226390792,1.226390785,1.226390783,1.226390870,1.226390795
Bahraini 2nd Division,2024-03-20,15:45:00,Al Tadamun Buri,Isa Town FC,1.2,480.0,1.35,870.0,1.2,950.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.27,970.0,1.03,4.6,1.27,970.0,1.03,4.6,1.27,36.0,1.1,4.6,1.05,36.0,1.1,36.0,1.05,970.0,1.1,970.0,1.03,36.0,1.11,970.0,1.01,11.0,1.11,1000.0,1.01,10.5,1.11,1000.0,1.01,10.5,1.11,1000.0,1.1,1000.0,1.1,1000.0,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33122323,8193208.0,8149479.0,58805.0,1.226390606,1.226390609,1.226390611,1.226390604,1.226390610,1.226390654,1.226390651,1.226390655,1.226390652,1.226390614,1.226390612,1.226390605,1.226390603,1.226390690,1.226390615
Bahraini 2nd Division,2024-03-20,15:45:00,Al-Ittihad (BRN),Etihad Al Reef,1.29,480.0,1.2,870.0,1.2,950.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.27,970.0,1.02,4.6,1.27,970.0,1.04,6.0,1.27,26.0,1.1,4.6,1.05,26.0,1.1,36.0,1.05,26.0,1.1,970.0,1.02,26.0,1.11,970.0,1.01,11.0,1.11,1000.0,1.01,10.5,1.11,1000.0,1.01,10.5,1.11,1000.0,1.1,1000.0,1.1,1000.0,1.46,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33122322,14754067.0,51947094.0,58805.0,1.226390696,1.226390699,1.226390701,1.226390694,1.226390700,1.226390744,1.226390741,1.226390745,1.226390742,1.226390704,1.226390702,1.226390695,1.226390693,1.226390780,1.226390705
Belgian First Amateur Division,2024-03-20,16:00:00,Oud-Heverlee Leuven II,Cappellen FC,1.84,2.36,3.3,4.8,2.52,7.0,1.01,3.9,1.34,1.59,1.02,1.65,1.01,1000.0,1.1,1.18,6.8,11.0,1.11,970.0,1.02,1.43,2.36,110.0,1.25,1.43,1.36,2.22,1.83,4.6,1.31,1.53,2.22,7.4,1.05,1.53,2.22,55.0,1.03,1.53,2.22,970.0,1.01,1.53,2.22,1000.0,1.01,1.53,2.88,1000.0,1.01,1.53,2.9,1000.0,1.46,2.34,1.75,3.2,1.22,980.0,1.22,980.0,1.22,1000.0,1.22,1000.0,1.42,980.0,1.1,980.0,1.22,980.0,1.22,1000.0,1.22,15.5,1.22,980.0,1.22,980.0,1.22,1000.0,1.22,1000.0,1.22,1000.0,1.22,1000.0,1.22,1000.0,1.55,1000.0,1.55,1000.0,1.49,1000.0,33121638,55681924.0,7573728.0,58805.0,1.226378563,1.226378566,1.226378568,1.226378561,1.226378567,1.226378611,1.226378608,1.226378612,1.226378609,1.226378571,1.226378569,1.226378562,1.226378560,1.226378647,1.226378572
Belgian First Amateur Division,2024-03-20,16:00:00,Charleroi-Marchienne,UR Namur,1.75,1.99,4.2,5.7,3.15,5.2,1.01,3.65,1.38,1.52,1.02,1000.0,1.01,1000.0,1.01,1.16,7.4,1000.0,3.05,970.0,1.02,1.49,3.05,970.0,1.27,1.49,1.9,2.24,1.81,2.24,1.35,1.49,2.3,6.2,1.05,1.49,2.3,55.0,1.02,1.49,2.3,970.0,1.01,1.49,2.3,1000.0,1.01,1.49,2.3,1000.0,1.01,1.48,3.0,1000.0,1.75,11.0,1.1,11.0,1.1,980.0,1.11,980.0,1.11,1000.0,1.1,1000.0,2.82,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,3.8,12.5,4.2,980.0,1.1,980.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.11,1000.0,1.1,1000.0,1.55,1000.0,1.55,1000.0,1.18,1000.0,33121582,3247347.0,3247348.0,58805.0,1.226378203,1.226378206,1.226378208,1.226378201,1.226378207,1.226378251,1.226378248,1.226378252,1.226378249,1.226378211,1.226378209,1.226378202,1.226378200,1.226378287,1.226378212
Belgian First Amateur Division,2024-03-20,16:00:00,URSL Vise,Excelsior Virton,1.71,480.0,1.51,870.0,1.71,950.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.27,970.0,1.01,4.6,1.27,970.0,1.03,4.6,1.27,110.0,1.1,4.6,1.14,960.0,1.1,11.0,1.05,970.0,1.1,36.0,1.03,970.0,1.11,970.0,1.01,980.0,1.11,1000.0,1.01,980.0,1.11,1000.0,1.01,980.0,1.11,1000.0,1.1,1000.0,1.1,1000.0,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.55,1000.0,1.55,1000.0,1.1,1000.0,33121597,25489929.0,505672.0,58805.0,1.226378023,1.226378026,1.226378028,1.226378021,1.226378027,1.226378071,1.226378068,1.226378072,1.226378069,1.226378031,1.226378029,1.226378022,1.226378020,1.226378107,1.226378032
