League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Friendlies International U23,2024-04-02,09:00:00,Qatar U23,China U23,1.41,2.64,2.16,3.9,1.67,950.0,1.01,55.0,1.02,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.05,980.0,1.03,990.0,1.05,1000.0,1.02,990.0,1.05,110.0,1.05,990.0,1.21,110.0,1.07,55.0,1.06,110.0,1.16,110.0,1.02,6.0,1.23,110.0,1.01,5.9,1.23,1000.0,1.01,5.9,1.24,1000.0,1.01,5.9,1.31,1000.0,1.02,1000.0,1.02,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.03,13.5,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,33159135,6113971.0,13534479.0,58805.0,1.227020505,1.227020508,1.227020510,1.227020503,1.227020509,1.227020553,1.227020550,1.227020554,1.227020551,1.227020513,1.227020511,1.227020504,1.227020502,1.227020589,1.227020514
CONCACAF Champions League,2024-04-02,20:00:00,Columbus,Tigres,2.46,2.58,3.1,3.3,3.4,3.6,3.1,3.2,1.45,1.47,1.44,1.48,3.1,3.3,1.11,1.13,8.8,10.5,12.0,13.5,1.08,1.09,3.65,3.85,1.35,1.38,1.88,1.94,2.06,2.14,1.33,1.36,3.8,4.0,1.13,1.14,8.0,8.8,1.04,1.06,18.0,26.0,1.01,1.02,50.0,110.0,1.01,1.01,170.0,980.0,1.01,1.01,650.0,1000.0,1.8,1.88,2.14,2.24,11.5,13.5,5.9,990.0,18.5,22.0,8.2,55.0,5.6,10.5,6.8,7.6,7.6,14.0,32.0,980.0,13.5,15.5,10.0,12.0,7.0,980.0,4.0,55.0,30.0,38.0,25.0,32.0,36.0,44.0,85.0,110.0,6.8,25.0,7.2,36.0,14.5,1000.0,33158034,171903.0,328916.0,58805.0,1.226998463,1.226998466,1.226998468,1.226998461,1.226998467,1.226998477,1.226998473,1.226998419,1.226998474,1.226998471,1.226998469,1.226998459,1.226998460,1.226998462,1.226998472
CONMEBOL Copa Libertadores,2024-04-02,21:00:00,The Strongest,Gremio,1.65,1.66,6.4,6.8,4.0,4.2,2.64,2.68,1.59,1.6,1.38,1.39,3.55,3.75,1.06,1.08,14.0,16.0,11.5,12.5,1.09,1.1,3.5,3.65,1.38,1.4,2.04,1.9,2.1,1.96,1.3,1.32,4.1,4.3,1.12,1.13,8.6,9.4,1.04,1.06,18.5,23.0,1.02,1.03,36.0,38.0,1.01,1.01,110.0,1000.0,1.01,1.01,100.0,1000.0,2.06,2.26,1.8,1.95,12.0,12.5,17.5,20.0,15.5,55.0,130.0,240.0,7.2,7.8,8.4,8.8,22.0,27.0,85.0,110.0,7.8,8.8,9.6,10.5,23.0,26.0,70.0,110.0,12.5,15.0,8.8,18.0,36.0,44.0,140.0,180.0,10.0,13.0,90.0,160.0,210.0,1000.0,33124091,328205.0,198134.0,58805.0,1.226412559,1.226412562,1.226412564,1.226412557,1.226412563,1.226412573,1.226412569,1.226412515,1.226412570,1.226412567,1.226412565,1.226412555,1.226412556,1.226412558,1.226412568
Ecuadorian Serie B,2024-04-02,21:00:00,Manta FC,CD Vargas Torres,2.06,2.2,4.8,5.6,2.9,3.2,1.92,2.5,1.66,2.08,1.16,1.75,2.32,7.4,1.02,1.05,5.5,110.0,1.05,990.0,1.02,1.2,2.0,1000.0,1.02,1.94,1.33,1.39,1.08,990.0,1.1,1.17,3.3,11.0,1.02,2.06,1.08,1000.0,1.01,1.02,28.0,1000.0,1.01,1.01,1.08,1000.0,1.01,1.01,48.0,1000.0,1.01,1.01,55.0,1000.0,2.84,36.0,1.03,1.55,4.8,1000.0,1.02,1000.0,1.83,1000.0,1.02,1000.0,1.18,1000.0,1.02,990.0,1.02,990.0,1.07,1000.0,1.02,1000.0,1.02,990.0,1.02,990.0,25.0,1000.0,1.02,1000.0,1.06,1000.0,24.0,1000.0,1.02,1000.0,1.05,1000.0,1.05,1000.0,1.02,1000.0,33158020,5366102.0,25894861.0,58805.0,1.226993862,1.226993865,1.226993867,1.226993860,1.226993866,1.226993910,1.226993907,1.226993911,1.226993908,1.226993870,1.226993868,1.226993861,1.226993859,1.226993946,1.226993871
CONMEBOL Copa Libertadores,2024-04-02,21:30:00,Deportivo Tachira,River Plate,6.8,7.2,1.58,1.59,4.4,4.5,3.4,3.6,1.39,1.42,1.51,1.55,2.82,2.96,1.14,1.15,7.6,8.6,14.0,18.0,1.06,1.08,4.1,4.2,1.32,1.33,2.06,2.08,1.93,1.95,1.4,1.42,3.35,3.45,1.15,1.16,6.8,7.6,1.05,1.07,15.0,21.0,1.01,1.03,34.0,110.0,1.01,1.01,130.0,980.0,1.01,1.01,500.0,1000.0,2.02,2.06,1.94,1.98,14.5,15.0,7.4,7.8,8.4,8.8,13.0,14.0,20.0,22.0,9.2,9.6,9.4,9.6,15.5,16.5,50.0,55.0,22.0,23.0,22.0,24.0,34.0,38.0,100.0,210.0,65.0,150.0,80.0,95.0,120.0,140.0,42.0,120.0,8.4,8.6,50.0,1000.0,33124232,712865.0,194515.0,58805.0,1.226415011,1.226415032,1.226415035,1.226414995,1.226415034,1.226415078,1.226415045,1.226414939,1.226415049,1.226415040,1.226415037,1.226414991,1.226414992,1.226415003,1.226415042
CONMEBOL Copa Sudamericana,2024-04-02,21:30:00,Racing Club (Uru),Corinthians,4.5,4.7,1.99,2.0,3.5,3.6,2.86,2.96,1.52,1.54,1.37,1.41,3.45,3.65,1.09,1.11,10.5,12.0,10.0,11.0,1.1,1.11,3.15,3.3,1.44,1.46,1.7,1.73,2.36,2.42,1.25,1.27,4.7,4.9,1.08,1.1,10.5,13.0,1.03,1.04,26.0,55.0,1.01,1.01,75.0,970.0,1.01,1.01,210.0,980.0,1.01,1.01,750.0,1000.0,2.08,2.18,1.85,1.92,9.8,10.5,7.0,7.4,9.8,10.5,19.5,22.0,12.5,13.5,7.2,7.4,9.6,10.5,21.0,23.0,30.0,34.0,17.5,18.5,22.0,24.0,42.0,48.0,95.0,110.0,48.0,75.0,70.0,90.0,120.0,160.0,85.0,95.0,20.0,25.0,24.0,1000.0,33124781,4465708.0,198136.0,58805.0,1.226426809,1.226426812,1.226426814,1.226426807,1.226426813,1.226426823,1.226426819,1.226426765,1.226426820,1.226426817,1.226426815,1.226426805,1.226426806,1.226426808,1.226426818
CONMEBOL Copa Sudamericana,2024-04-02,21:30:00,Club Sportivo Ameliano,Athletico-PR,4.6,4.8,2.0,2.04,3.45,3.55,2.88,2.92,1.52,1.54,1.38,1.41,3.45,3.65,1.09,1.11,10.5,12.5,10.0,11.0,1.1,1.11,3.25,3.35,1.43,1.45,1.73,1.76,2.3,2.38,1.27,1.29,4.5,4.7,1.09,1.11,10.0,12.0,1.03,1.04,24.0,36.0,1.01,1.02,75.0,970.0,1.01,1.01,300.0,980.0,1.01,1.01,300.0,1000.0,2.04,2.1,1.91,1.96,9.8,10.5,7.0,7.8,10.0,10.5,20.0,22.0,13.0,14.0,7.0,7.6,10.0,10.5,22.0,24.0,29.0,32.0,17.0,18.5,19.5,22.0,42.0,48.0,95.0,110.0,60.0,70.0,65.0,85.0,120.0,150.0,75.0,95.0,14.0,17.5,28.0,1000.0,33124783,39325793.0,36860494.0,58805.0,1.226426700,1.226426703,1.226426705,1.226426698,1.226426704,1.226426714,1.226426710,1.226426656,1.226426711,1.226426708,1.226426706,1.226426696,1.226426697,1.226426699,1.226426709
CONCACAF Champions League,2024-04-02,22:00:00,New England,CF America,3.3,3.45,2.32,2.36,3.55,3.75,3.3,3.45,1.41,1.44,1.48,1.52,2.92,3.1,1.12,1.14,8.2,9.4,13.5,15.0,1.07,1.08,4.0,4.2,1.31,1.34,2.02,2.06,1.95,1.99,1.39,1.42,3.4,3.6,1.14,1.16,7.2,8.2,1.05,1.07,16.0,22.0,1.02,1.03,34.0,1000.0,1.01,1.01,150.0,1000.0,1.01,1.01,330.0,1000.0,1.75,1.9,2.1,2.32,13.0,14.0,9.8,11.0,13.5,15.0,26.0,32.0,12.5,14.0,7.4,8.0,10.0,11.0,21.0,24.0,21.0,23.0,13.0,14.5,16.0,17.5,32.0,38.0,13.5,60.0,32.0,40.0,42.0,50.0,80.0,95.0,11.5,34.0,15.5,18.0,18.0,990.0,33158388,171907.0,328952.0,58805.0,1.227009920,1.227009923,1.227009925,1.227009918,1.227009924,1.227009934,1.227009930,1.227009876,1.227009931,1.227009928,1.227009926,1.227009916,1.227009917,1.227009919,1.227009929
Mexican Ascenso MX,2024-04-02,22:05:00,Cimarrones De Sonora,Club Atletico La Paz,1.87,1.9,4.6,4.8,3.85,4.1,3.25,3.4,1.42,1.45,1.47,1.51,2.96,3.15,1.12,1.14,8.2,9.4,13.5,15.5,1.07,1.08,3.95,4.2,1.31,1.34,2.0,2.06,1.96,2.0,1.38,1.41,3.45,3.65,1.15,1.17,7.2,8.0,1.05,1.07,16.5,22.0,1.01,1.03,34.0,980.0,1.01,1.01,150.0,1000.0,1.01,1.01,320.0,1000.0,1.86,1.95,2.06,2.18,12.5,14.5,15.5,17.0,30.0,36.0,55.0,170.0,8.4,9.2,7.8,8.8,16.5,18.5,46.0,65.0,10.0,11.5,9.4,10.5,18.0,20.0,50.0,70.0,18.5,21.0,17.5,20.0,32.0,36.0,90.0,120.0,11.0,12.5,38.0,70.0,17.0,1000.0,33155252,13625724.0,58385008.0,58805.0,1.226943953,1.226943956,1.226943958,1.226943951,1.226943957,1.226944001,1.226943998,1.226944002,1.226943999,1.226943961,1.226943959,1.226943952,1.226943950,1.226944037,1.226943962
CONMEBOL Copa Libertadores,2024-04-02,23:00:00,Universitario de Deportes,LDU,2.5,2.58,3.35,3.45,3.15,3.3,2.66,2.76,1.57,1.6,1.33,1.37,3.7,4.0,1.07,1.09,12.0,14.0,8.6,9.8,1.11,1.13,2.94,3.05,1.49,1.52,1.63,1.67,2.5,2.6,1.23,1.25,5.0,5.4,1.07,1.09,12.0,15.0,1.02,1.04,26.0,55.0,1.01,1.01,50.0,1000.0,1.01,1.01,100.0,1000.0,1.01,1.01,100.0,1000.0,2.08,2.18,1.85,1.93,8.6,9.0,9.6,10.5,18.5,21.0,50.0,60.0,7.8,8.2,6.8,7.0,13.5,15.0,40.0,46.0,13.0,14.0,11.0,12.0,20.0,22.0,60.0,70.0,32.0,38.0,29.0,34.0,50.0,60.0,100.0,160.0,29.0,34.0,48.0,60.0,28.0,1000.0,33124755,3636903.0,474678.0,58805.0,1.226426224,1.226426227,1.226426229,1.226426222,1.226426228,1.226426272,1.226426269,1.226426273,1.226426270,1.226426232,1.226426230,1.226426223,1.226426221,1.226426308,1.226426233
