League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Croatian 2 HNL,2024-03-22,11:30:00,NK Sesvete,HNK Orijent 1919,1.45,4.7,2.4,870.0,2.7,950.0,1.27,950.0,1.1,4.6,1.1,1000.0,1.1,1000.0,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33125021,10748838.0,20463020.0,58805.0,1.22643085,1.226430895,1.226430934,1.226430859
French National,2024-03-22,15:30:00,Epinal,Dijon,3.35,3.8,2.18,2.4,3.35,3.8,1.85,2.0,2.0,2.18,1.8,1.95,2.04,2.24,10.0,980.0,4.5,980.0,5.4,15.5,6.2,32.0,10.5,980.0,6.8,980.0,4.7,980.0,6.0,27.0,6.0,27.0,5.6,980.0,5.6,980.0,6.6,46.0,7.0,75.0,6.6,48.0,6.8,60.0,7.2,120.0,6.6,48.0,5.6,21.0,7.6,1000.0,33118009,2740568.0,305995.0,58805.0,1.226308453,1.226308498,1.226308537,1.226308462
French National,2024-03-22,15:30:00,Sochaux,Chateauroux,2.16,2.38,3.5,3.95,3.05,3.55,1.7,1.9,2.1,2.44,1.86,2.16,1.86,2.16,4.7,980.0,4.9,980.0,5.7,28.0,6.6,80.0,7.0,9.4,6.4,8.4,5.1,980.0,6.4,55.0,10.5,14.5,9.4,980.0,5.5,980.0,6.4,70.0,5.9,32.0,5.7,29.0,6.4,55.0,6.8,1000.0,5.5,24.0,6.4,60.0,7.2,1000.0,33112587,44796.0,70469.0,58805.0,1.226216138,1.226216186,1.226216227,1.226216149
French National,2024-03-22,15:30:00,Red Star,Nancy,1.61,1.81,5.6,7.8,3.65,4.5,1.77,1.99,2.0,2.3,1.95,2.24,1.8,2.06,10.0,15.5,13.5,23.0,4.5,65.0,4.7,1000.0,6.2,7.8,6.6,10.5,4.2,29.0,4.7,120.0,7.6,11.5,7.4,12.0,4.9,30.0,4.7,130.0,12.0,21.0,13.5,23.0,4.4,55.0,4.7,210.0,3.65,14.5,4.7,170.0,4.8,1000.0,33125245,496950.0,70468.0,58805.0,1.226436098,1.226436143,1.226436182,1.226436107
French National,2024-03-22,15:30:00,Rouen,Le Mans,2.12,2.4,3.5,4.3,3.25,3.45,1.55,1.73,2.38,2.8,2.04,2.34,1.74,1.97,7.6,10.5,9.2,980.0,5.5,29.0,6.2,95.0,6.4,8.4,6.2,8.4,5.8,980.0,6.0,65.0,10.0,14.0,9.6,980.0,5.3,980.0,6.2,90.0,5.6,34.0,5.6,32.0,6.0,65.0,6.4,1000.0,5.5,29.0,6.2,85.0,6.8,1000.0,33125309,473964.0,269791.0,58805.0,1.226436008,1.226436053,1.226436092,1.226436017
French National,2024-03-22,15:30:00,Nimes,Marignane-Gignac,1.87,2.04,4.5,5.9,3.05,3.85,1.55,1.73,2.36,2.82,2.06,2.44,1.7,1.94,7.8,10.5,11.0,980.0,6.0,40.0,6.8,1000.0,5.7,7.2,6.6,8.6,5.6,980.0,6.8,95.0,8.4,11.5,9.0,980.0,5.8,980.0,6.8,120.0,5.6,25.0,5.8,28.0,6.4,60.0,7.0,1000.0,5.5,23.0,6.8,150.0,7.2,1000.0,33112588,77586.0,19932552.0,58805.0,1.226216039,1.226216084,1.226216123,1.226216048
French National,2024-03-22,15:30:00,Martigues,Avranches,1.4,1.48,7.2,12.0,4.8,5.6,2.06,2.34,1.75,1.93,2.04,2.24,1.81,1.96,3.7,22.0,3.9,34.0,4.2,95.0,4.3,1000.0,3.15,10.5,3.5,14.5,4.0,42.0,4.3,170.0,3.3,9.8,3.3,13.0,3.9,36.0,4.3,160.0,3.4,14.5,3.6,18.5,4.1,48.0,4.3,210.0,2.86,8.0,4.3,230.0,4.4,1000.0,33125310,269794.0,2224930.0,58805.0,1.226435918,1.226435963,1.226436002,1.226435927
French National,2024-03-22,15:30:00,Orleans,Cholet SO,1.54,1.71,6.4,8.6,3.8,4.7,1.73,1.93,2.06,2.38,2.08,2.46,1.69,1.93,9.8,980.0,5.2,980.0,6.0,65.0,6.6,1000.0,5.8,7.6,7.8,10.5,5.6,980.0,6.4,140.0,6.8,9.2,8.4,11.5,5.6,980.0,6.4,1000.0,5.2,16.5,5.1,21.0,6.0,55.0,6.6,1000.0,4.4,12.5,6.6,1000.0,6.8,1000.0,33125312,2225922.0,9034560.0,58805.0,1.226435828,1.226435873,1.226435912,1.226435837
French National,2024-03-22,15:30:00,Grand Ouest Association Lyonnaise,Villefranche B,1.99,2.24,3.8,4.6,3.05,3.55,1.59,1.76,2.32,2.7,1.98,2.34,1.75,2.02,7.8,11.5,9.2,15.0,4.2,36.0,4.2,120.0,6.2,9.2,6.2,9.2,13.5,22.0,4.2,80.0,8.6,14.5,8.4,14.0,17.0,29.0,4.2,110.0,4.2,32.0,4.2,34.0,4.1,65.0,4.3,210.0,3.8,28.0,4.2,110.0,4.4,1000.0,33120579,42710298.0,19932524.0,58805.0,1.226436205,1.226436208,1.226436252,1.226436253
Northern Irish Championship,2024-03-22,16:45:00,Portadown,Bangor,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.15,1000.0,1.01,15.5,1.01,1000.0,1.01,1000.0,1.48,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,17.5,1000.0,33128538,180586.0,2757226.0,58805.0,1.226484281,1.226484326,1.226484365,1.22648429
Italian Serie C,2024-03-22,16:45:00,USD Sestri Levante 1919,Gubbio,3.2,3.9,2.36,2.94,2.92,3.5,1.53,1.68,2.38,2.88,1.98,2.34,1.75,2.02,3.15,11.0,3.05,9.8,3.5,17.5,3.95,44.0,3.4,12.5,3.0,8.8,3.45,15.0,3.95,42.0,3.8,28.0,3.6,19.5,3.8,28.0,4.1,75.0,4.1,1000.0,4.1,65.0,4.2,1000.0,4.3,1000.0,4.1,1000.0,3.95,40.0,4.3,1000.0,33124831,21897306.0,4893592.0,58805.0,1.226427501,1.226427546,1.226427585,1.22642751
