League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
South Korean K League 2,2024-07-01,07:30:00,Gyeongnam,Jeonnam Dragons,2.84,2.96,2.68,2.8,3.4,3.55,1.84,1.9,2.12,2.18,1.82,1.91,2.1,2.22,10.5,15.0,9.4,980.0,15.0,21.0,5.6,980.0,10.0,980.0,6.8,8.0,10.5,14.5,5.7,980.0,16.0,22.0,11.5,980.0,16.0,23.0,5.4,980.0,5.7,980.0,5.6,980.0,5.3,980.0,5.5,980.0,4.9,980.0,4.9,980.0,5.7,980.0,33372921,5293481.0,8349517.0,58805.0,1.230140770,1.230140815,1.230140854,1.230140779
South Korean K League 2,2024-07-01,07:30:00,Chungnam Asan,Seoul E-Land FC,2.9,2.96,2.84,2.98,3.15,3.3,1.66,1.71,2.4,2.52,1.96,2.06,1.94,2.06,8.6,10.5,8.4,10.5,14.0,18.5,7.4,980.0,8.8,10.5,6.2,7.6,10.5,13.5,7.2,980.0,15.0,18.5,11.5,14.5,16.5,22.0,7.8,980.0,7.6,980.0,7.2,40.0,7.8,980.0,8.4,980.0,7.2,42.0,7.4,1000.0,8.8,1000.0,33375394,41061425.0,10299726.0,58805.0,1.230172427,1.230172472,1.230172511,1.230172436
Norwegian 2nd Division,2024-07-01,12:00:00,Hodd,Viking FK II,1.5,1.57,5.4,6.6,5.0,6.0,3.05,3.5,1.41,1.48,1.56,1.68,2.46,2.78,4.7,980.0,4.7,980.0,4.9,980.0,5.1,1000.0,4.1,980.0,4.0,980.0,4.5,980.0,4.9,980.0,4.1,980.0,4.0,980.0,4.3,980.0,4.9,980.0,4.4,980.0,4.1,980.0,4.5,980.0,5.0,980.0,2.62,55.0,4.7,980.0,5.2,1000.0,33384227,44824.0,6358808.0,58805.0,1.230286485,1.230286530,1.230286569,1.230286494
UEFA Euro 2024,2024-07-01,13:00:00,France,Belgium,1.99,2.0,5.0,5.1,3.3,3.35,1.73,1.75,2.34,2.36,2.04,2.1,1.91,1.95,9.4,9.6,14.5,15.0,30.0,34.0,110.0,120.0,7.4,7.6,7.2,7.4,19.0,20.0,65.0,70.0,10.0,11.0,10.0,10.5,20.0,21.0,70.0,75.0,20.0,21.0,21.0,22.0,44.0,46.0,100.0,120.0,16.0,17.0,80.0,95.0,500.0,950.0,33376277,24.0,29578.0,58805.0,1.230179589,1.230179528,1.230179588,1.230179599
Egyptian Premier,2024-07-01,13:00:00,Al-Masry,El Gounah,1.76,1.78,5.9,6.6,3.55,3.75,1.67,1.74,2.36,2.52,2.2,2.34,1.74,1.84,9.4,10.5,14.5,16.5,40.0,46.0,14.0,190.0,6.2,6.8,7.6,8.4,22.0,27.0,13.0,110.0,8.0,9.2,9.6,10.5,24.0,27.0,13.5,130.0,16.0,18.5,19.5,23.0,44.0,55.0,14.0,210.0,12.0,15.5,14.0,180.0,15.0,1000.0,33378316,11162123.0,5202561.0,58805.0,1.230200764,1.230200809,1.230200848,1.230200773
Egyptian Premier,2024-07-01,13:00:00,El Geish,Al Ahly Cairo,11.0,11.5,1.41,1.44,4.6,5.2,1.9,1.98,2.02,2.1,2.34,2.5,1.67,1.74,12.0,15.0,5.9,7.4,6.0,7.8,9.6,12.0,22.0,980.0,9.8,12.5,9.0,11.5,14.5,18.5,8.0,980.0,7.4,980.0,7.0,980.0,7.4,980.0,8.6,980.0,8.4,980.0,8.4,980.0,8.4,980.0,8.6,980.0,4.2,8.2,8.8,1000.0,33381768,7024303.0,4768314.0,58805.0,1.230256814,1.230256859,1.230256898,1.230256823
Swedish Women's Matches,2024-07-01,13:00:00,AIK (W),Pitea IF (W),4.2,4.8,1.87,2.04,3.55,4.1,1.92,2.1,1.92,2.1,1.85,2.1,1.92,2.18,3.65,16.0,7.2,11.0,8.4,14.0,16.0,980.0,11.0,980.0,3.3,9.4,7.8,13.0,3.95,980.0,4.5,980.0,13.0,980.0,4.1,980.0,4.2,980.0,4.4,980.0,4.3,980.0,4.4,980.0,4.4,980.0,4.3,980.0,3.6,17.0,4.6,1000.0,33384282,8477739.0,6293572.0,58805.0,1.230286395,1.230286440,1.230286479,1.230286404
Swedish Division 1,2024-07-01,14:00:00,IF Karlstad,Pitea,1.65,1.79,4.4,5.3,4.1,5.0,2.46,2.94,1.54,1.68,1.58,1.76,2.32,2.7,2.22,980.0,2.22,980.0,2.22,1000.0,2.22,1000.0,9.8,980.0,2.68,980.0,2.02,980.0,2.22,1000.0,2.26,980.0,2.16,980.0,2.06,980.0,2.22,1000.0,2.02,980.0,2.0,980.0,3.9,980.0,2.26,1000.0,1.76,55.0,1.95,1000.0,2.22,1000.0,33381052,36938262.0,14132171.0,58805.0,1.230245083,1.230245128,1.230245167,1.230245092
UEFA Euro 2024,2024-07-01,16:00:00,Portugal,Slovenia,1.37,1.38,12.0,12.5,5.1,5.2,2.02,2.04,1.97,1.98,2.46,2.52,1.66,1.69,14.0,15.0,29.0,30.0,90.0,100.0,110.0,550.0,7.0,7.2,11.0,11.5,42.0,44.0,200.0,240.0,6.6,6.8,10.0,10.5,34.0,38.0,180.0,210.0,9.6,10.0,14.5,15.5,55.0,60.0,170.0,240.0,6.2,6.6,320.0,360.0,570.0,1000.0,33376570,19.0,25913.0,58805.0,1.230181695,1.230181634,1.230181694,1.230181705
Canadian Premier League,2024-07-01,17:00:00,HFX Wanderers,Cavalry,3.05,3.55,2.4,2.76,3.05,3.45,1.59,1.8,2.26,2.7,1.91,2.18,1.84,2.1,7.4,980.0,3.45,980.0,4.0,980.0,4.2,980.0,7.8,980.0,3.15,980.0,9.0,980.0,4.2,980.0,3.95,980.0,4.0,980.0,4.0,980.0,4.3,980.0,4.3,980.0,4.3,980.0,4.4,980.0,4.5,1000.0,4.3,980.0,4.1,980.0,4.6,1000.0,33368566,24201651.0,24151527.0,58805.0,1.230099173,1.230099218,1.230099257,1.230099182
