League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Chinese League 2,2024-06-21,04:00:00,Xian Chongde Ronghai,Hubei Chufeng Heli,1.26,980.0,1.26,980.0,3.1,6.0,1.6,7.8,1.5,2.68,1.12,1000.0,1.12,1000.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,70.0,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,33360491,68158822.0,23344285.0,58805.0,1.230012219,1.230012264,1.230012303,1.230012228
South Korean K3 League,2024-06-21,07:00:00,Chuncheon,Paju Citizen,2.6,2.9,2.88,3.25,3.15,3.5,1.63,1.76,2.3,2.6,1.96,2.1,1.91,2.06,5.3,20.0,5.0,980.0,2.94,980.0,3.45,1000.0,4.8,980.0,6.2,980.0,5.7,980.0,3.2,980.0,3.9,980.0,5.7,980.0,3.0,980.0,3.25,980.0,3.2,980.0,3.15,980.0,3.25,980.0,3.35,980.0,3.15,980.0,3.2,980.0,3.45,980.0,33360245,19825683.0,24211528.0,58805.0,1.230006104,1.230006149,1.230006188,1.230006113
Swedish Division 2,2024-06-21,07:00:00,Froso IF,Bergnasets,2.82,14.5,1.2,1.93,3.85,950.0,2.32,4.4,1.3,1.75,1.64,1.79,2.26,2.58,10.5,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.03,980.0,1.05,1000.0,33360240,18435703.0,28236691.0,58805.0,1.230006194,1.230006239,1.230006278,1.230006203
UEFA Euro 2024,2024-06-21,10:00:00,Slovakia,Ukraine,3.65,3.7,2.26,2.28,3.45,3.5,1.81,1.82,2.2,2.24,1.97,1.99,2.0,2.04,11.0,11.5,8.6,8.8,12.0,13.0,27.0,28.0,11.5,12.0,7.2,7.4,10.0,10.5,24.0,25.0,22.0,24.0,14.5,15.0,18.5,19.0,42.0,46.0,65.0,70.0,44.0,46.0,55.0,60.0,110.0,120.0,44.0,50.0,21.0,22.0,500.0,990.0,33318184,15288.0,61448.0,58805.0,1.229548287,1.22954829,1.229548334,1.229548341
UEFA Euro 2024,2024-06-21,13:00:00,Poland,Austria,3.95,4.0,2.12,2.14,3.6,3.65,1.9,1.91,2.1,2.12,1.86,1.89,2.12,2.16,13.0,13.5,8.8,9.0,11.5,12.0,25.0,27.0,13.0,13.5,7.4,7.6,10.0,10.5,21.0,22.0,25.0,26.0,15.5,16.0,17.5,18.0,36.0,38.0,70.0,75.0,42.0,44.0,50.0,55.0,90.0,95.0,48.0,55.0,16.0,17.0,440.0,800.0,33318185,8207.0,61463.0,58805.0,1.229545129,1.229545068,1.229545128,1.229545139
Norwegian 3rd Division,2024-06-21,13:00:00,Staal Jorpeland,Sola FK,2.16,2.56,2.36,2.8,4.6,6.2,4.0,5.2,1.24,1.34,1.33,1.43,3.3,4.0,15.0,980.0,5.8,980.0,5.8,980.0,6.0,980.0,5.8,980.0,9.6,980.0,12.0,980.0,5.6,980.0,5.7,980.0,9.8,980.0,12.5,980.0,18.0,980.0,6.0,980.0,16.5,980.0,18.0,980.0,16.0,980.0,1.36,980.0,1.43,980.0,6.6,980.0,33361459,5508506.0,6298572.0,58805.0,1.230018030,1.230018075,1.230018114,1.230018039
Egyptian Premier,2024-06-21,13:00:00,Zamalek,Pharco FC,1.79,1.81,5.6,6.0,3.65,3.75,1.79,1.84,2.18,2.28,2.04,2.16,1.86,1.97,11.0,11.5,15.5,17.5,32.0,44.0,14.0,270.0,6.8,7.6,7.8,8.6,20.0,23.0,13.0,95.0,8.6,9.6,9.4,10.5,20.0,25.0,13.5,110.0,16.0,18.0,18.0,21.0,34.0,44.0,14.0,160.0,7.2,13.5,14.0,140.0,15.5,1000.0,33357404,5174134.0,10539864.0,58805.0,1.229982288,1.229982333,1.229982372,1.229982297
Egyptian Premier,2024-06-21,13:00:00,Al Ahly Cairo,El Daklyeh,1.19,1.2,21.0,25.0,8.0,8.4,2.4,2.62,1.62,1.71,2.5,2.68,1.6,1.66,21.0,27.0,11.0,1000.0,12.5,980.0,13.0,1000.0,7.8,8.8,16.0,980.0,11.5,980.0,13.0,980.0,6.2,7.0,11.0,12.5,10.5,980.0,12.5,980.0,7.4,8.4,13.0,15.0,10.5,1000.0,12.5,980.0,3.25,4.3,15.0,980.0,13.0,1000.0,33357517,4768314.0,5907009.0,58805.0,1.229982811,1.229982856,1.229982895,1.229982820
Norwegian 3rd Division,2024-06-21,14:00:00,Froya,OS Turn Fotball,8.6,36.0,1.21,1.31,4.0,21.0,1.05,980.0,1.15,1.27,1.56,1.72,2.38,2.78,1.03,1000.0,2.8,1000.0,2.36,980.0,1.03,980.0,2.52,1000.0,2.88,1000.0,1.03,980.0,1.03,980.0,2.98,1000.0,2.88,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,980.0,1.03,1000.0,33363084,24034193.0,14466494.0,58805.0,1.230033374,1.230033377,1.230033421,1.230033422
Norwegian 3rd Division,2024-06-21,14:00:00,Baerum,Assiden IF,1.22,1.29,6.2,1000.0,5.3,32.0,1.21,1000.0,1.07,1.25,1.51,1.65,2.5,2.98,1.09,1000.0,2.98,1000.0,2.42,1000.0,1.09,1000.0,2.4,1000.0,2.88,1000.0,1.09,1000.0,1.09,1000.0,3.0,1000.0,3.0,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.01,55.0,1.09,1000.0,1.09,1000.0,33363080,168740.0,9568656.0,58805.0,1.230033287,1.230033332,1.230033371,1.230033296
