League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Women's Matches,2024-03-24,00:00:00,Tigres (W),Guadalajara (W),1.47,1.56,6.2,7.6,4.7,7.2,3.85,4.1,1.33,1.35,1.62,1.67,2.5,2.62,1.16,1.19,6.2,7.2,9.2,26.0,1.04,1.05,4.8,6.0,1.2,1.24,2.36,2.64,1.6,1.73,1.53,1.68,2.44,2.94,1.23,1.26,4.7,5.5,1.08,1.11,10.0,110.0,1.03,1.05,21.0,110.0,1.01,1.02,50.0,250.0,1.01,1.01,65.0,1000.0,1.83,1.95,2.04,2.22,3.45,980.0,3.5,980.0,3.75,1000.0,100.0,1000.0,7.8,980.0,9.6,980.0,3.55,980.0,3.7,1000.0,7.4,980.0,9.0,980.0,18.5,980.0,3.65,1000.0,9.8,980.0,11.0,980.0,3.55,980.0,3.7,1000.0,4.6,6.4,3.75,1000.0,3.8,1000.0,33127852,16890912.0,16652589.0,58805.0,1.226475185,1.226475188,1.226475190,1.226475183,1.226475189,1.226475233,1.226475230,1.226475234,1.226475231,1.226475193,1.226475191,1.226475184,1.226475182,1.226475269,1.226475194
Australian A-League Women,2024-03-24,00:00:00,Canberra United (W),Wellington Phoenix (W),2.74,2.94,2.3,2.46,4.3,4.7,4.8,5.2,1.24,1.26,1.87,1.94,2.06,2.16,1.25,1.28,4.5,5.0,13.5,42.0,1.02,1.04,7.6,9.6,1.12,1.15,3.25,3.6,1.38,1.44,1.9,2.02,1.98,2.1,1.4,1.47,3.15,3.5,1.17,1.21,5.7,7.0,1.07,1.09,12.0,18.0,1.02,1.04,1.12,55.0,1.01,1.02,1.12,1000.0,1.44,1.48,3.1,3.25,6.0,38.0,17.5,24.0,18.5,25.0,6.0,38.0,19.5,26.0,10.0,12.5,10.5,980.0,16.5,23.0,6.2,30.0,11.5,980.0,13.0,980.0,20.0,26.0,6.2,980.0,19.5,27.0,21.0,29.0,6.2,48.0,4.5,12.0,4.0,9.0,3.75,980.0,33124241,8839009.0,41934374.0,58805.0,1.226422417,1.226422503,1.226422504,1.226422505,1.226422419,1.226422420,1.226422421,1.226422422,1.226422423,1.226422424,1.226422425,1.226422426,1.226422427,1.226422496,1.226422418
Mexican Segunda Division,2024-03-24,00:00:00,Los Cabos United,Colima FC,1.14,1.49,1.04,1000.0,1.2,700.0,1.01,4.6,1.28,1000.0,1.44,1.71,2.4,1000.0,1.15,1.2,4.8,7.8,4.2,32.0,1.04,1.05,2.16,7.8,1.16,1.32,1.27,26.0,1.14,4.8,1.43,1.95,2.06,3.9,1.17,1.95,2.06,7.0,1.06,980.0,1.15,26.0,1.01,1.95,2.06,110.0,1.01,1.95,2.06,1000.0,1.01,10.0,1.12,1000.0,2.04,2.28,1.79,1.96,3.0,34.0,3.15,980.0,3.3,1000.0,3.3,1000.0,2.88,980.0,3.55,980.0,3.2,980.0,6.6,1000.0,2.76,11.0,3.8,980.0,7.0,980.0,3.3,1000.0,2.7,14.5,4.6,18.0,15.5,1000.0,18.5,1000.0,2.08,5.6,3.3,1000.0,3.3,1000.0,33133814,59280680.0,36352710.0,58805.0,1.226574886,1.226574889,1.226574891,1.226574884,1.226574890,1.226574934,1.226574931,1.226574935,1.226574932,1.226574894,1.226574892,1.226574885,1.226574883,1.226574970,1.226574895
Mexican Ascenso MX,2024-03-24,00:05:00,Tlaxcala F.C,Universidad Guadalajara,3.85,4.2,2.06,2.14,3.5,3.75,3.1,3.25,1.44,1.48,1.43,1.47,3.15,3.35,1.1,1.13,9.0,10.5,11.0,13.5,1.08,1.1,3.55,3.75,1.36,1.4,1.84,1.89,2.12,2.2,1.33,1.35,3.9,4.1,1.11,1.14,8.4,10.0,1.03,1.05,19.5,36.0,1.01,1.02,50.0,110.0,1.01,1.01,100.0,1000.0,1.01,1.01,150.0,1000.0,1.86,1.97,2.04,2.18,11.5,13.0,8.2,9.2,11.0,12.5,21.0,27.0,12.5,14.5,7.4,8.2,9.6,11.0,20.0,25.0,22.0,32.0,14.5,18.5,17.0,22.0,28.0,44.0,50.0,980.0,36.0,55.0,44.0,70.0,75.0,980.0,9.2,60.0,6.4,16.0,10.5,1000.0,33128729,20518252.0,6533140.0,58805.0,1.226493669,1.226493672,1.226493674,1.226493667,1.226493673,1.226493717,1.226493714,1.226493718,1.226493715,1.226493677,1.226493675,1.226493668,1.226493666,1.226493753,1.226493678
Japanese Football League,2024-03-24,01:00:00,FC Tiamo Hirakata,Suzuka Unlimited,1.38,980.0,1.38,990.0,1.23,650.0,1.01,3.5,1.4,1.69,1.02,1.52,2.94,1000.0,1.09,1.14,8.6,12.5,1.2,21.0,1.05,6.4,1.2,21.0,1.05,6.6,1.2,21.0,1.1,6.6,1.14,21.0,1.1,11.0,1.05,1.25,1.13,55.0,1.01,1.25,1.15,910.0,1.01,1.25,1.13,1000.0,1.01,1.24,1.13,1000.0,1.01,1.24,1.12,1000.0,1.12,980.0,1.12,980.0,1.49,21.0,2.7,1000.0,2.96,1000.0,4.4,1000.0,2.28,1000.0,3.25,1000.0,5.1,1000.0,5.7,1000.0,3.1,1000.0,3.85,1000.0,4.4,1000.0,8.0,1000.0,4.0,1000.0,6.0,1000.0,12.5,1000.0,12.0,1000.0,1.01,1000.0,1.01,1000.0,20.0,1000.0,33133122,26822640.0,19037859.0,58805.0,1.226568030,1.226568033,1.226568035,1.226568028,1.226568034,1.226568078,1.226568075,1.226568079,1.226568076,1.226568038,1.226568036,1.226568029,1.226568027,1.226568114,1.226568039
Japanese Football League,2024-03-24,01:00:00,Briobecca Urayasu SC,Veertien Kuwana,2.52,3.6,2.4,3.4,2.68,3.6,2.3,3.1,1.5,1.76,1.31,1.43,3.35,4.6,1.07,1.11,9.2,18.0,2.58,1000.0,1.09,1.57,2.58,3.7,1.41,1.57,1.59,1.91,2.1,2.68,1.22,1.34,3.9,7.0,1.05,1.25,3.9,21.0,1.02,1.25,3.9,980.0,1.01,1.25,3.9,1000.0,1.01,1.25,3.9,1000.0,1.01,1.25,3.9,1000.0,1.92,2.14,1.88,2.08,3.2,980.0,3.15,980.0,3.65,980.0,4.0,1000.0,3.2,980.0,2.96,980.0,3.5,980.0,4.0,1000.0,3.25,980.0,3.45,980.0,3.75,980.0,4.1,1000.0,2.84,1000.0,4.0,1000.0,4.1,1000.0,4.3,1000.0,2.68,1000.0,2.68,980.0,2.06,1000.0,33132065,14458276.0,12638006.0,58805.0,1.226544468,1.226544471,1.226544473,1.226544466,1.226544472,1.226544516,1.226544513,1.226544517,1.226544514,1.226544476,1.226544474,1.226544467,1.226544465,1.226544552,1.226544477
Japanese Football League,2024-03-24,01:00:00,Verspah Oita,Honda FC,4.3,6.2,1.78,2.3,2.72,3.95,2.16,2.82,1.55,1.86,1.26,1.37,3.7,55.0,1.06,1.09,11.0,21.0,2.28,1000.0,1.11,1.16,2.28,3.0,1.5,1.77,1.48,1.73,2.36,3.1,1.16,1.24,2.36,8.8,1.05,1.08,1.13,26.0,1.02,1.03,1.15,110.0,1.01,1.02,1.13,1000.0,1.01,1.01,1.13,1000.0,1.01,1.01,1.12,1000.0,2.22,2.5,1.66,1.81,3.1,980.0,2.86,980.0,3.45,980.0,3.9,980.0,3.45,980.0,3.05,980.0,3.5,980.0,3.95,980.0,4.1,1000.0,3.85,980.0,3.95,980.0,4.4,1000.0,4.4,1000.0,4.5,1000.0,4.4,1000.0,4.4,1000.0,2.1,1000.0,2.16,980.0,3.2,1000.0,33132074,9391078.0,4233871.0,58805.0,1.226544378,1.226544381,1.226544383,1.226544376,1.226544382,1.226544426,1.226544423,1.226544427,1.226544424,1.226544386,1.226544384,1.226544377,1.226544375,1.226544462,1.226544387
Japanese J League 3,2024-03-24,01:00:00,FC Imabari,Kitakyushu,1.78,1.93,5.1,5.9,3.4,3.85,2.78,2.94,1.52,1.55,1.35,1.39,3.55,3.9,1.08,1.1,10.5,15.5,3.25,13.5,1.09,1.12,2.92,3.35,1.43,1.51,1.64,1.77,2.28,2.56,1.23,1.29,4.3,5.8,1.08,1.11,4.5,18.0,1.03,1.04,1.12,110.0,1.01,1.02,1.12,1000.0,1.01,1.01,1.12,1000.0,1.01,1.01,1.12,1000.0,2.1,2.28,1.78,1.91,9.0,980.0,13.5,980.0,29.0,980.0,90.0,1000.0,5.9,980.0,7.2,980.0,18.5,980.0,50.0,1000.0,7.8,980.0,9.0,980.0,20.0,980.0,80.0,1000.0,14.5,980.0,17.5,980.0,36.0,1000.0,100.0,1000.0,1.46,980.0,1.57,1000.0,1.58,1000.0,33131399,6641602.0,5026013.0,58805.0,1.226535136,1.226535139,1.226535141,1.226535134,1.226535140,1.226535184,1.226535181,1.226535185,1.226535182,1.226535144,1.226535142,1.226535135,1.226535133,1.226535220,1.226535145
Japanese J League 3,2024-03-24,01:00:00,Vanraure Hachinohe,Nagano Parceiro,2.54,2.8,2.84,3.3,3.2,3.55,2.92,3.05,1.49,1.52,1.38,1.43,3.3,3.65,1.09,1.11,9.6,12.5,1.13,15.5,1.08,1.11,3.1,3.6,1.39,1.47,1.71,1.85,2.16,2.44,1.26,1.32,4.0,4.9,1.09,1.12,1.14,15.5,1.03,1.05,1.15,55.0,1.01,1.02,1.13,1000.0,1.01,1.01,1.13,1000.0,1.01,1.01,1.12,1000.0,1.9,2.06,1.95,2.12,9.4,12.0,9.4,980.0,16.0,980.0,36.0,1000.0,8.2,980.0,6.4,980.0,11.0,980.0,27.0,1000.0,13.0,980.0,10.0,980.0,15.0,980.0,38.0,1000.0,27.0,1000.0,22.0,1000.0,36.0,1000.0,75.0,1000.0,1.5,980.0,1.5,1000.0,6.8,1000.0,33131379,7632116.0,6641607.0,58805.0,1.226535316,1.226535319,1.226535321,1.226535314,1.226535320,1.226535364,1.226535361,1.226535365,1.226535362,1.226535324,1.226535322,1.226535315,1.226535313,1.226535400,1.226535325
Japanese J League 3,2024-03-24,02:00:00,Yokohama SCC,Tottori,3.35,4.0,2.14,2.38,3.4,3.85,2.42,3.45,1.4,1.54,1.4,1.52,2.94,3.5,1.1,1.14,8.0,12.5,1.13,26.0,1.07,1.09,3.45,4.1,1.33,1.4,1.85,2.02,1.98,2.18,1.32,1.39,3.55,4.3,1.11,1.15,1.13,10.5,1.04,1.06,1.15,36.0,1.01,1.02,1.13,110.0,1.01,1.01,7.6,1000.0,1.01,1.01,1.12,1000.0,1.84,1.96,2.04,2.2,10.0,980.0,8.0,980.0,10.5,980.0,5.6,980.0,10.5,980.0,7.0,980.0,9.2,980.0,5.4,980.0,5.4,980.0,12.0,980.0,5.1,980.0,5.9,1000.0,3.8,1000.0,5.9,1000.0,3.95,1000.0,2.76,1000.0,1.51,1000.0,1.55,980.0,6.6,1000.0,33131455,7391084.0,5759566.0,58805.0,1.226535046,1.226535049,1.226535051,1.226535044,1.226535050,1.226535094,1.226535091,1.226535095,1.226535092,1.226535054,1.226535052,1.226535045,1.226535043,1.226535130,1.226535055
