League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Women's Matches,2024-01-09,00:00:00,Club Leon FC (W),Pumas UNAM (W),2.66,2.98,2.28,2.54,4.2,4.5,3.55,5.0,1.25,1.39,1.58,1.89,2.12,2.74,1.16,1.26,1.01,980.0,2.52,36.0,1.03,1.06,2.52,36.0,1.03,1.66,2.52,2.98,1.51,1.66,1.62,1.82,2.22,2.62,1.23,1.37,3.75,5.3,1.08,1.37,3.75,970.0,1.03,1.1,3.75,970.0,1.01,1.1,5.5,980.0,1.01,1.1,5.5,1000.0,1.55,1.74,2.36,2.82,19.0,980.0,12.5,19.0,14.0,980.0,5.0,980.0,13.5,980.0,9.4,980.0,9.8,14.5,17.5,980.0,17.0,980.0,10.5,16.0,12.0,980.0,5.1,980.0,5.0,980.0,20.0,980.0,5.2,980.0,5.0,980.0,4.1,17.0,3.9,13.5,5.4,1000.0,32923009,16729905,16667234,58805,1.223312697,1.223312700,1.223312702,1.223312695,1.223312701,1.223312745,1.223312742,1.223312746,1.223312743,1.223312705,1.223312703,1.223312696,1.223312694,1.223312781,1.223312706
Indian Super Cup,2024-01-09,05:30:00,Quess East Bengal,Hyderabad FC,1.18,1.6,3.1,1000.0,4.0,19.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,2.24,110.0,1.01,1.8,2.24,1000.0,1.01,1.8,2.24,990.0,1.01,1.8,1.1,980.0,1.01,12.5,1.05,110.0,1.01,55.0,1.01,110.0,1.01,110.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.04,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,32924958,20017309,26624493,58805,1.223349399,1.223349402,1.223349404,1.223349397,1.223349403,1.223349447,1.223349444,1.223349448,1.223349445,1.223349407,1.223349405,1.223349398,1.223349396,1.223349483,1.223349408
Friendly Matches,2024-01-09,07:00:00,Lugano,Genk,2.04,1000.0,2.0,2.06,2.02,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.08,1000.0,1.01,21.0,1.08,1000.0,1.01,21.0,1.08,1000.0,1.01,21.0,1.08,1000.0,1.02,55.0,1.05,1000.0,1.02,110.0,1.01,1000.0,1.02,110.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.02,1000.0,1.04,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,32925495,65780,14072,58805,1.223355255,1.223355258,1.223355260,1.223355253,1.223355259,1.223355303,1.223355300,1.223355304,1.223355301,1.223355263,1.223355261,1.223355254,1.223355252,1.223355339,1.223355264
Israeli Cup,2024-01-09,08:00:00,SC Tirat Carmel Gal Kobi,Maccabi Ahi Nazareth,1.07,1000.0,1.51,1000.0,1.06,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.1,1000.0,1.03,990.0,1.03,110.0,1.03,990.0,1.05,110.0,1.03,26.0,1.05,110.0,1.03,36.0,1.04,110.0,1.01,1000.0,1.03,110.0,1.01,110.0,1.01,26.0,1.04,1000.0,1.01,26.0,1.04,1000.0,1.01,26.0,1.04,1000.0,1.04,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.55,1000.0,1.01,1000.0,32924992,49564093,5188358,58805,1.223350354,1.223350357,1.223350359,1.223350352,1.223350358,1.223350402,1.223350399,1.223350403,1.223350400,1.223350362,1.223350360,1.223350353,1.223350351,1.223350438,1.223350363
Israeli Cup,2024-01-09,08:00:00,Beitar Nahariya,SC Dimona,1.07,1000.0,1.21,1000.0,1.15,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.1,1000.0,1.01,990.0,1.03,1000.0,1.01,990.0,1.05,1000.0,1.01,26.0,1.05,1000.0,1.01,36.0,1.05,110.0,1.01,110.0,1.03,1.15,1.01,1000.0,1.01,1.15,1.3,1000.0,1.01,1.15,1.3,1000.0,1.01,1.15,1.31,1000.0,1.04,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,32924990,7013092,12630190,58805,1.223350534,1.223350537,1.223350539,1.223350532,1.223350538,1.223350582,1.223350579,1.223350583,1.223350580,1.223350542,1.223350540,1.223350533,1.223350531,1.223350618,1.223350543
Portuguese U23,2024-01-09,08:00:00,Famalicao U23,GD Estoril Praia U23,1.86,5.6,2.6,1000.0,2.3,44.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.27,1000.0,1.01,1.12,1.27,110.0,1.01,4.6,1.27,1000.0,1.01,4.6,1.08,990.0,1.01,18.0,1.05,1000.0,1.01,55.0,1.01,110.0,1.01,110.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.02,1000.0,1.04,1.62,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.55,1000.0,1.03,1000.0,32923396,25633050,20182451,58805,1.223318062,1.223318065,1.223318067,1.223318060,1.223318066,1.223318110,1.223318107,1.223318111,1.223318108,1.223318070,1.223318068,1.223318061,1.223318059,1.223318146,1.223318071
Portuguese U23,2024-01-09,08:00:00,Rio Ave FC U23,Sporting Braga U23,1.09,1000.0,1.42,1000.0,1.08,950.0,1.01,1000.0,1.05,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.27,1000.0,1.01,1.12,1.27,110.0,1.02,4.6,1.27,1000.0,1.02,4.6,1.08,110.0,1.02,18.0,1.05,110.0,1.02,55.0,1.02,110.0,1.02,110.0,1.01,110.0,1.02,1000.0,1.01,110.0,1.02,1000.0,1.01,110.0,1.02,1000.0,1.04,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.55,1000.0,1.03,1000.0,32923398,20182438,20182405,58805,1.223317882,1.223317885,1.223317887,1.223317880,1.223317886,1.223317930,1.223317927,1.223317931,1.223317928,1.223317890,1.223317888,1.223317881,1.223317879,1.223317966,1.223317891
Portuguese U23,2024-01-09,08:00:00,Benfica U23,SC Uniao Torreense U23,1.22,1000.0,2.3,1000.0,1.69,950.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.02,110.0,1.01,1.12,1.08,110.0,1.01,21.0,1.08,110.0,1.01,21.0,1.08,110.0,1.02,21.0,1.05,110.0,1.02,55.0,1.03,110.0,1.02,110.0,1.01,110.0,1.02,1000.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.02,1000.0,1.04,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.03,1000.0,32924374,20833619,59652911,58805,1.223335331,1.223335334,1.223335336,1.223335329,1.223335335,1.223335379,1.223335376,1.223335380,1.223335377,1.223335339,1.223335337,1.223335330,1.223335328,1.223335415,1.223335340
Egyptian 2nd Division,2024-01-09,09:00:00,Tanta,Olympic El Qanal,2.16,2.8,3.25,4.6,2.6,3.7,1.01,2.74,1.01,1.89,1.23,1.36,1.05,1000.0,1.05,1.09,1.01,1000.0,2.24,990.0,1.01,1.81,2.24,110.0,1.52,1.81,1.41,1.64,2.56,5.8,1.1,1.64,2.56,11.0,1.04,1.64,2.56,55.0,1.02,1.64,2.56,110.0,1.01,1.64,2.56,1000.0,1.01,1.64,2.56,1000.0,1.01,1.64,2.58,1000.0,2.06,2.68,1.6,1.95,6.6,8.6,2.56,11.5,2.46,1000.0,3.75,1000.0,1.67,8.4,1.76,8.2,5.0,1000.0,4.9,1000.0,1.18,15.5,1.83,15.0,5.1,1000.0,9.6,1000.0,1.18,1000.0,1.18,1000.0,1.18,1000.0,2.06,1000.0,1.55,1000.0,1.55,1000.0,1.18,1000.0,32924216,10468572,10492952,58805,1.223335691,1.223335694,1.223335696,1.223335689,1.223335695,1.223335739,1.223335736,1.223335740,1.223335737,1.223335699,1.223335697,1.223335690,1.223335688,1.223335775,1.223335700
Friendlies International,2024-01-09,09:00:00,Indonesia,Iran,21.0,32.0,1.13,1.17,9.6,11.0,3.75,5.3,1.23,1.36,1.58,1.77,2.3,2.72,1.16,1.26,4.9,7.2,2.34,1000.0,1.03,1.75,2.34,110.0,1.03,1.75,2.34,2.74,1.58,1.75,1.62,1.8,2.24,2.62,1.21,1.34,4.0,5.6,1.07,1.34,4.0,18.0,1.02,1.08,1.01,110.0,1.01,1.08,4.1,1000.0,1.01,1.08,4.2,1000.0,2.96,3.3,1.43,1.51,22.0,36.0,7.6,9.2,5.4,8.0,5.7,8.4,5.4,75.0,17.5,27.0,11.0,16.5,13.0,20.0,5.7,360.0,5.5,120.0,5.5,90.0,5.5,90.0,5.8,1000.0,5.8,1000.0,5.8,1000.0,5.8,1000.0,5.8,1000.0,2.36,4.0,5.8,1000.0,32921398,866308,47966,58805,1.223299213,1.223299216,1.223299218,1.223299211,1.223299217,1.223299261,1.223299258,1.223299262,1.223299259,1.223299221,1.223299219,1.223299212,1.223299210,1.223299297,1.223299222
