League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Estonian Esiliiga,2024-10-09,13:00:00,Tallinna Kalev II,FC Tallinn,2.36,7.0,1.87,2.38,3.75,7.0,2.38,18.0,1.07,1.72,1.36,1.52,2.94,3.75,1.13,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.13,980.0,1.13,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.13,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.55,240.0,1.55,1000.0,1.13,1000.0,33671103,13458324.0,28659758.0,58805.0,1.234166095,1.23416614,1.234166179,1.234166104
French National,2024-10-09,14:30:00,Orleans,Valenciennes,2.02,2.08,4.2,4.6,3.35,3.55,1.76,1.81,2.24,2.3,1.92,2.1,1.9,2.1,6.4,11.0,12.5,14.0,25.0,30.0,10.0,110.0,7.2,9.2,7.0,7.6,16.0,18.0,34.0,65.0,9.8,11.5,9.8,12.5,14.5,24.0,11.0,80.0,21.0,24.0,21.0,24.0,22.0,48.0,12.0,170.0,16.5,19.5,9.8,85.0,11.0,1000.0,33660076,2225922.0,669343.0,58805.0,1.234003069,1.234003114,1.234003153,1.234003078
Welsh Premiership,2024-10-09,15:45:00,The New Saints,Caernarfon Town,1.28,1.29,11.5,13.5,7.0,7.4,3.15,3.55,1.39,1.45,1.8,1.96,2.04,2.26,32.0,980.0,50.0,65.0,10.0,140.0,4.2,530.0,13.5,14.5,15.0,980.0,32.0,46.0,11.0,180.0,9.0,10.5,10.0,11.0,22.0,28.0,10.5,130.0,9.2,11.5,10.5,12.5,20.0,28.0,10.5,120.0,3.0,3.9,85.0,140.0,11.0,1000.0,33670442,3667304.0,3664465.0,58805.0,1.234154189,1.234154234,1.234154273,1.234154198
Colombian Primera B,2024-10-09,17:00:00,Real Santander,Cucuta Deportivo,5.5,6.8,1.83,1.86,3.3,3.7,1.83,1.85,2.18,2.2,2.08,2.28,1.79,1.92,9.0,12.0,6.8,7.8,7.8,9.8,13.5,20.0,13.5,19.0,6.8,8.4,9.6,10.0,7.0,24.0,23.0,50.0,18.5,27.0,18.0,27.0,9.0,50.0,10.0,190.0,9.8,100.0,9.8,100.0,10.0,180.0,10.0,140.0,10.0,14.5,10.5,1000.0,33670620,5690632.0,2301978.0,58805.0,1.234161111,1.234161156,1.234161195,1.234161120
Colombian Primera A,2024-10-09,17:00:00,America de Cali S.A,Ind Medellin,1.47,2.58,2.9,870.0,2.76,6.4,1.34,1.74,2.36,3.95,1.12,1000.0,1.12,1000.0,1.15,980.0,1.15,980.0,1.15,1000.0,1.15,1000.0,1.15,980.0,1.15,980.0,1.15,980.0,1.15,1000.0,1.15,1000.0,1.15,980.0,1.15,980.0,1.15,1000.0,1.15,1000.0,1.15,1000.0,1.15,1000.0,1.15,1000.0,1.55,1000.0,1.55,1000.0,1.15,1000.0,33667136,26076470.0,1067444.0,58805.0,1.234105350,1.234105395,1.234105434,1.234105359
Colombian Primera A,2024-10-09,17:00:00,Boyaca Patriotas,Santa Fe,1.45,6.0,2.02,860.0,2.94,3.45,1.21,1.73,2.38,6.0,1.12,1000.0,1.12,1000.0,1.13,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.13,980.0,1.13,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.13,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.55,1000.0,1.13,1000.0,33667134,9195442.0,4908158.0,58805.0,1.234105530,1.234105575,1.234105614,1.234105539
Colombian Primera A,2024-10-09,18:00:00,Envigado,Deportivo Pasto,4.4,4.9,2.18,2.24,3.0,3.05,1.43,1.46,3.2,3.3,2.34,2.58,1.64,1.74,6.2,7.2,5.6,7.0,10.0,11.5,18.0,29.0,9.8,11.0,6.6,7.2,11.5,13.0,30.0,36.0,26.0,32.0,18.0,26.0,26.0,980.0,10.5,85.0,11.0,140.0,13.0,100.0,11.0,150.0,30.0,330.0,11.0,190.0,27.0,38.0,12.0,1000.0,33664057,5180320.0,478919.0,58805.0,1.234056150,1.234056195,1.234056234,1.234056159
Brazilian Serie A,2024-10-09,19:30:00,Atletico MG,Gremio,2.0,2.02,4.4,4.5,3.55,3.6,1.78,1.8,2.24,2.28,2.0,2.08,1.93,2.0,11.0,11.5,13.0,14.0,30.0,34.0,85.0,110.0,7.4,7.8,7.4,7.6,16.5,17.5,55.0,65.0,10.0,11.0,9.8,10.5,20.0,21.0,60.0,75.0,20.0,23.0,19.0,20.0,40.0,44.0,100.0,150.0,17.5,19.5,80.0,100.0,28.0,1000.0,33665680,361329.0,198134.0,58805.0,1.234090910,1.234090894,1.234090909,1.234090919
US United Soccer League,2024-10-09,20:00:00,North Carolina FC,Tulsa Roughnecks FC,1.4,1.46,7.4,9.0,5.0,6.0,2.62,2.86,1.54,1.61,1.78,1.95,2.04,2.28,6.0,980.0,6.4,980.0,7.2,75.0,7.6,1000.0,5.0,980.0,5.2,980.0,6.4,980.0,7.4,110.0,4.9,11.5,8.2,980.0,6.0,980.0,7.2,85.0,5.4,14.5,5.3,16.0,6.2,30.0,7.4,110.0,3.25,5.6,7.4,100.0,4.9,1000.0,33670206,12713336.0,9370034.0,58805.0,1.234153007,1.234153052,1.234153091,1.234153016
Brazilian Serie B,2024-10-09,20:00:00,Botafogo SP,Guarani,2.42,2.48,3.75,3.95,2.94,3.05,1.35,1.38,3.65,3.85,2.68,2.88,1.53,1.6,6.0,6.4,8.2,9.0,22.0,25.0,22.0,110.0,5.6,6.0,7.0,7.2,10.0,28.0,17.0,90.0,11.0,12.5,12.5,14.0,32.0,36.0,11.0,150.0,32.0,40.0,42.0,48.0,65.0,110.0,20.0,380.0,48.0,60.0,120.0,160.0,12.0,1000.0,33663683,4435648.0,200603.0,58805.0,1.234048698,1.234048708,1.234048697,1.234048707
