League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Ascenso MX,2024-08-16,00:05:00,Tampico Madero,Correcaminos UAT,1.93,2.06,4.0,4.4,3.65,3.9,1.87,2.1,1.9,2.16,1.86,2.04,1.96,2.16,11.0,14.5,12.5,18.0,21.0,36.0,5.6,980.0,7.4,9.2,7.2,9.0,14.0,22.0,34.0,980.0,9.8,13.0,8.8,12.0,14.5,24.0,5.5,980.0,17.5,29.0,15.5,26.0,5.2,46.0,5.7,980.0,4.4,17.5,5.4,980.0,5.9,1000.0,33485739,10865367.0,6535216.0,58805.0,1.231693079,1.231693124,1.231693163,1.231693088
Friendly Matches,2024-08-16,03:30:00,Shimshon Kfar Qasem,MS Kfar Kasem,1.04,7.4,1.65,1.84,1.01,5.2,1.1,110.0,1.04,11.0,1.01,1000.0,1.01,1000.0,1.46,1000.0,2.84,1000.0,2.34,1000.0,1.01,1000.0,2.44,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.76,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.88,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33498037,14699027.0,9170976.0,58805.0,1.231852625,1.23185267,1.231852709,1.231852634
Indonesian Liga 1,2024-08-16,05:30:00,PSBS Biak Numfor,PSM Makassar,3.3,3.65,2.22,2.32,3.65,4.1,2.02,2.3,1.77,1.99,1.72,1.84,2.2,2.38,12.5,25.0,8.8,32.0,11.0,980.0,4.0,980.0,11.5,980.0,7.2,980.0,9.4,40.0,18.5,980.0,19.5,980.0,11.5,980.0,13.0,980.0,26.0,980.0,40.0,980.0,29.0,980.0,34.0,980.0,40.0,980.0,3.45,980.0,3.55,55.0,4.5,1000.0,33497069,13520951.0,9433230.0,58805.0,1.231841285,1.23184133,1.231841369,1.231841294
Indonesian Liga 1,2024-08-16,05:30:00,Malut United,Persebaya Surabaya,2.98,3.3,2.56,2.72,3.25,3.6,1.73,1.89,2.12,2.38,1.89,2.02,1.98,2.14,9.6,12.5,8.0,980.0,13.5,980.0,29.0,980.0,8.8,11.5,7.0,14.0,9.8,980.0,25.0,980.0,5.9,980.0,11.0,980.0,16.5,980.0,38.0,980.0,38.0,980.0,28.0,980.0,40.0,980.0,40.0,980.0,4.1,980.0,4.0,980.0,8.4,1000.0,33497078,65210173.0,10224413.0,58805.0,1.231841195,1.23184124,1.231841279,1.231841204
Croatian U19,2024-08-16,06:00:00,Dinamo Zagreb U19,Mladost Zdralovi U19,1.21,1.25,5.5,75.0,7.8,9.8,2.8,10.5,1.11,1.55,1.68,1.96,2.04,2.48,1.09,85.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.02,55.0,1.55,1000.0,1.1,1000.0,33497299,10262071.0,56418161.0,58805.0,1.231842816,1.231842861,1.2318429,1.231842825
Myanmar Matches,2024-08-16,06:00:00,Hanthawaddy United FC,Shan United,5.6,8.8,1.53,1.69,4.3,6.0,2.12,4.3,1.31,1.88,1.7,1.92,2.08,2.42,1.02,34.0,9.4,1000.0,1.04,1000.0,1.04,1000.0,20.0,1000.0,2.98,1000.0,8.2,1000.0,12.0,1000.0,20.0,1000.0,1.04,1000.0,16.5,1000.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,1.04,1000.0,1.04,1000.0,1.04,1000.0,33497603,20624128.0,16792091.0,58805.0,1.231858318,1.231858321,1.231858365,1.231858366
Myanmar Matches,2024-08-16,06:30:00,Dagon Port FC,Rakhine Utd,1.47,1.64,6.0,21.0,4.5,6.6,2.3,3.9,1.37,1.76,1.12,980.0,1.12,980.0,20.0,40.0,20.0,1000.0,20.0,1000.0,20.0,1000.0,10.0,1000.0,1.07,1000.0,1.07,1000.0,20.0,1000.0,1.07,1000.0,1.07,1000.0,1.07,1000.0,20.0,1000.0,1.07,1000.0,1.06,980.0,19.0,1000.0,20.0,1000.0,1.05,980.0,1.07,1000.0,1.07,1000.0,33497539,66791754.0,20628663.0,58805.0,1.231858228,1.231858231,1.231858275,1.231858276
Friendly Matches,2024-08-16,07:00:00,Valladolid B,UD Santa Marta,1.47,1.64,1.92,11.0,1.92,6.4,1.9,2.96,1.51,2.1,1.01,1000.0,1.01,1000.0,1.34,1000.0,2.58,1000.0,2.7,1000.0,1.01,1000.0,2.52,1000.0,2.88,1000.0,1.01,1000.0,1.01,1000.0,2.84,1000.0,2.96,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33499035,2250344.0,6796961.0,58805.0,1.23186928,1.231869325,1.231869364,1.231869289
South Korean K League 1,2024-08-16,07:30:00,FC Seoul,Jeju Utd,1.98,2.04,4.0,4.3,3.65,3.9,1.96,2.06,1.96,2.04,1.82,1.9,2.12,2.22,12.5,14.0,13.5,15.5,9.6,32.0,12.0,90.0,8.6,9.4,7.6,8.6,14.5,17.0,11.0,55.0,11.0,12.5,9.4,11.0,16.5,19.0,11.5,65.0,19.0,25.0,18.5,21.0,10.0,40.0,12.5,120.0,6.8,14.0,11.0,55.0,13.5,1000.0,33485853,2479786.0,5342583.0,58805.0,1.231695281,1.231695326,1.231695365,1.23169529
Japanese J League,2024-08-16,07:30:00,Sapporo,Tosu,2.26,2.3,3.2,3.3,3.85,3.95,2.34,2.46,1.69,1.74,1.62,1.66,2.52,2.62,16.5,21.0,14.5,17.5,20.0,27.0,40.0,60.0,12.0,14.0,8.2,9.4,12.5,14.5,27.0,34.0,15.0,18.5,10.0,12.0,13.5,16.0,30.0,40.0,25.0,30.0,19.5,24.0,25.0,34.0,40.0,75.0,9.2,14.0,9.0,24.0,9.2,980.0,33485865,2245760.0,3455676.0,58805.0,1.231696271,1.231696316,1.231696355,1.23169628
