League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Chinese Super League,2024-06-18,08:35:00,Meizhou Hakka,Shanghai Port FC,18.5,24.0,1.17,1.19,8.8,10.5,3.35,4.1,1.35,1.42,2.06,2.24,1.81,1.95,2.06,1000.0,12.0,15.0,4.7,9.6,7.6,9.6,2.02,85.0,18.5,25.0,11.5,14.5,11.0,15.0,2.04,230.0,2.12,75.0,2.06,1000.0,7.8,42.0,2.06,1000.0,2.06,1000.0,2.04,220.0,2.06,1000.0,2.06,340.0,2.28,3.0,2.06,1000.0,33348116,11079690.0,51006167.0,58805.0,1.229875702,1.229875747,1.229875786,1.229875711
Egyptian Premier,2024-06-18,10:00:00,Smouha,El Daklyeh,1.6,1.68,7.0,8.2,3.65,4.1,1.6,1.79,2.26,2.68,2.32,2.64,1.6,1.75,8.4,11.5,4.9,22.0,5.0,70.0,3.25,310.0,3.2,6.4,7.6,9.6,5.4,38.0,4.9,180.0,6.6,9.2,4.2,13.0,5.5,38.0,4.9,190.0,4.7,17.5,5.1,25.0,5.0,1000.0,3.25,300.0,4.4,15.0,3.25,300.0,3.3,1000.0,33341438,5170871.0,5907009.0,58805.0,1.229858132,1.229858135,1.229858179,1.22985818
Estonian Premier League,2024-06-18,12:00:00,Nomme Kalju,Tallinna Kalev,1.41,1.5,7.0,9.4,4.4,7.0,2.36,2.64,1.61,1.73,1.53,2.0,2.0,2.9,4.5,1000.0,1.88,1000.0,1.22,1000.0,1.24,1000.0,3.75,11.5,2.58,13.0,3.2,1000.0,1.4,1000.0,8.2,10.5,4.2,11.5,1.75,26.0,1.4,1000.0,10.5,14.5,3.1,16.0,1.59,1000.0,1.24,1000.0,1.59,6.4,1.14,1000.0,1.15,1000.0,33353685,4007449.0,5924203.0,58805.0,1.229947628,1.229947673,1.229947712,1.229947637
Estonian Premier League,2024-06-18,12:00:00,Paide Linnameeskond,Parnu JK Vaprus,1.41,1.49,7.2,11.0,4.8,5.6,2.28,2.54,1.65,1.78,1.91,2.08,1.93,2.1,3.9,25.0,4.1,36.0,4.4,90.0,4.6,1000.0,7.8,12.0,3.6,14.5,4.6,38.0,4.5,150.0,3.4,10.5,7.8,13.0,19.0,32.0,4.5,130.0,9.0,14.5,3.7,18.0,4.2,42.0,4.5,160.0,2.76,6.8,4.5,170.0,4.6,1000.0,33353686,5407316.0,12395256.0,58805.0,1.229947538,1.229947583,1.229947622,1.229947547
UEFA Euro 2024,2024-06-18,13:00:00,Turkey,Georgia,1.77,1.78,5.6,5.7,3.85,3.9,1.8,1.82,2.22,2.26,2.12,2.2,1.84,1.9,11.0,12.0,15.5,17.0,36.0,38.0,90.0,980.0,7.0,7.4,8.0,8.4,21.0,23.0,70.0,90.0,8.8,9.0,10.0,11.0,23.0,25.0,80.0,100.0,16.0,17.5,18.5,19.0,42.0,46.0,44.0,170.0,11.5,13.5,100.0,120.0,30.0,1000.0,33143049,15294.0,61283.0,58805.0,1.226741615,1.226741554,1.226741614,1.226741625
Egyptian Premier,2024-06-18,13:00:00,Al Ittihad (EGY),Al Ahly Cairo,8.2,9.6,1.47,1.51,4.2,4.8,1.78,1.93,2.08,2.28,2.32,2.54,1.65,1.76,10.5,14.0,5.6,7.0,6.2,8.2,10.0,14.0,5.9,24.0,8.6,11.5,8.8,12.0,15.0,21.0,7.0,80.0,6.4,38.0,6.4,38.0,6.8,60.0,7.2,1000.0,7.4,190.0,7.4,180.0,7.0,1000.0,7.0,1000.0,4.4,10.5,7.0,1000.0,33348621,7023879.0,4768314.0,58805.0,1.229880085,1.22988013,1.229880169,1.229880094
Egyptian Premier,2024-06-18,13:00:00,ZED FC,Pharco FC,2.22,2.32,4.0,4.4,2.92,3.25,1.53,1.67,2.5,2.9,2.12,2.4,1.71,1.9,7.0,8.6,9.6,12.5,5.7,34.0,6.0,120.0,6.2,7.6,6.0,7.4,13.0,22.0,6.0,85.0,9.0,15.0,8.8,14.5,5.8,29.0,6.0,120.0,5.9,36.0,5.6,38.0,5.9,75.0,6.2,230.0,5.4,34.0,6.0,120.0,6.4,1000.0,33348788,38208152.0,10539864.0,58805.0,1.229882871,1.229882916,1.229882955,1.22988288
UEFA Euro 2024,2024-06-18,16:00:00,Portugal,Czech Republic,1.53,1.54,7.4,7.6,4.5,4.6,2.16,2.18,1.85,1.86,2.0,2.04,1.96,2.0,16.0,16.5,23.0,24.0,50.0,55.0,110.0,200.0,8.0,8.2,9.6,9.8,27.0,28.0,95.0,100.0,8.6,8.8,9.4,9.8,22.0,23.0,95.0,100.0,12.5,13.0,14.5,15.0,32.0,34.0,110.0,120.0,7.6,7.8,110.0,980.0,510.0,990.0,32949298,19.0,29581.0,58805.0,1.22371999,1.223719929,1.223719989,1.22372
Brazilian Serie B,2024-06-18,19:00:00,Guarani,Ituano,1.96,1.97,5.1,5.3,3.35,3.45,1.65,1.68,2.46,2.54,2.12,2.26,1.79,1.9,8.8,9.6,13.0,14.5,32.0,36.0,14.0,130.0,6.4,7.0,7.2,7.8,19.0,21.0,13.5,90.0,9.2,10.5,10.0,11.0,22.0,27.0,14.0,980.0,17.0,22.0,21.0,30.0,14.5,55.0,14.5,980.0,16.5,19.5,14.0,980.0,16.0,1000.0,33351568,200603.0,1040280.0,58805.0,1.229924429,1.229924439,1.229924428,1.229924438
Brazilian Serie D,2024-06-18,19:00:00,Tocantinopolis,Maranhao,2.62,3.05,2.7,3.65,2.8,3.6,1.56,1.88,2.12,2.92,1.12,1000.0,1.12,110.0,1.49,980.0,1.03,980.0,1.01,1000.0,1.03,1000.0,1.03,980.0,2.2,980.0,1.03,980.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33355348,10983598.0,7176805.0,58805.0,1.229964178,1.229964223,1.229964262,1.229964187
