League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Ukrainian Premier League,2024-04-15,09:30:00,LNZ-Lebedyn,Veres Rivne,2.26,2.48,3.4,3.75,3.0,3.6,1.72,1.9,2.12,2.4,1.74,2.26,1.79,2.36,3.25,14.0,9.0,15.0,17.5,29.0,4.0,85.0,6.8,11.0,6.6,9.4,11.0,19.0,3.95,60.0,3.35,17.0,9.6,14.0,14.5,25.0,4.0,1000.0,3.8,38.0,19.5,34.0,3.95,60.0,4.1,1000.0,2.64,28.0,2.78,65.0,4.2,1000.0,33176305,19748479.0,10053070.0,58805.0,1.227341529,1.227341574,1.227341613,1.227341538
Egyptian Premier,2024-04-15,11:00:00,Al Mokawloon,Pyramids,5.6,7.4,1.66,1.75,3.55,4.1,1.7,1.87,2.14,2.44,1.96,2.58,1.62,2.06,9.4,14.0,5.9,8.4,7.4,10.5,4.0,19.5,15.0,21.0,7.6,11.0,9.0,13.0,3.9,25.0,4.2,60.0,4.3,32.0,4.0,32.0,4.2,60.0,4.4,230.0,4.4,130.0,4.4,140.0,4.4,230.0,4.4,200.0,3.5,15.5,4.5,1000.0,33179795,6754306.0,19918253.0,58805.0,1.227393966,1.227394011,1.22739405,1.227393975
Serbian Super League,2024-04-15,11:00:00,FK Novi Pazar,Radnicki Nis,2.02,2.5,3.3,4.8,2.78,3.65,1.67,1.91,2.08,3.4,1.01,2.3,1.76,2.3,1.88,13.5,2.92,15.5,2.1,1000.0,3.95,1000.0,1.81,10.5,3.05,9.4,2.1,21.0,4.2,1000.0,2.92,15.5,2.56,13.5,1.52,1000.0,1.52,1000.0,3.7,1000.0,4.0,1000.0,1.52,1000.0,1.52,1000.0,1.55,25.0,1.55,1000.0,2.1,1000.0,33181415,9899252.0,6555084.0,58805.0,1.227420395,1.22742044,1.227420479,1.227420404
Turkish 1 Lig,2024-04-15,11:00:00,Erzurum BB,Sakaryaspor,2.5,2.96,2.88,3.3,3.1,3.55,1.67,1.86,2.16,2.5,1.84,2.16,1.87,2.18,4.5,11.5,4.6,11.5,5.3,21.0,6.2,55.0,4.5,10.5,6.2,8.2,10.5,15.0,6.0,42.0,5.1,18.0,10.0,14.0,5.3,22.0,6.4,65.0,6.0,46.0,6.0,38.0,6.2,60.0,6.8,150.0,5.8,34.0,6.0,42.0,7.0,1000.0,33176991,7692068.0,508781.0,58805.0,1.227348333,1.227348378,1.227348417,1.227348342
Serbian First League,2024-04-15,11:00:00,FK Vrsac,Tekstilac Odzaci,1.3,1.58,1.02,44.0,2.96,10.0,1.16,26.0,1.06,9.4,1.01,1000.0,1.01,1000.0,1.48,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.55,1000.0,15.0,1000.0,33192141,13082362.0,59056225.0,58805.0,1.227593506,1.227593551,1.22759359,1.227593515
Bulgarian A League,2024-04-15,11:30:00,CSKA 1948 Sofia,Lokomotiv Sofia,1.52,1.56,8.0,11.0,3.85,4.6,1.7,1.84,2.18,2.44,2.26,2.48,1.67,1.79,2.2,12.5,4.2,24.0,4.2,1000.0,4.2,1000.0,2.62,7.0,4.1,11.0,4.2,1000.0,4.2,1000.0,3.7,8.2,4.5,12.0,1.42,1000.0,4.2,1000.0,1.84,14.5,1.7,22.0,5.9,1000.0,1.84,1000.0,1.55,12.0,4.2,1000.0,1.84,1000.0,33184765,20732043.0,1255223.0,58805.0,1.227465376,1.227465421,1.22746546,1.227465385
Romanian Liga II,2024-04-15,11:30:00,CS Mioveni,CSC 1599 Selimbar,1.24,900.0,1.24,900.0,1.24,330.0,1.27,11.0,1.1,4.6,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,3.9,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,15.0,1000.0,33179078,5525359.0,48459989.0,58805.0,1.227381909,1.227381954,1.227381993,1.227381918
Ukrainian Premier League,2024-04-15,12:00:00,Metalist 1925,Dnipro-1,5.0,5.7,1.85,1.91,3.45,3.8,1.68,1.77,2.28,2.48,2.1,2.28,1.78,1.91,5.3,11.0,4.2,7.2,5.2,10.5,6.0,22.0,5.4,16.0,4.8,9.0,4.9,12.0,6.2,25.0,6.8,44.0,6.0,24.0,6.2,28.0,7.0,55.0,3.75,160.0,3.75,95.0,3.75,110.0,7.8,1000.0,3.7,140.0,5.6,18.0,3.85,1000.0,33178449,13177944.0,14997146.0,58805.0,1.227374895,1.22737494,1.227374979,1.227374904
Slovenian Premier League,2024-04-15,12:30:00,NK Aluminij,NK Radomlje,3.55,4.6,2.0,2.24,3.1,3.8,1.79,2.08,1.93,2.26,1.77,2.06,1.96,2.3,10.5,14.5,7.6,10.5,10.0,14.0,5.5,28.0,12.0,15.5,6.8,9.0,8.8,12.0,5.7,25.0,6.0,32.0,14.0,18.0,5.5,22.0,5.7,44.0,6.0,90.0,5.9,55.0,6.0,70.0,6.2,130.0,5.9,60.0,4.8,18.0,6.6,1000.0,33184653,5664283.0,7862107.0,58805.0,1.227461725,1.22746177,1.227461809,1.227461734
Estonian Esiliiga,2024-04-15,13:00:00,Levadia Tallinn II,Paide Linnameeskond II,1.12,400.0,1.14,900.0,2.06,1000.0,1.2,1000.0,1.03,6.4,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,8.4,1000.0,8.2,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,15.0,1000.0,33191389,5412337.0,7624550.0,58805.0,1.227586946,1.227586991,1.22758703,1.227586955
Serbian Super League,2024-04-15,13:00:00,FK Spartak,FK Javor Ivanjica,2.42,2.82,2.9,3.75,3.05,3.6,1.7,1.92,2.08,2.44,1.71,2.22,1.82,2.4,3.4,14.0,8.2,13.5,2.28,1000.0,1.36,1000.0,7.4,12.0,6.2,9.2,10.0,17.0,1.54,46.0,2.56,1000.0,3.5,15.0,2.52,1000.0,1.33,65.0,1.36,1000.0,1.59,1000.0,1.36,1000.0,1.59,1000.0,1.55,1000.0,1.55,1000.0,1.59,1000.0,33181410,4104730.0,13504616.0,58805.0,1.227420485,1.22742053,1.227420569,1.227420494
Serbian Super League,2024-04-15,13:00:00,Mladost Lucani,FK IMT Novi Beograd,2.1,2.32,3.25,4.1,3.4,3.9,1.86,2.12,1.9,2.16,1.74,1.99,2.02,2.36,4.0,16.5,3.95,15.5,2.3,1000.0,1.96,80.0,7.4,11.0,6.8,9.4,4.1,18.5,1.93,55.0,3.95,16.0,3.8,13.5,2.6,23.0,1.95,65.0,1.89,34.0,2.12,29.0,2.2,48.0,1.98,1000.0,1.83,21.0,1.92,50.0,2.3,1000.0,33181420,2503610.0,17203916.0,58805.0,1.227420215,1.22742026,1.227420299,1.227420224
Italian Serie A,2024-04-15,13:30:00,Fiorentina,Genoa,2.04,2.06,4.3,4.4,3.5,3.55,1.73,1.75,2.34,2.38,2.04,2.1,1.91,1.97,10.0,10.5,12.5,13.0,28.0,29.0,85.0,100.0,7.2,7.6,7.4,7.8,16.5,17.5,55.0,65.0,10.0,11.0,10.0,11.0,21.0,22.0,65.0,75.0,23.0,25.0,22.0,24.0,44.0,46.0,100.0,140.0,18.0,19.0,65.0,80.0,350.0,1000.0,33155727,676467.0,60310.0,58805.0,1.226954074,1.226954058,1.226954073,1.226954083
French National,2024-04-15,13:30:00,Nancy,Martigues,2.88,3.0,2.74,2.88,3.2,3.3,1.75,1.83,2.2,2.34,1.86,2.06,1.96,2.16,9.8,14.0,8.8,11.5,14.0,21.0,29.0,980.0,9.0,12.0,6.8,8.0,10.5,15.5,24.0,980.0,15.5,23.0,11.0,16.0,15.5,24.0,5.1,980.0,34.0,980.0,27.0,980.0,5.1,980.0,5.3,980.0,4.4,42.0,4.3,38.0,4.9,1000.0,33179361,70468.0,269794.0,58805.0,1.227387636,1.227387681,1.22738772,1.227387645
Norwegian 1st Division,2024-04-15,14:00:00,Kongsvinger,Egersund,1.65,1.69,5.0,5.7,4.5,4.9,2.6,2.74,1.58,1.62,1.65,1.75,2.34,2.54,21.0,24.0,22.0,28.0,38.0,48.0,14.5,140.0,11.0,12.5,9.8,10.5,18.5,21.0,30.0,60.0,10.5,12.5,9.2,10.0,16.0,18.0,29.0,980.0,16.0,27.0,13.5,15.0,23.0,27.0,13.5,75.0,5.0,7.2,22.0,46.0,16.0,1000.0,33186880,774892.0,3876624.0,58805.0,1.227502879,1.227502924,1.227502963,1.227502888
Norwegian 1st Division,2024-04-15,14:00:00,Mjondalen,Start,2.88,3.15,2.38,2.52,3.7,3.95,2.26,2.34,1.74,1.8,1.6,1.81,2.22,2.66,14.5,19.5,11.0,14.5,13.5,18.5,6.0,980.0,12.5,16.0,7.6,9.6,9.8,13.0,19.5,980.0,17.5,24.0,11.5,15.0,11.5,18.5,6.0,980.0,6.4,980.0,6.0,980.0,6.2,980.0,6.6,980.0,5.6,26.0,5.1,17.0,7.2,980.0,33186882,3782270.0,774893.0,58805.0,1.227502789,1.227502834,1.227502873,1.227502798
Norwegian 1st Division,2024-04-15,14:00:00,Moss,Ranheim IL,2.5,2.68,2.6,2.76,3.85,4.2,2.36,2.52,1.66,1.73,1.59,1.7,2.44,2.7,4.2,25.0,3.95,18.0,4.2,25.0,4.2,48.0,12.5,18.0,8.2,9.8,11.0,15.5,4.4,32.0,4.1,24.0,10.5,15.0,11.5,19.5,4.1,42.0,4.2,46.0,4.3,32.0,4.2,40.0,4.5,980.0,3.75,20.0,3.8,21.0,4.7,980.0,33176941,401947.0,22623366.0,58805.0,1.227347973,1.227348018,1.227348057,1.227347982
Norwegian 1st Division,2024-04-15,14:00:00,Sandnes Ulf,Raufoss,2.72,2.92,2.64,2.76,3.55,3.8,2.2,2.3,1.78,1.84,1.64,1.75,2.34,2.54,5.1,18.5,4.8,15.0,5.5,21.0,6.0,980.0,12.0,15.5,7.6,9.4,11.0,13.5,5.7,980.0,5.3,22.0,11.0,14.0,14.0,17.5,6.0,980.0,6.0,980.0,5.8,32.0,5.9,980.0,6.4,980.0,5.3,22.0,5.2,20.0,6.8,1000.0,33176936,778909.0,152564.0,58805.0,1.227348153,1.227348198,1.227348237,1.227348162
