League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
CONCACAF Champions League,2024-02-14,00:00:00,Guadalajara,Forge,1.18,1.22,16.5,24.0,7.4,9.6,4.7,5.1,1.24,1.27,1.82,1.88,2.14,2.22,1.23,1.26,4.9,5.3,13.5,36.0,1.03,1.04,6.8,8.2,1.14,1.17,2.88,3.3,1.44,1.51,1.77,1.88,2.14,2.3,1.33,1.36,3.7,4.3,1.13,1.16,7.6,9.4,1.05,1.07,15.0,36.0,1.01,1.03,34.0,110.0,1.01,1.01,50.0,1000.0,2.14,2.42,1.71,1.87,7.4,980.0,8.2,980.0,9.0,1000.0,9.2,1000.0,8.2,12.0,6.6,980.0,8.2,980.0,9.0,1000.0,6.6,9.0,9.0,13.0,7.6,980.0,8.8,1000.0,7.4,9.4,5.9,980.0,7.6,980.0,8.8,1000.0,2.64,3.65,8.8,1000.0,9.0,1000.0,33004834,230909.0,24213752.0,58805.0,1.224596988,1.224596991,1.224596993,1.224596986,1.224596992,1.224597036,1.224597033,1.224597037,1.224597034,1.224596996,1.224596994,1.224596987,1.224596985,1.224597072,1.224596997
Mexican Ascenso MX,2024-02-14,00:05:00,Dorados,Correcaminos UAT,2.98,3.1,2.44,2.52,3.6,3.8,3.4,3.55,1.39,1.42,1.5,1.55,2.84,2.98,1.12,1.15,7.8,8.8,14.0,18.0,1.06,1.08,4.2,4.5,1.3,1.31,2.06,2.14,1.88,1.93,1.41,1.44,3.25,3.45,1.15,1.18,6.6,7.6,1.05,1.07,15.0,21.0,1.01,1.03,34.0,100.0,1.01,1.01,100.0,1000.0,1.01,1.01,110.0,1000.0,1.74,1.81,2.24,2.36,13.5,16.0,10.5,12.0,13.5,16.5,30.0,36.0,12.5,14.0,7.6,8.6,10.5,11.5,22.0,26.0,19.5,22.0,12.0,13.0,14.5,16.5,32.0,38.0,42.0,55.0,29.0,34.0,36.0,980.0,12.5,980.0,23.0,29.0,16.0,18.5,14.5,1000.0,33002144,6119455.0,6535216.0,58805.0,1.224553794,1.224553797,1.224553799,1.224553792,1.224553798,1.224553842,1.224553839,1.224553843,1.224553840,1.224553802,1.224553800,1.224553793,1.224553791,1.224553878,1.224553803
Turkish Ladies,2024-02-14,06:00:00,Soma Zafer GSK (W),Giresun Sanayispor (W),1.7,44.0,1.35,23.0,3.75,32.0,3.6,980.0,1.14,1.39,1.55,2.2,1.01,1000.0,1.13,1.4,3.5,980.0,3.0,26.0,1.04,1.07,2.24,26.0,1.08,1.3,2.24,4.4,1.5,1.8,1.44,2.38,1.72,8.0,1.14,1.3,4.4,8.0,1.08,1.13,8.8,55.0,1.02,1.12,8.8,55.0,1.01,1.06,8.8,1000.0,1.01,1.03,9.2,1000.0,1.1,1000.0,1.1,1000.0,2.1,980.0,2.52,1000.0,1.01,1000.0,4.4,1000.0,2.76,1000.0,3.5,1000.0,3.9,1000.0,4.9,1000.0,1.01,1000.0,1.01,1000.0,6.8,1000.0,10.5,1000.0,3.8,1000.0,5.5,1000.0,13.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,24.0,1000.0,33019890,50870638.0,50980432.0,58805.0,1.224841380,1.224841383,1.224841385,1.224841378,1.224841384,1.224841428,1.224841425,1.224841429,1.224841426,1.224841388,1.224841386,1.224841379,1.224841377,1.224841464,1.224841389
Turkish Ladies,2024-02-14,06:00:00,Konya Idmanyurduspor (W),Bagcilar Evrenspor (W),1.24,4.4,2.54,980.0,4.0,32.0,3.85,980.0,1.13,1.36,1.55,1000.0,1.5,1000.0,1.13,1.65,2.52,980.0,2.34,55.0,1.02,1.07,2.34,55.0,1.05,1.25,2.32,21.0,1.2,1.75,1.5,6.0,1.45,2.98,1.15,1.36,3.85,7.6,1.1,1.14,8.2,55.0,1.04,1.14,3.85,980.0,1.02,1.14,8.2,1000.0,1.01,1.14,8.2,1000.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33019893,44365832.0,50980430.0,58805.0,1.224841290,1.224841293,1.224841295,1.224841288,1.224841294,1.224841338,1.224841335,1.224841339,1.224841336,1.224841298,1.224841296,1.224841289,1.224841287,1.224841374,1.224841299
Friendly Matches,2024-02-14,06:00:00,Concordia Chiajna,Progresul 1944 Spartac,1.17,1.21,12.5,22.0,7.6,13.5,3.05,12.5,1.12,1.17,2.32,2.74,1.59,1.76,1.42,1.57,2.56,3.4,7.6,110.0,1.01,1.04,3.5,110.0,1.04,1.15,3.5,990.0,1.2,1.4,3.0,3.9,1.41,1.49,1.79,2.04,1.96,2.28,1.42,1.51,2.68,3.8,1.15,1.51,2.7,7.8,1.06,1.37,2.96,18.0,1.03,1.37,3.7,110.0,1.67,1.91,2.08,2.5,5.2,980.0,5.4,1000.0,100.0,1000.0,100.0,1000.0,20.0,980.0,4.9,980.0,5.3,980.0,100.0,1000.0,11.0,980.0,11.0,980.0,26.0,980.0,90.0,1000.0,9.2,980.0,9.2,980.0,19.0,980.0,55.0,980.0,1.64,2.32,5.4,1000.0,5.6,1000.0,33019869,5367199.0,20830237.0,58805.0,1.224842065,1.224842068,1.224842070,1.224842063,1.224842069,1.224842113,1.224842110,1.224842114,1.224842111,1.224842073,1.224842071,1.224842064,1.224842062,1.224842149,1.224842074
AFC Champions League,2024-02-14,07:00:00,Jeonbuk Motors,Pohang Steelers,2.16,2.24,3.9,4.2,3.2,3.45,2.6,2.82,1.55,1.63,1.34,1.39,3.55,3.95,1.08,1.11,10.0,14.5,3.0,11.0,1.1,1.18,2.86,3.35,1.43,1.54,1.68,1.77,2.3,2.48,1.23,1.3,4.3,5.4,1.07,1.18,4.3,15.0,1.03,1.1,4.3,55.0,1.01,1.04,1.01,1000.0,1.01,1.04,11.5,1000.0,1.01,1.04,12.0,1000.0,2.02,2.16,1.86,1.97,8.4,10.5,10.5,13.0,7.2,980.0,8.6,980.0,7.0,8.0,6.6,7.6,15.0,18.5,8.4,980.0,11.0,13.5,10.0,12.5,6.8,980.0,8.6,980.0,7.2,30.0,7.2,30.0,8.2,980.0,9.4,980.0,6.8,25.0,8.6,980.0,9.6,1000.0,33016206,2224159.0,1363823.0,58805.0,1.224788239,1.224788242,1.224788244,1.224788237,1.224788243,1.224788253,1.224788249,1.224788195,1.224788250,1.224788247,1.224788245,1.224788235,1.224788236,1.224788238,1.224788248
Friendly Matches,2024-02-14,07:30:00,Paide Linnameeskond,FS Metta/Lu,1.49,1.57,3.0,16.5,4.6,25.0,3.7,8.8,1.15,1.21,2.12,3.5,1.6,1.9,1.34,1.54,1.9,4.3,4.5,75.0,1.01,1.03,4.4,75.0,1.06,1.2,2.66,5.9,1.24,1.29,2.18,2.72,1.58,1.84,1.66,1.76,2.3,2.74,1.31,1.36,3.6,5.8,1.1,1.3,4.3,10.5,1.05,1.15,4.3,20.0,1.02,1.08,7.8,50.0,1.4,1.47,2.78,3.5,2.18,75.0,2.16,980.0,2.2,980.0,2.22,1000.0,2.1,980.0,2.04,980.0,2.1,980.0,2.18,980.0,2.04,980.0,1.98,980.0,2.04,980.0,2.14,980.0,2.06,980.0,2.0,980.0,2.06,980.0,2.16,980.0,2.16,55.0,2.06,980.0,2.22,1000.0,33018932,5407316.0,14130729.0,58805.0,1.224830378,1.224830381,1.224830383,1.224830376,1.224830382,1.224830517,1.224830423,1.224830518,1.224830424,1.224830386,1.224830384,1.224830377,1.224830375,1.224830553,1.224830387
Turkish Ladies,2024-02-14,08:00:00,Dudullu SK (W),Telsizspor (W),1.61,5.5,1.61,8.4,3.4,5.5,1.01,1000.0,1.2,1.6,1.4,2.0,1.01,1000.0,1.1,1.3,4.3,980.0,5.1,21.0,1.06,1.17,2.62,21.0,1.11,1.61,1.57,2.04,1.98,2.76,1.1,2.04,1.98,12.5,1.1,2.04,1.98,12.5,1.05,1.14,1.98,110.0,1.01,1.06,1.98,110.0,1.01,1.04,8.0,970.0,1.01,1.02,8.0,1000.0,1.1,980.0,1.1,980.0,6.0,980.0,3.5,1000.0,4.5,1000.0,6.8,1000.0,3.6,1000.0,5.4,1000.0,5.0,1000.0,6.6,1000.0,4.0,1000.0,4.4,1000.0,8.0,1000.0,14.5,1000.0,3.3,1000.0,4.4,1000.0,8.4,1000.0,34.0,1000.0,1.2,1000.0,2.4,1000.0,1.07,1000.0,33019951,42301620.0,44365752.0,58805.0,1.224841470,1.224841473,1.224841475,1.224841468,1.224841474,1.224841518,1.224841515,1.224841519,1.224841516,1.224841478,1.224841476,1.224841469,1.224841467,1.224841554,1.224841479
Thai League 1,2024-02-14,08:00:00,Buriram Utd,Sukhothai,1.26,1.31,9.8,14.5,6.6,8.4,4.2,5.4,1.23,1.32,1.72,1.95,2.06,2.4,1.21,1.33,4.0,5.8,3.5,36.0,1.03,1.04,2.78,36.0,1.11,1.4,2.78,3.6,1.42,1.56,1.71,1.94,2.06,2.42,1.3,1.41,3.35,4.7,1.12,1.25,3.4,9.4,1.03,1.13,5.0,34.0,1.01,1.05,5.0,100.0,1.01,1.02,8.8,1000.0,1.91,2.1,1.91,2.1,4.7,980.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,3.9,14.0,4.2,980.0,4.9,980.0,4.2,1000.0,3.7,11.5,9.2,980.0,4.7,980.0,4.2,1000.0,3.75,12.5,4.1,980.0,4.7,980.0,2.7,1000.0,2.36,4.2,15.0,1000.0,2.44,1000.0,33002833,7039295.0,10915417.0,58805.0,1.224570845,1.224570848,1.224570850,1.224570843,1.224570849,1.224570893,1.224570890,1.224570894,1.224570891,1.224570853,1.224570851,1.224570844,1.224570842,1.224570929,1.224570854
Azerbaijan 1st Division,2024-02-14,08:00:00,Energetik Mingechevir,Moik Baku,3.4,42.0,1.27,1.78,3.65,7.0,1.01,1000.0,1.15,1.55,1.4,2.0,2.0,1000.0,1.06,1.3,4.3,980.0,3.5,26.0,1.04,1.05,1.75,26.0,1.14,1.4,1.75,3.5,1.4,2.34,1.3,2.0,2.0,6.0,1.1,1.45,2.0,11.0,1.04,1.12,8.8,110.0,1.01,1.07,8.8,110.0,1.01,1.04,9.2,1000.0,1.01,1.04,9.2,1000.0,1.92,1000.0,1.1,2.08,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,5.0,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.55,1000.0,1.55,1000.0,1.1,1000.0,33018325,12152001.0,12533083.0,58805.0,1.224823040,1.224823043,1.224823045,1.224823038,1.224823044,1.224823088,1.224823085,1.224823089,1.224823086,1.224823048,1.224823046,1.224823039,1.224823037,1.224823124,1.224823049
