League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Austrian Landesliga,2026-06-03,13:00:00,SV Anthering,SV Burmoos,1.6,44.0,1.24,44.0,3.7,950.0,1.32,990.0,1.13,4.1,1.52,1000.0,1.11,2.9,1.05,500.0,1.05,500.0,1.05,500.0,1.05,900.0,1.05,500.0,1.03,95.0,1.05,500.0,1.05,500.0,1.05,500.0,1.05,500.0,1.05,500.0,1.05,500.0,1.05,500.0,1.05,500.0,1.05,500.0,1.05,500.0,1.55,500.0,1.05,500.0,1.06,1000.0,35679867.0,13585951.0,13092211.0,58805.0,1.258845804,1.258845814,1.258845803,1.258845813,1.01,1000.0,1.01,20.0,1.32,55.0,1.02,1.05,1.32,55.0,1.13,1.18,1.37,5.2,1.14,2.68,1.02,1.38,1.258845795,1.258845807,1.258845808,1.258845818
Austrian Landesliga,2026-06-03,13:30:00,SV Spittal/Drau,KAC 1909,1.01,600.0,1.01,870.0,1.01,950.0,1.24,110.0,1.01,6.0,1.11,1000.0,1.11,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,35677128.0,6491600.0,10771621.0,58805.0,1.258847817,1.25884782,1.258847864,1.258847865,1.01,1000.0,1.01,20.0,1.15,1000.0,1.01,970.0,1.1,970.0,1.15,1.2,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.258847866,1.258847827,1.258847818,1.258847819
Austrian Landesliga,2026-06-03,13:30:00,FC Hard,SC Rothis,3.0,4.2,1.9,2.26,3.45,4.7,2.18,3.0,1.5,1.85,1.53,1.74,2.34,2.88,4.7,26.0,4.2,16.0,4.3,17.5,4.7,28.0,4.5,21.0,3.8,11.0,3.95,12.5,4.5,22.0,4.9,34.0,4.3,17.5,4.3,17.5,4.8,32.0,5.3,900.0,5.0,42.0,5.0,110.0,5.3,500.0,4.9,34.0,3.85,11.5,5.6,960.0,35679903.0,3258137.0,15242213.0,58805.0,1.258845383,1.258845393,1.258845382,1.258845392,3.3,5.0,1.25,1.43,1.15,55.0,1.02,1.08,4.1,6.6,1.2,1.27,1.79,2.12,1.31,1.46,1.27,1.38,1.258845374,1.258845386,1.258845387,1.258845397
Swedish Division 1,2026-06-03,14:00:00,BK Olympic,Lunds BK,2.36,2.76,2.64,3.35,3.2,4.4,2.18,2.72,1.58,1.85,1.27,1.93,2.08,1000.0,3.2,25.0,3.55,17.5,3.2,23.0,3.4,48.0,3.5,16.0,5.1,10.5,3.4,14.0,3.45,60.0,3.15,21.0,3.45,15.0,3.7,970.0,3.5,75.0,3.35,38.0,3.45,55.0,3.5,75.0,3.6,580.0,3.45,1000.0,3.6,22.0,3.65,960.0,35660558.0,5618747.0,4638301.0,58805.0,1.258699771,1.258699781,1.25869977,1.25869978,3.3,4.5,1.29,1.43,14.5,26.0,1.04,1.07,4.5,6.2,1.19,1.21,1.46,1.61,1.58,1.72,1.3,1.38,1.258699762,1.258699774,1.258699775,1.258699785
Austrian Landesliga,2026-06-03,14:00:00,TSV Grafenstein,Dellach/Gail,1.08,600.0,1.08,870.0,1.08,100.0,1.24,110.0,1.01,6.0,1.11,1000.0,1.11,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.04,1000.0,35676874.0,11691826.0,24661596.0,58805.0,1.258829331,1.258829341,1.25882933,1.25882934,1.01,1000.0,1.01,20.0,1.15,55.0,1.02,970.0,1.1,970.0,1.1,1.14,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.258829322,1.258829334,1.258829335,1.258829366
Swedish Division 1,2026-06-03,14:30:00,Vasalunds IF,FC Jarfalla,1.63,1.8,4.4,5.5,4.3,5.0,2.5,3.1,1.47,1.67,1.56,1.73,2.36,2.78,5.0,70.0,5.0,65.0,5.4,140.0,5.7,700.0,7.6,14.5,6.2,15.0,4.8,950.0,5.4,700.0,7.0,15.0,6.2,15.0,4.7,22.0,5.5,700.0,10.5,21.0,4.5,19.0,5.1,48.0,5.5,580.0,3.2,7.0,5.8,1000.0,5.9,1000.0,35657911.0,2996873.0,39685139.0,58805.0,1.258672337,1.258672347,1.258672336,1.258672346,3.45,5.2,1.24,1.41,1.15,55.0,1.02,1.08,5.4,6.4,1.19,1.21,1.22,1.29,2.24,2.6,1.25,1.31,1.258672328,1.25867234,1.258672341,1.258672351
Argentinian Primera C,2026-06-03,15:30:00,Sacachispas,AD Berazategui,3.1,3.4,2.64,3.05,2.9,3.05,1.45,1.59,2.72,3.3,2.08,2.46,1.68,1.93,6.2,8.4,6.2,8.2,14.5,20.0,16.5,100.0,7.2,9.6,6.0,7.4,10.5,14.5,22.0,95.0,14.5,23.0,12.5,17.0,19.0,27.0,28.0,460.0,7.2,900.0,27.0,160.0,7.2,540.0,38.0,500.0,7.2,600.0,8.4,120.0,7.6,1000.0,35679725,5985091.0,9544209.0,58805.0,1.258848633,1.258848636,1.258848680,1.258848681,2.4,2.64,1.61,1.71,6.2,8.8,1.13,1.18,2.42,2.74,1.58,1.69,1.49,1.6,1.42,1.48,1.48,1.53,1.258848682,1.258848643,1.258848634,1.258848635
Bolivian Liga de Futbol Profesional,2026-06-03,19:00:00,CD Gualberto Villarroel,Real Tomayapo,1.56,1.65,1.04,6.4,4.2,5.6,2.84,3.3,1.44,1.53,1.11,1000.0,1.11,1000.0,1.83,950.0,4.2,950.0,4.2,500.0,4.2,500.0,7.6,970.0,3.7,970.0,4.2,950.0,4.2,500.0,7.6,970.0,5.8,970.0,6.0,970.0,4.2,500.0,10.5,970.0,8.4,970.0,8.2,500.0,1.86,580.0,1.87,29.0,4.2,600.0,1.87,1000.0,35672478,61511713.0,25238903.0,58805.0,1.258786468,1.258786478,1.258786467,1.258786477,4.5,5.0,1.25,1.29,1.15,50.0,1.02,1.05,1.1,970.0,1.14,1.18,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.258786459,1.258786471,1.258786472,1.258786482
US USL League One,2026-06-03,20:30:00,Greenville Triumph SC,Forward Madison FC,2.06,2.32,3.5,4.1,3.35,3.9,1.88,2.12,1.89,2.14,1.74,1.9,2.1,2.34,4.6,17.0,4.4,15.0,5.2,32.0,5.8,85.0,4.0,11.0,3.7,9.2,4.6,18.0,5.6,55.0,4.4,15.5,4.0,11.5,4.7,20.0,5.7,60.0,5.2,32.0,5.1,27.0,5.5,44.0,5.9,110.0,4.5,1000.0,5.5,1000.0,6.2,1000.0,35677031,24099554.0,23772470.0,58805.0,1.258864801,1.258864804,1.258864848,1.258864849,3.15,3.6,1.39,1.46,1.02,17.0,1.07,1.1,3.65,4.6,1.3,1.36,1.33,1.4,1.76,1.94,1.34,1.43,1.258864850,1.258864811,1.258864802,1.258864803
US USL League One,2026-06-03,20:30:00,FC Naples,Charlotte Independence,3.05,4.0,2.1,2.46,3.4,4.3,2.12,2.42,1.71,1.89,1.58,1.79,2.26,2.72,14.0,22.0,9.4,14.0,12.0,18.5,4.6,34.0,12.0,18.5,6.8,10.0,8.6,13.0,17.0,26.0,19.5,30.0,11.0,17.0,12.0,18.0,4.7,36.0,5.0,65.0,4.8,42.0,4.8,48.0,5.0,80.0,21.0,30.0,11.0,15.5,5.4,1000.0,35677034,81508417.0,9353979.0,58805.0,1.258864690,1.258864693,1.258864737,1.258864738,3.4,4.0,1.34,1.41,13.5,21.0,1.05,1.07,4.2,5.4,1.23,1.3,1.69,1.91,1.38,1.49,1.3,1.38,1.258864739,1.258864700,1.258864691,1.258864692
US United Soccer League,2026-06-03,21:00:00,Birmingham Legion FC,Louisville FC,4.1,4.5,1.87,1.93,4.0,4.2,2.16,2.26,1.8,1.87,1.74,1.84,2.2,2.36,15.5,18.0,9.2,10.5,11.0,12.5,19.0,22.0,15.5,18.0,8.4,9.2,9.4,10.5,17.0,19.0,30.0,34.0,15.0,20.0,16.5,19.0,28.0,32.0,44.0,95.0,10.5,55.0,46.0,55.0,48.0,90.0,36.0,55.0,10.0,11.0,12.5,1000.0,35669043,23254091.0,9524915.0,58805.0,1.258764543,1.258764553,1.258764542,1.258764552,3.5,3.75,1.36,1.4,15.0,21.0,1.05,1.07,4.3,4.8,1.27,1.3,2.06,2.16,1.28,1.32,1.31,1.33,1.258764534,1.258764546,1.258764547,1.258764557
Bolivian Liga de Futbol Profesional,2026-06-03,21:00:00,Real Potosi,Club ABB,1.72,1.8,4.5,4.9,4.4,4.8,2.74,3.0,1.5,1.58,1.55,1.66,2.5,2.82,15.0,34.0,6.2,28.0,6.8,46.0,6.8,110.0,13.0,17.0,9.4,12.0,15.0,18.5,7.0,50.0,13.0,16.0,8.4,10.5,12.5,18.5,6.8,48.0,15.0,18.0,14.5,18.0,6.0,28.0,6.8,70.0,6.4,8.2,13.0,38.0,6.8,450.0,35675690,2295425.0,99170864.0,58805.0,1.258820523,1.258820526,1.258820570,1.258820571,4.1,4.7,1.27,1.33,13.0,36.0,1.03,1.05,6.0,7.4,1.17,1.2,1.26,1.29,2.24,2.38,1.27,1.3,1.258820572,1.258820533,1.258820524,1.258820525
US USL League One,2026-06-03,21:30:00,Corpus Christi,Portland Hearts of Pine,2.48,2.94,2.74,3.2,3.4,4.3,2.02,2.26,1.8,1.99,1.67,1.8,2.24,2.48,3.1,970.0,3.35,970.0,3.2,24.0,3.5,55.0,3.3,970.0,3.45,970.0,3.35,970.0,3.4,36.0,3.15,21.0,3.3,970.0,3.1,970.0,3.45,46.0,3.45,44.0,3.35,32.0,3.45,44.0,3.6,90.0,3.7,1000.0,3.7,1000.0,3.75,1000.0,35677033,19070720.0,82600643.0,58805.0,1.258864911,1.258864914,1.258864958,1.258864959,3.25,3.7,1.37,1.43,1.02,19.0,1.06,1.09,3.85,4.6,1.28,1.34,1.47,1.58,1.54,1.68,1.34,1.42,1.258864960,1.258864921,1.258864912,1.258864913
