League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Australian A-League Men,2024-01-04,05:45:00,Adelaide United,Wellington Phoenix,2.0,2.04,3.75,3.85,4.1,4.3,3.95,4.6,1.28,1.34,1.68,1.85,2.18,2.48,1.2,1.28,4.6,6.0,23.0,36.0,1.03,1.05,6.2,8.2,1.14,1.2,2.8,3.1,1.48,1.55,1.76,1.88,2.14,2.32,1.31,1.36,3.85,4.2,1.12,1.16,7.4,9.4,1.04,1.07,16.5,26.0,1.02,1.03,36.0,110.0,1.01,1.01,55.0,1000.0,1.49,1.54,2.84,3.05,25.0,28.0,21.0,26.0,30.0,34.0,34.0,70.0,15.0,17.0,9.4,10.5,15.0,15.5,30.0,36.0,15.0,17.0,10.0,11.0,13.5,14.5,30.0,36.0,23.0,25.0,16.0,17.5,21.0,24.0,42.0,50.0,7.2,8.4,18.0,21.0,16.0,980.0,32895855,571273.0,2469649.0,58805.0,1.222882499,1.222882585,1.222882586,1.222882587,1.222882501,1.222882502,1.222882503,1.222882504,1.222882505,1.222882506,1.222882507,1.222882508,1.222882509,1.222882578,1.222882500
Algerian U21,2024-01-04,06:00:00,JS Saoura U21,USM Khenchela U21,1.19,1.28,4.5,1000.0,4.6,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.02,980.0,1.01,1.06,1.08,980.0,1.01,21.0,1.08,980.0,1.01,21.0,1.08,980.0,1.02,21.0,1.05,1000.0,1.02,55.0,1.03,980.0,1.02,980.0,1.01,1000.0,1.02,1000.0,1.01,1000.0,1.02,1000.0,1.01,980.0,1.02,1000.0,1.04,1000.0,1.01,1000.0,1.03,1000.0,2.7,1000.0,2.36,1000.0,3.65,1000.0,2.6,1000.0,3.1,1000.0,3.8,1000.0,7.6,1000.0,2.9,1000.0,3.45,1000.0,5.0,1000.0,8.4,1000.0,4.7,1000.0,5.1,1000.0,9.0,1000.0,14.5,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,32912584,7671273.0,38991081.0,58805.0,1.223159747,1.223159750,1.223159752,1.223159745,1.223159751,1.223159795,1.223159792,1.223159796,1.223159793,1.223159755,1.223159753,1.223159746,1.223159744,1.223159831,1.223159756
Spanish Primera Division RFEF Group 2,2024-01-04,07:30:00,Granada B,Melilla UD,2.16,2.34,3.7,4.3,3.1,3.3,1.01,980.0,1.55,980.0,1.27,1.38,1.05,110.0,1.06,1000.0,1.01,980.0,2.44,980.0,1.01,1.69,2.44,2.98,1.56,1.69,1.51,1.66,2.52,2.98,1.13,1.66,2.52,9.4,1.05,1.66,2.52,55.0,1.02,1.66,2.52,980.0,1.01,1.66,2.52,1000.0,1.01,1.65,2.52,1000.0,1.01,1.65,2.52,1000.0,2.08,2.48,1.67,1.91,7.2,9.6,8.4,980.0,5.6,980.0,6.4,980.0,5.9,7.8,6.0,8.0,5.1,980.0,6.4,980.0,10.0,980.0,4.7,980.0,5.6,980.0,6.6,980.0,5.8,980.0,5.8,980.0,6.4,980.0,6.8,1000.0,5.8,980.0,6.6,980.0,7.0,1000.0,32906912,7602492.0,27275217.0,58805.0,1.223071397,1.223071400,1.223071402,1.223071395,1.223071401,1.223071445,1.223071442,1.223071446,1.223071443,1.223071405,1.223071403,1.223071396,1.223071394,1.223071481,1.223071406
Ethiopian Premier League,2024-01-04,09:00:00,Shashemene Kenema,Bahir Dar FC,4.5,1000.0,1.21,110.0,1.06,950.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.21,110.0,1.01,1.12,1.16,110.0,1.01,110.0,1.16,1000.0,1.01,9.4,1.08,1000.0,1.01,15.5,1.05,1000.0,1.01,26.0,1.02,1000.0,1.01,110.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.04,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,4.1,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,12.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,32913248,61940133.0,27668210.0,58805.0,1.223169573,1.223169577,1.223169580,1.223169569,1.223169578,1.223169633,1.223169628,1.223169634,1.223169629,1.223169585,1.223169582,1.223169570,1.223169568,1.223169673,1.223169586
Egyptian Matches,2024-01-04,09:30:00,El Mansoura,Maleyeit Kafr El Zayiat,1.01,1000.0,1.01,1000.0,1.01,950.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.08,6.6,1.18,21.0,1.08,990.0,1.18,21.0,1.08,990.0,1.18,21.0,1.08,990.0,1.18,26.0,1.05,990.0,1.18,55.0,1.02,990.0,1.18,110.0,1.01,990.0,1.18,1000.0,1.01,110.0,1.18,1000.0,1.01,110.0,1.18,1000.0,1.04,1000.0,1.01,1000.0,1.36,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,32913888,5753154.0,26602715.0,58805.0,1.223180467,1.223180470,1.223180472,1.223180465,1.223180471,1.223180515,1.223180512,1.223180516,1.223180513,1.223180475,1.223180473,1.223180466,1.223180464,1.223180552,1.223180476
Greek Super League 2,2024-01-04,10:00:00,Kampaniakos,PAOK B,3.3,3.75,2.3,2.46,3.1,3.5,1.01,980.0,1.01,980.0,1.33,1.52,1.05,1000.0,1.08,1.13,1.01,980.0,2.92,980.0,1.01,1.52,2.92,3.8,1.36,1.52,1.64,1.99,2.0,2.56,1.24,1.37,3.7,5.2,1.06,1.37,3.7,55.0,1.02,1.37,3.7,980.0,1.01,1.37,3.7,980.0,1.01,1.37,3.7,980.0,1.01,1.37,3.7,1000.0,1.78,2.2,1.83,2.28,8.8,12.0,4.4,980.0,11.0,980.0,24.0,36.0,5.0,980.0,6.8,980.0,9.8,12.0,6.4,980.0,6.2,980.0,5.5,980.0,17.0,980.0,7.2,60.0,7.2,100.0,7.2,980.0,7.4,95.0,7.2,980.0,7.4,95.0,15.5,38.0,3.0,1000.0,32898894,10490364.0,42022095.0,58805.0,1.222934588,1.222934591,1.222934593,1.222934586,1.222934592,1.222934636,1.222934633,1.222934637,1.222934634,1.222934596,1.222934594,1.222934587,1.222934585,1.222934672,1.222934597
Friendlies International,2024-01-04,10:30:00,Saudi Arabia,Lebanon,1.3,1.32,13.0,16.0,5.6,6.4,2.7,3.75,1.36,1.45,1.47,1.57,2.74,3.15,1.12,1.16,1.01,9.0,3.8,1000.0,1.01,1.36,3.8,4.5,1.29,1.36,1.97,2.2,1.84,2.04,1.36,1.45,3.2,3.75,1.12,1.45,3.2,10.5,1.04,1.45,3.2,36.0,1.01,1.45,3.2,1000.0,1.01,1.45,3.2,1000.0,1.01,1.45,3.2,1000.0,2.44,2.76,1.57,1.7,6.8,980.0,8.4,980.0,10.0,980.0,10.5,1000.0,6.0,7.2,6.4,14.0,9.0,980.0,10.5,1000.0,6.0,7.2,9.2,11.0,8.8,980.0,10.5,1000.0,8.4,10.0,7.2,980.0,9.2,980.0,10.5,1000.0,4.0,6.4,10.5,1000.0,10.5,1000.0,32903990,51092.0,720025.0,58805.0,1.223024817,1.223024820,1.223024822,1.223024815,1.223024821,1.223024865,1.223024862,1.223024866,1.223024863,1.223024825,1.223024823,1.223024816,1.223024814,1.223024901,1.223024826
English U21 Pro Development League,2024-01-04,10:30:00,Millwall U21,Charlton U21,1.52,1.63,4.6,5.4,5.6,6.4,1.01,6.4,1.01,1.24,1.02,26.0,1.8,55.0,1.33,1.41,2.88,110.0,3.95,110.0,1.01,1.34,3.95,110.0,1.01,1.34,3.95,4.7,1.27,1.34,2.2,2.5,1.66,1.83,1.56,1.7,2.44,2.8,1.25,1.32,4.2,5.0,1.08,1.32,4.2,15.5,1.03,1.32,4.2,110.0,1.01,1.31,4.2,1000.0,1.47,1.53,2.78,3.15,1.4,50.0,1.39,42.0,1.4,60.0,1.42,110.0,2.22,23.0,3.3,20.0,7.4,26.0,1.4,55.0,6.6,18.0,6.0,14.0,6.8,19.5,1.44,36.0,5.2,19.0,6.4,16.5,6.8,20.0,1.44,44.0,2.94,4.1,1.44,23.0,1.42,1000.0,32912714,6751920.0,6808104.0,58805.0,1.223162820,1.223162823,1.223162825,1.223162818,1.223162824,1.223162868,1.223162865,1.223162869,1.223162866,1.223162828,1.223162826,1.223162819,1.223162817,1.223162904,1.223162829
Israeli Liga Bet,2024-01-04,11:00:00,SC Hapoel Segev Shalom,Maccabi Ironi Netivot,1.04,1000.0,1.04,1.79,2.26,950.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.12,55.0,1.02,1.06,1.12,110.0,1.02,990.0,1.11,990.0,1.02,11.0,1.06,990.0,1.02,26.0,1.04,990.0,1.02,55.0,1.03,990.0,1.02,110.0,1.01,990.0,1.02,1000.0,1.01,55.0,1.41,1000.0,1.01,3.4,1.42,1000.0,1.04,1000.0,1.01,1000.0,1.44,1000.0,2.44,1000.0,2.64,1000.0,3.3,1000.0,2.74,1000.0,2.98,1000.0,4.1,1000.0,4.1,1000.0,2.84,1000.0,3.7,1000.0,3.95,1000.0,8.6,1000.0,4.5,1000.0,5.7,1000.0,7.0,1000.0,21.0,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,32913311,42036823.0,6025658.0,58805.0,1.223171681,1.223171684,1.223171686,1.223171679,1.223171685,1.223171729,1.223171726,1.223171730,1.223171727,1.223171689,1.223171687,1.223171680,1.223171678,1.223171765,1.223171690
Algerian U21,2024-01-04,11:00:00,NC Magra U21,ES Setif U21,1.04,1000.0,1.75,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.08,1000.0,1.01,21.0,1.08,1000.0,1.01,21.0,1.08,990.0,1.01,21.0,1.08,1000.0,1.01,26.0,1.05,1000.0,1.01,55.0,1.03,1000.0,1.1,110.0,1.01,1000.0,1.1,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.04,1000.0,1.01,1000.0,1.44,1000.0,2.88,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,5.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,16.5,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,32912583,20077202.0,8067442.0,58805.0,1.223159895,1.223159898,1.223159900,1.223159893,1.223159899,1.223159943,1.223159940,1.223159944,1.223159941,1.223159903,1.223159901,1.223159894,1.223159892,1.223159979,1.223159904
