League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Australian A-League Men,2024-04-01,01:00:00,Macarthur FC,Western Sydney Wanderers,2.7,2.78,2.56,2.58,4.0,4.1,2.88,2.94,1.52,1.53,1.46,1.51,2.96,3.25,25.0,28.0,17.5,18.5,20.0,22.0,32.0,38.0,18.5,20.0,9.6,10.5,11.0,12.0,20.0,22.0,22.0,24.0,11.5,13.0,13.0,13.5,24.0,27.0,38.0,42.0,22.0,24.0,25.0,28.0,40.0,48.0,12.0,13.0,10.5,12.0,30.0,980.0,33117358,36700739.0,6480414.0,58805.0,1.226415192,1.226415196,1.226415271,1.226415193
Italian Serie A,2024-04-01,07:30:00,Bologna,Salernitana,1.28,1.29,16.0,17.0,6.0,6.2,2.18,2.26,1.8,1.84,2.42,2.5,1.67,1.71,18.0,20.0,34.0,42.0,50.0,160.0,140.0,980.0,7.4,7.6,13.0,13.5,50.0,60.0,70.0,330.0,6.4,6.8,10.0,11.0,36.0,42.0,55.0,270.0,8.4,8.8,14.0,15.0,44.0,55.0,110.0,300.0,5.2,5.4,120.0,520.0,27.0,1000.0,33099645,199545.0,60303.0,58805.0,1.226041722,1.226041706,1.226041721,1.226041731
Italian Serie B,2024-04-01,07:30:00,Modena,SSD Bari,2.06,2.14,4.5,4.8,3.1,3.3,1.54,1.71,2.4,2.86,2.16,2.42,1.71,1.87,7.2,9.6,11.0,14.0,24.0,36.0,6.6,980.0,5.9,7.8,6.8,8.2,16.0,22.0,6.4,980.0,9.0,12.0,9.4,12.5,20.0,28.0,6.6,980.0,20.0,28.0,22.0,32.0,6.4,980.0,7.0,980.0,5.5,26.0,6.6,980.0,7.0,1000.0,33117373,60293.0,20830801.0,58805.0,1.226298755,1.2262988,0.0,0.0
Polish Ekstraklasa,2024-04-01,07:30:00,Puszcza Niepolomice,Radomiak Radom,2.84,3.05,2.68,2.84,3.25,3.5,1.74,1.93,2.08,2.36,1.81,2.04,1.97,2.24,9.8,12.5,8.8,12.5,14.0,21.0,5.4,980.0,8.2,13.0,6.8,8.2,10.0,980.0,23.0,38.0,16.0,980.0,9.8,980.0,15.0,20.0,5.2,980.0,4.9,980.0,5.2,980.0,5.0,980.0,5.1,980.0,4.6,980.0,4.6,34.0,5.3,1000.0,33134121,5751503.0,1306561.0,58805.0,1.226581512,1.226581557,0.0,0.0
Polish I Liga,2024-04-01,07:40:00,Znicz Pruszkow,Polonia Warszawa,2.08,2.3,3.55,4.1,3.35,3.8,1.78,1.98,2.02,2.28,1.86,2.02,1.99,2.18,2.16,980.0,2.8,980.0,1.99,980.0,1.81,980.0,4.6,980.0,6.8,980.0,1.9,980.0,1.85,1000.0,2.8,980.0,2.7,980.0,3.45,980.0,1.8,980.0,1.85,1000.0,1.85,1000.0,1.85,1000.0,1.85,1000.0,1.69,980.0,1.79,980.0,1.85,1000.0,33138036,3199858.0,10490469.0,58805.0,1.226667824,1.226667869,1.226667908,1.226667833
Swedish Superettan,2024-04-01,08:00:00,Gefle,Helsingborgs,3.55,3.85,2.1,2.2,3.55,3.9,1.93,2.14,1.88,2.08,1.76,1.87,2.14,2.3,13.0,18.0,9.2,12.5,12.0,16.5,4.7,32.0,13.0,17.5,7.6,8.6,9.6,13.5,19.0,27.0,4.6,32.0,13.5,18.5,16.0,22.0,4.9,44.0,4.8,85.0,4.7,55.0,4.7,65.0,4.9,120.0,4.6,48.0,3.85,16.0,5.0,990.0,33120019,151470.0,764222.0,58805.0,1.226356711,1.226356756,0.0,0.0
Swedish Superettan,2024-04-01,08:00:00,Orebro,Skovde Aik,1.81,1.86,4.5,5.0,4.0,4.2,2.12,2.36,1.74,1.9,1.73,1.88,2.14,2.36,14.0,19.5,15.0,980.0,5.8,980.0,6.4,980.0,8.4,11.5,7.6,10.5,15.0,980.0,6.0,980.0,9.8,13.0,8.4,11.5,15.0,980.0,6.0,980.0,16.0,980.0,14.5,19.5,5.7,980.0,6.2,980.0,4.2,11.0,6.0,980.0,6.6,1000.0,33120050,42617.0,14112862.0,58805.0,1.226356435,1.22635648,0.0,0.0
Belgian First Division A,2024-04-01,08:30:00,Cercle Brugge,Club Brugge,3.6,3.9,2.04,2.12,3.7,4.0,2.12,2.24,1.8,1.9,1.68,1.84,2.2,2.46,14.0,18.5,9.2,12.5,11.5,15.5,20.0,28.0,13.5,18.0,7.8,9.4,9.6,12.0,16.5,22.0,6.4,32.0,12.5,17.0,14.0,18.5,6.6,36.0,6.6,980.0,6.2,980.0,6.4,980.0,7.4,980.0,6.2,38.0,4.8,13.5,7.2,1000.0,33125243,259394.0,10762.0,58805.0,1.226434695,1.226434705,0.0,0.0
English Championship,2024-04-01,08:30:00,Leicester,Norwich,1.71,1.72,5.2,5.3,4.4,4.5,2.48,2.54,1.65,1.67,1.68,1.71,2.4,2.46,21.0,22.0,21.0,24.0,38.0,44.0,80.0,120.0,11.0,11.5,9.4,9.8,18.5,19.5,50.0,55.0,10.5,11.5,9.4,9.6,16.5,18.5,50.0,55.0,16.5,18.0,14.5,15.5,26.0,29.0,70.0,85.0,7.4,7.6,42.0,48.0,220.0,980.0,33135748,48461.0,47998.0,58805.0,1.226620989,1.226620999,1.226620988,1.226620998
Armenian Premier League,2024-04-01,09:00:00,BKMA Yerevan,West Armenia,1.79,480.0,1.52,2.6,1.95,330.0,1.27,26.0,1.05,4.6,1.12,1000.0,1.12,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.55,1000.0,1.01,1000.0,33154361,25763207.0,25189384.0,58805.0,1.226926268,1.226926313,1.226926352,1.226926277
