League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Thai League 1,2025-03-26,08:00:00,Lamphun Warrior,Buriram Utd,8.4,9.8,1.44,1.47,4.9,5.0,2.28,2.46,1.68,1.77,1.95,2.1,1.9,2.06,9.2,46.0,6.0,9.6,7.6,16.5,10.5,180.0,14.0,65.0,10.0,42.0,7.6,20.0,7.2,36.0,10.0,90.0,14.0,75.0,12.5,65.0,14.0,85.0,5.4,300.0,10.0,140.0,10.0,130.0,10.5,160.0,15.0,160.0,5.5,6.4,5.5,1000.0,34139345,12517050.0,7039295.0,58805.0,1.241117902,1.241117947,1.241117986,1.241117911,3.7,3.9,1.35,1.37,6.8,26.0,1.05,1.06,4.6,5.4,1.23,1.28,3.15,3.3,1.12,1.14,1.25,1.26,1.241117903,1.241117905,1.241117906,1.241117950
Turkish 2 Lig,2025-03-26,08:00:00,Adana 1954 FK,1461 Trabzon,1.54,1.65,5.1,7.2,4.2,5.4,1.85,1.99,2.02,2.18,2.12,2.34,1.74,1.9,6.0,90.0,6.4,40.0,4.2,130.0,4.2,230.0,4.1,29.0,4.1,42.0,8.2,55.0,4.2,120.0,4.6,40.0,5.0,40.0,5.9,75.0,4.2,230.0,5.7,900.0,8.2,70.0,2.46,140.0,3.1,580.0,3.05,29.0,4.2,1000.0,2.58,1000.0,34156756,61078081.0,5289229.0,58805.0,1.241380588,1.241380633,1.241380672,1.241380597,3.0,3.35,1.44,1.49,3.3,18.0,1.07,1.1,3.25,3.9,1.35,1.44,1.16,1.21,2.54,2.84,1.25,1.28,1.241380589,1.241380591,1.241380592,1.241380636
Turkish 2 Lig,2025-03-26,08:00:00,Kepez Belediyespor,Tuzlaspor,2.5,2.94,2.78,3.35,3.05,4.1,1.74,1.9,2.12,2.38,1.86,2.06,1.94,2.18,2.34,90.0,4.9,26.0,1.84,48.0,1.74,170.0,2.26,24.0,1.86,42.0,2.0,32.0,1.74,170.0,1.76,21.0,2.2,28.0,1.86,60.0,1.74,230.0,1.85,170.0,1.85,170.0,1.86,220.0,1.87,580.0,1.68,36.0,1.7,1000.0,1.87,1000.0,34156788,5204763.0,8859740.0,58805.0,1.241380228,1.241380273,1.241380312,1.241380237,2.96,3.25,1.46,1.51,1.1,15.5,1.08,1.11,3.1,4.1,1.37,1.46,1.43,1.55,1.52,1.67,1.35,1.48,1.241380229,1.241380231,1.241380232,1.241380276
Turkish 2 Lig,2025-03-26,08:00:00,Giresunspor,Mersin Idman Yurdu,15.5,20.0,1.24,1.31,5.2,8.2,2.02,2.32,1.75,1.98,2.42,3.15,1.54,1.7,4.2,29.0,5.5,8.8,5.0,8.0,3.65,900.0,4.2,50.0,4.2,18.0,4.0,14.5,2.62,19.5,4.2,1000.0,4.2,80.0,2.72,55.0,2.76,70.0,4.2,1000.0,4.2,1000.0,4.2,1000.0,2.84,1000.0,5.7,1000.0,4.2,8.0,2.86,1000.0,34156724,1341524.0,508779.0,58805.0,1.241380948,1.241380993,1.241381032,1.241380957,3.1,4.2,1.36,1.48,2.0,26.0,1.05,1.08,3.6,4.9,1.27,1.34,4.1,5.4,1.05,1.07,1.16,1.22,1.241380949,1.241380951,1.241380952,1.241380996
Turkish 2 Lig,2025-03-26,08:00:00,Iskenderunspor,Erzincanspor,1.44,1.53,7.6,10.0,4.3,5.3,2.0,2.24,1.81,2.0,2.0,2.26,1.79,2.0,7.4,90.0,4.2,60.0,4.2,85.0,4.2,1000.0,4.4,29.0,5.0,42.0,4.2,80.0,4.2,160.0,6.4,40.0,7.6,40.0,6.8,65.0,4.2,150.0,9.6,900.0,5.9,70.0,2.3,100.0,2.64,1000.0,4.1,29.0,4.2,1000.0,2.44,1000.0,34156787,41132394.0,12013618.0,58805.0,1.241380318,1.241380363,1.241380402,1.241380327,3.4,3.65,1.38,1.42,1.1,18.0,1.06,1.09,3.9,4.8,1.27,1.34,1.11,1.15,2.9,3.35,1.25,1.3,1.241380319,1.241380321,1.241380322,1.241380366
Turkish 2 Lig,2025-03-26,08:00:00,Altinordu,Karbel Karakopru,1.43,1.53,6.8,9.8,4.1,5.4,2.0,2.26,1.8,1.99,2.04,2.3,1.77,1.97,2.16,90.0,4.2,65.0,4.2,85.0,4.2,1000.0,2.06,29.0,2.86,42.0,4.2,70.0,4.2,1000.0,4.6,40.0,2.86,40.0,1.83,65.0,4.2,1000.0,2.46,900.0,2.18,70.0,1.85,110.0,1.88,1000.0,4.3,29.0,4.2,1000.0,1.88,1000.0,34156755,5290988.0,56299410.0,58805.0,1.241380678,1.241380723,1.241380762,1.241380687,3.35,3.8,1.36,1.41,4.0,24.0,1.05,1.08,4.0,4.9,1.26,1.33,1.11,1.16,2.88,3.3,1.24,1.29,1.241380679,1.241380681,1.241380682,1.241380726
Turkish 2 Lig,2025-03-26,08:00:00,Somaspor Spor Kulubu,Menemen Belediyespor,3.75,4.8,1.85,2.06,3.5,4.2,1.89,2.1,1.9,2.14,1.84,2.0,2.0,2.2,2.62,90.0,3.85,29.0,2.94,40.0,1.68,900.0,2.66,38.0,3.65,42.0,3.2,40.0,1.69,70.0,1.69,80.0,2.36,42.0,1.68,60.0,2.26,95.0,1.72,240.0,1.72,240.0,1.72,330.0,1.73,580.0,1.72,260.0,2.14,85.0,1.73,1000.0,34156892,25982770.0,5259224.0,58805.0,1.241382382,1.241382427,1.241382466,1.241382391,3.15,3.45,1.41,1.46,10.5,18.0,1.07,1.1,3.5,4.7,1.31,1.39,1.94,2.18,1.27,1.34,1.31,1.4,1.241382383,1.241382385,1.241382386,1.241382430
Turkish 2 Lig,2025-03-26,08:00:00,Halide Edip Adivarspor,Karaman Belediyespor,1.31,1.41,9.0,14.5,4.7,7.0,2.34,3.05,1.49,1.67,1.93,2.14,1.87,2.08,5.3,48.0,4.2,100.0,4.2,1000.0,4.2,1000.0,5.3,29.0,4.9,42.0,4.2,95.0,4.2,1000.0,4.2,22.0,4.8,40.0,5.5,30.0,4.2,1000.0,5.0,900.0,5.7,70.0,5.8,85.0,6.4,1000.0,2.98,15.0,6.6,1000.0,2.68,1000.0,34156727,11780078.0,7692064.0,58805.0,1.241380858,1.241380903,1.241380942,1.241380867,4.2,4.8,1.27,1.31,13.5,36.0,1.03,1.06,4.1,8.2,1.15,1.23,1.07,1.12,3.3,4.3,1.18,1.25,1.241380859,1.241380861,1.241380862,1.241380906
Turkish 2 Lig,2025-03-26,08:00:00,Kirklarelispor,Ankaraspor,2.06,2.3,3.55,4.3,3.2,3.8,1.71,1.84,2.18,2.4,1.92,2.12,1.89,2.1,5.5,29.0,5.8,30.0,7.8,65.0,2.62,210.0,6.4,29.0,4.4,42.0,6.2,36.0,4.0,130.0,5.9,30.0,8.0,40.0,8.4,50.0,4.0,290.0,7.4,900.0,7.6,70.0,3.95,110.0,4.1,580.0,2.78,65.0,2.6,80.0,8.2,1000.0,34156871,5340310.0,508772.0,58805.0,1.241381613,1.241381658,1.241381697,1.241381622,2.84,3.2,1.47,1.55,9.2,14.0,1.09,1.11,3.1,3.7,1.37,1.47,1.33,1.4,1.76,1.94,1.36,1.45,1.241381614,1.241381616,1.241381617,1.241381661
Turkish 2 Lig,2025-03-26,08:00:00,Inegolspor,Fethiyespor,2.52,2.88,3.0,3.45,2.96,3.4,1.59,1.73,2.36,2.7,2.0,2.18,1.84,2.0,4.8,90.0,4.6,23.0,7.0,44.0,4.0,170.0,4.6,20.0,4.2,14.0,5.8,34.0,4.4,170.0,4.0,38.0,4.5,30.0,3.35,55.0,4.1,230.0,2.8,900.0,2.78,80.0,2.54,200.0,2.98,1000.0,2.7,44.0,2.22,1000.0,2.88,1000.0,34156770,1341525.0,5340649.0,58805.0,1.241380498,1.241380543,1.241380582,1.241380507,2.7,2.86,1.54,1.59,1.1,14.5,1.1,1.15,2.76,3.25,1.45,1.55,1.43,1.5,1.53,1.66,1.41,1.5,1.241380499,1.241380501,1.241380502,1.241380546
