League,N1,N2,N3
ALBANIA - SUPERLIGA,D,H,D
ANDORRA - PRIMERA DIVISIÓ,A,H,A
ARGENTINA - LIGA PROFESIONAL,H,A,D
ARGENTINA - PRIMERA NACIONAL,D,A,H
AUSTRIA - 2. LIGA,H,D,A
AUSTRIA - BUNDESLIGA,D,A,H
AZERBAIJAN - PREMIER LEAGUE,A,A,D
BANGLADESH - PREMIER LEAGUE,H,A,D
BELARUS - VYSSHAYA LIGA,H,D,D
BELGIUM - JUPILER PRO LEAGUE,H,D,A
BOLIVIA - DIVISION PROFESIONAL,D,A,A
BRAZIL - BRASILEIRO WOMEN,H,H,H
BRAZIL - SERIE A,A,A,A
BRAZIL - SERIE B,H,D,A
BULGARIA - PARVA LIGA,D,D,H
CANADA - CANADIAN PREMIER LEAGUE,H,H,D
CHILE - PRIMERA DIVISION,A,A,D
CHINA - SUPER LEAGUE,H,H,H
COLOMBIA - PRIMERA A,H,A,H
COSTA RICA - PRIMERA DIVISION,D,A,D
CROATIA - HNL,A,H,A
DOMINICAN REPUBLIC - LDF,H,A,A
ECUADOR - LIGA PRO,H,D,D
EGYPT - PREMIER LEAGUE,A,A,D
ENGLAND - LEAGUE TWO,H,A,A
ENGLAND - PREMIER LEAGUE,H,D,H
ESTONIA - MEISTRILIIGA,H,H,A
FINLAND - VEIKKAUSLIIGA,H,D,D
GEORGIA - CRYSTALBET EROVNULI LIGA,D,H,D
ICELAND - BESTA DEILD KARLA,A,H,A
ITALY - SERIE C,H,H,A
ITALY - SERIE D,H,A,D
MEXICO - LIGA MX,A,H,D
MOLDOVA - SUPER LIGA,A,H,A
MONGOLIA - PREMIER LEAGUE,A,H,A
NETHERLANDS - TWEEDE DIVISIE,D,A,D
NIGERIA - NPFL,D,H,H
NORWAY - OBOS-LIGAEN,D,D,A
PANAMA - LPF,H,D,D
PARAGUAY - PRIMERA DIVISION,H,D,H
PERU - LIGA 1,H,D,H
PHILIPPINES - PFL,A,A,A
POLAND - DIVISION 1,D,D,H
POLAND - EKSTRAKLASA,H,D,D
PORTUGAL - LIGA PORTUGAL,H,H,D
PORTUGAL - LIGA PORTUGAL 2,D,D,D
REPUBLIC OF THE CONGO - LIGUE 1,D,D,D
ROMANIA - LIGA 1,D,H,A
ROMANIA - LIGA 2,D,A,H
RUSSIA - PREMIER LEAGUE,D,A,A
SAN MARINO - CAMPIONATO SAMMARINESE,A,H,A
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,D,A,D
SCOTLAND - CHAMPIONSHIP,D,D,H
SCOTLAND - LEAGUE ONE,H,A,A
SCOTLAND - LEAGUE TWO,H,H,H
SCOTLAND - PREMIERSHIP,D,H,D
SENEGAL - LIGUE 1,H,A,A
SINGAPORE - PREMIER LEAGUE,H,D,H
SLOVAKIA - NIKE LIGA,A,D,H
SLOVENIA - PRVA LIGA,D,D,H
SOUTH KOREA - K LEAGUE 1,H,D,D
SOUTH KOREA - K LEAGUE 2,D,H,A
SPAIN - LALIGA2,A,A,H
SPAIN - PRIMERA RFEF,D,A,D
SPAIN - SEGUNDA RFEF,A,H,H
SWEDEN - ALLSVENSKAN,H,A,D
SWEDEN - SUPERETTAN,A,A,A
SWITZERLAND - CHALLENGE LEAGUE,A,A,H
SWITZERLAND - SUPER LEAGUE,D,H,H
THAILAND - THAI LEAGUE 1,D,A,H
URUGUAY - PRIMERA DIVISION,D,A,D
USA - MLS,A,H,A
USA - USL CHAMPIONSHIP,D,A,D
UZBEKISTAN - SUPER LEAGUE,A,A,A
VENEZUELA - LIGA FUTVE,D,A,A
