League,N1,N2,N3
ARGENTINA - COPA DE LA LIGA PROFESIONAL,Under25,Under25,Over25
ARGENTINA - PRIMERA NACIONAL,Under25,Under25,Under25
ARMENIA - PREMIER LEAGUE,Over25,Over25,Over25
AUSTRIA - 2. LIGA,Under25,Over25,Over25
AZERBAIJAN - PREMIER LEAGUE,Over25,Under25,Under25
BAHRAIN - PREMIER LEAGUE,Over25,Under25,Under25
BELARUS - VYSSHAYA LIGA,Over25,Under25,Under25
BELGIUM - CHALLENGER PRO LEAGUE,Under25,Over25,Over25
BELGIUM - JUPILER PRO LEAGUE,Under25,Under25,Under25
BRAZIL - SERIE B,Under25,Under25,Under25
CANADA - CANADIAN PREMIER LEAGUE,Over25,Over25,Under25
CHINA - SUPER LEAGUE,Over25,Over25,Under25
COLOMBIA - PRIMERA A,Under25,Under25,Under25
ECUADOR - LIGA PRO,Under25,Under25,Under25
FINLAND - VEIKKAUSLIIGA,Over25,Over25,Over25
GEORGIA - CRYSTALBET EROVNULI LIGA,Under25,Over25,Over25
GHANA - PREMIER LEAGUE,Over25,Under25,Over25
INDIA - ISL,Under25,Over25,Over25
INDONESIA - LIGA 1,Under25,Under25,Under25
IRELAND - PREMIER DIVISION,Under25,Under25,Over25
ITALY - SERIE C,Under25,Under25,Under25
MEXICO - LIGA MX,Over25,Under25,Over25
MONGOLIA - PREMIER LEAGUE,Under25,Under25,Over25
NETHERLANDS - EERSTE DIVISIE,Under25,Over25,Over25
PANAMA - LPF,Under25,Under25,Over25
PARAGUAY - PRIMERA DIVISION,Over25,Under25,Under25
PERU - LIGA 1,Over25,Over25,Over25
POLAND - DIVISION 1,Under25,Under25,Over25
POLAND - EKSTRAKLASA,Under25,Over25,Under25
PORTUGAL - LIGA PORTUGAL,Over25,Under25,Under25
PORTUGAL - LIGA PORTUGAL 2,Under25,Under25,Over25
QATAR - QSL,Over25,Over25,Over25
ROMANIA - LIGA 1,Under25,Under25,Over25
ROMANIA - LIGA 2,Under25,Under25,Over25
RUSSIA - PREMIER LEAGUE,Over25,Under25,Under25
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Over25,Over25,Under25
SCOTLAND - LEAGUE ONE,Over25,Over25,Under25
SERBIA - SUPER LIGA,Over25,Under25,Over25
SLOVAKIA - NIKE LIGA,Over25,Under25,Under25
SPAIN - LALIGA2,Under25,Over25,Over25
SWITZERLAND - CHALLENGE LEAGUE,Over25,Under25,Over25
THAILAND - THAI LEAGUE 1,Over25,Under25,Under25
UZBEKISTAN - SUPER LEAGUE,Under25,Under25,Under25
