League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
ENGLAND - PREMIER LEAGUE,13/05/2023,08:30,Leeds,Newcastle,4.33,4.2,1.7
ITALY - SERIE A,13/05/2023,10:00,Salernitana,Atalanta,4.75,4.2,1.65
FRANCE - LIGUE 2,13/05/2023,10:00,Quevilly Rouen,Bordeaux,4.5,3.3,1.8
SLOVAKIA - FORTUNA LIGA,13/05/2023,11:30,Banska Bystrica,Slovan Bratislava,4.18,3.92,1.78
NORWAY - ELITESERIEN,13/05/2023,12:00,Sarpsborg 08,Brann,3.6,3.5,2.0
SWEDEN - ALLSVENSKAN,13/05/2023,12:30,Varberg,Norrkoping,3.6,3.75,1.95
ITALY - SERIE A,13/05/2023,13:00,Spezia,AC Milan,4.2,3.5,1.91
SWITZERLAND - SUPER LEAGUE,13/05/2023,13:00,Grasshoppers,Luzern,3.75,3.75,1.91
