League,N1,N2,N3
ALBANIA - SUPERLIGA,Over05,Over05,Over05
CAMEROON - ELITE ONE,Over05,Over05,Over05
EGYPT - PREMIER LEAGUE,Over05,Over05,Over05
ENGLAND - PREMIER LEAGUE,Over05,Over05,Over05
INDIA - I-LEAGUE,Over05,Over05,Over05
INDIA - ISL,Over05,Under05,Over05
IRAQ - SUPER LEAGUE,Over05,Over05,Over05
MEXICO - LIGA MX,Over05,Over05,Over05
MOROCCO - BOTOLA PRO,Over05,Over05,Over05
NETHERLANDS - EREDIVISIE,Over05,Over05,Over05
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Over05,Over05,Over05
SLOVENIA - PRVA LIGA,Over05,Over05,Over05
SPAIN - COPA DEL REY,Over05,Over05,Over05
URUGUAY - PRIMERA DIVISION,Over05,Over05,Over05
