League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
9525,2023-07-15,00:10:00,3,Tijuana,Cruz Azul,2.22,3.15,2.76,1.04,12.0,1.3,3.5,1.72,1.82,3.3,1.33,6.5,1.11,1.72,2.1
Japan J1 League,2023-07-15,01:00:00,21,Consadole Sapporo,Albirex Niigata,1.65,3.95,3.7,1.02,12.0,1.15,4.75,1.75,1.93,2.29,1.55,3.8,1.22,1.52,2.35
Japan J2 League,2023-07-15,06:00:00,26,Tokyo Verdy,Tokushima Vortis,1.54,3.55,5.1,1.1,6.0,1.44,2.4,2.13,1.63,4.2,1.2,7.9,1.04,2.1,1.7
South Korea K League 1,2023-07-15,07:00:00,23,Suwon Bluewings,Ulsan,4.65,3.55,1.58,1.06,8.0,1.3,3.4,1.82,1.88,3.25,1.33,6.0,1.11,1.82,1.94
Japan J2 League,2023-07-15,07:00:00,26,Renofa Yamaguchi,Iwaki,2.48,3.2,2.42,1.04,7.9,1.36,2.95,2.04,1.69,4.0,1.22,7.3,1.05,1.85,1.9
Japan J1 League,2023-07-15,07:00:00,21,Yokohama F. Marinos,Kawasaki Frontale,2.1,3.8,2.57,1.03,11.0,1.17,4.75,1.75,1.93,2.15,1.62,4.0,1.22,1.47,2.55
South Korea K League 2,2023-07-15,07:00:00,21,Cheonan City,Cheongju,2.87,3.1,2.2,1.03,7.9,1.34,2.88,1.91,1.73,3.65,1.22,7.2,1.05,1.83,1.83
South Korea K League 1,2023-07-15,07:30:00,23,Gangwon,FC Seoul,3.7,3.2,1.83,1.08,7.0,1.4,2.75,1.98,1.73,4.0,1.22,7.5,1.07,1.95,1.81
South Korea K League 2,2023-07-15,07:30:00,21,Gimpo Citizen,Sangju Sangmu,4.03,3.5,1.87,1.05,11.0,1.32,3.1,2.0,1.75,3.4,1.27,6.25,1.09,1.87,1.89
South Korea K League 2,2023-07-15,07:30:00,21,Ansan Greeners,Bucheon 1995,2.95,3.2,2.1,1.02,8.7,1.29,3.18,1.75,1.89,3.28,1.27,6.35,1.07,1.75,1.92
South Korea K League 1,2023-07-15,08:00:00,23,Gwangju,Daegu,2.09,3.05,3.1,1.07,7.5,1.4,2.75,2.07,1.67,4.0,1.22,7.5,1.07,1.87,1.89
