League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
China Chinese Super League,2023-05-23,08:35:00,9,Chengdu Better City FC,Shanghai Shenhua,1.83,3.45,3.8,1.04,8.5,1.3,3.15,1.9,1.74,3.15,1.3,5.8,1.1,1.86,1.9
China Chinese Super League,2023-05-23,08:35:00,9,Beijing Guoan,Shijiazhuang Ever Bright,1.45,4.0,6.2,1.02,8.6,1.31,3.08,1.95,1.7,3.4,1.26,6.55,1.06,2.14,1.66
China Chinese Super League,2023-05-23,08:35:00,9,Changchun Yatai,Qingdao Jonoon,1.79,3.55,3.9,1.03,10.5,1.29,3.4,1.84,1.8,3.2,1.32,6.3,1.1,1.8,1.96
China Chinese Super League,2023-05-23,08:35:00,9,Nantong Zhiyun,Wuhan Three Towns,5.7,3.8,1.51,1.04,9.6,1.33,3.1,1.95,1.7,3.6,1.27,7.2,1.07,2.1,1.7
Bulgaria First League,2023-05-23,11:30:00,3,Lokomotiv Sofia 1929,Slavia Sofia,2.83,2.81,2.38,1.08,6.5,1.37,2.8,2.14,1.51,4.1,1.2,9.2,1.04,2.02,1.76
Slovakia Super Liga,2023-05-23,12:30:00,0,Podbrezová,Ružomberok,2.69,3.2,2.3,1.02,8.9,1.24,3.48,1.74,1.84,2.88,1.34,5.3,1.11,1.63,2.14
Slovakia Super Liga,2023-05-23,12:30:00,0,Dukla Banská Bystrica,Žilina,2.03,3.45,2.9,1.02,17.0,1.14,4.7,1.43,2.31,2.2,1.6,3.74,1.21,1.45,2.55
Egypt Egyptian Premier League,2023-05-23,13:00:00,29,Aswan FC,National Bank of Egypt,2.54,2.84,2.57,1.09,6.0,1.43,2.63,2.22,1.46,4.8,1.18,9.5,1.02,2.0,1.75
Tunisia Ligue 1,2023-05-23,13:00:00,7,ES Tunis,Tataouine,1.15,5.7,13.7,1.03,15.75,1.21,3.97,1.65,1.94,2.69,1.41,4.7,1.15,2.65,1.42
Czech Republic First League,2023-05-23,14:00:00,4,Slovácko,Sparta Praha,3.35,3.3,1.95,1.01,11.0,1.22,3.8,1.69,1.92,2.75,1.39,5.3,1.12,1.64,2.1
Czech Republic First League,2023-05-23,14:00:00,4,Sigma Olomouc,Slavia Praha,5.3,4.05,1.48,1.03,15.5,1.22,4.25,1.62,2.03,2.76,1.45,5.07,1.17,1.78,2.04
Czech Republic First League,2023-05-23,14:00:00,4,Viktoria Plzeň,Bohemians 1905,1.43,4.3,5.55,1.02,10.0,1.19,4.71,1.52,2.21,2.52,1.54,4.51,1.2,1.75,2.08
Bulgaria First League,2023-05-23,14:00:00,3,Arda,Botev Plovdiv,1.84,3.2,3.65,1.04,9.6,1.27,3.4,1.89,1.66,3.3,1.28,6.0,1.1,1.9,1.86
Spain La Liga,2023-05-23,14:30:00,36,Celta de Vigo,Girona FC,2.03,3.35,3.2,1.05,12.0,1.3,3.6,1.8,1.83,3.3,1.35,6.5,1.12,1.75,2.0
Spain La Liga,2023-05-23,14:30:00,36,Real Sociedad,Almería,1.31,4.9,7.65,1.04,14.5,1.24,4.13,1.6,2.1,2.83,1.44,5.2,1.17,1.8,1.95
Egypt Egyptian Premier League,2023-05-23,15:30:00,29,Pharco,Smouha SC,2.5,2.72,2.72,1.11,6.0,1.5,2.38,2.46,1.37,4.75,1.15,11.0,1.04,2.15,1.65
Egypt Egyptian Premier League,2023-05-23,15:30:00,29,Al Ahly,ENPPI,1.27,4.45,8.05,1.03,14.0,1.25,3.6,1.69,1.84,3.0,1.33,5.25,1.13,2.2,1.62
Spain La Liga,2023-05-23,17:00:00,36,Real Valladolid,FC Barcelona,4.95,4.25,1.51,1.02,14.0,1.19,4.5,1.53,2.24,2.65,1.47,5.0,1.17,1.57,2.25
Brazil Serie B,2023-05-23,19:00:00,8,Botafogo SP,Mirassol,2.41,2.9,2.95,1.09,6.5,1.44,2.55,2.34,1.49,4.33,1.18,9.0,1.06,2.05,1.72
Brazil Serie B,2023-05-23,21:30:00,8,Novorizontino,Avaí,1.83,3.15,4.25,1.1,6.5,1.44,2.62,2.28,1.51,4.33,1.2,8.0,1.06,2.1,1.67
Brazil Serie B,2023-05-23,21:30:00,8,ABC,Tombense,2.16,3.1,3.2,1.1,6.5,1.44,2.62,2.29,1.51,4.33,1.2,8.0,1.06,2.05,1.7
