League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
NORWAY - ELITESERIEN,16/05/2023,13:00,Rosenborg,Haugesund,1.62,3.75,5.75
NORWAY - ELITESERIEN,16/05/2023,13:00,Viking,Odd,1.67,4.0,5.0
