League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
TURKEY - SUPER LIG,24/04/2023,14:00,Fenerbahce,Istanbulspor AS,1.22,5.75,11.0
SWEDEN - ALLSVENSKAN,24/04/2023,14:10,Malmo FF,Norrkoping,1.45,4.5,6.5
FRANCE - LIGUE 2,24/04/2023,15:45,Bordeaux,Grenoble,1.73,3.5,5.25
