League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
South Korea K League 1,2023-07-12,07:00:00,22,Ulsan,Incheon United,1.51,3.7,5.1,1.05,10.5,1.32,3.15,1.81,1.89,3.4,1.27,6.25,1.09,1.95,1.75
South Korea K League 1,2023-07-12,07:30:00,22,Suwon Bluewings,Pohang Steelers,4.2,3.3,1.7,1.08,8.5,1.38,2.8,1.95,1.75,3.9,1.22,7.25,1.06,2.0,1.72
South Korea K League 1,2023-07-12,07:30:00,22,FC Seoul,Suwon,1.56,3.7,4.55,1.05,9.0,1.25,3.75,1.64,2.12,3.0,1.36,5.5,1.12,1.85,1.9
South Korea K League 1,2023-07-12,07:30:00,22,Daejeon Citizen,Jeonbuk Motors,3.4,3.35,1.86,1.04,13.0,1.25,3.6,1.78,1.92,2.9,1.35,5.25,1.12,1.68,2.1
China Chinese Super League,2023-07-12,08:35:00,16,Qingdao Jonoon,Shenzhen,2.95,1.46,12.31,1.04,14.0,1.24,3.89,1.76,1.98,2.9,1.39,5.47,1.14,2.26,1.61
China Chinese Super League,2023-07-12,08:35:00,16,Shanghai SIPG,Wuhan Three Towns,4.8,1.31,7.23,1.05,12.0,1.28,3.75,1.98,1.77,3.12,1.37,5.95,1.13,1.75,1.95
China Chinese Super League,2023-07-12,08:35:00,16,Meizhou Hakka,Beijing Guoan,8.29,1.37,3.83,1.04,8.5,1.23,3.84,1.71,2.07,2.83,1.39,5.13,1.14,1.69,2.11
China Chinese Super League,2023-07-12,08:35:00,16,Changchun Yatai,Hangzhou,5.4,1.32,5.91,1.04,14.25,1.24,4.12,1.66,2.15,2.84,1.43,5.25,1.16,1.6,2.2
China Chinese Super League,2023-07-12,08:35:00,16,Nantong Zhiyun,Dalian Yifang,1.53,4.17,4.6,1.07,9.45,1.35,3.23,2.1,1.68,3.68,1.28,7.4,1.09,1.85,1.91
Finland Veikkausliiga,2023-07-12,12:00:00,15,Inter Turku,VPS,1.83,3.76,4.05,1.06,11.25,1.3,3.55,1.87,1.92,3.3,1.34,6.4,1.12,1.77,2.0
Egypt Egyptian Premier League,2023-07-12,14:30:00,33,Al Ittihad,Al Mokawloon,2.63,2.9,2.8,1.05,8.0,1.33,3.0,2.15,1.6,4.0,1.2,8.0,1.05,1.8,1.91
Chile Primera División,2023-07-12,20:00:00,16,Coquimbo Unido,Curicó Unido,1.73,3.4,3.9,1.04,12.0,1.25,3.5,1.85,1.85,3.1,1.32,5.0,1.13,1.67,2.05
USA USL Championship,2023-07-12,20:00:00,0,Indy Eleven,Charleston Battery,2.02,3.35,2.92,1.05,9.0,1.28,3.5,1.86,1.92,3.1,1.33,5.5,1.12,1.68,2.1
USA MLS,2023-07-12,20:30:00,0,New England Revolution,Atlanta United FC,1.72,3.7,3.6,1.02,17.0,1.18,4.75,1.56,2.27,2.4,1.57,4.2,1.22,1.53,2.5
USA MLS,2023-07-12,20:30:00,0,New York RB,FC Cincinnati,1.73,3.35,3.95,1.04,13.25,1.23,3.75,1.94,1.76,2.82,1.38,5.05,1.13,1.63,2.1
USA USL Championship,2023-07-12,20:30:00,0,Detroit City FC,Loudoun United,1.61,3.5,4.65,1.04,12.5,1.28,3.5,1.86,1.92,3.1,1.33,5.4,1.12,1.75,2.0
USA USL Championship,2023-07-12,21:00:00,0,Louisville City,Pittsburgh Riverhounds,1.94,3.2,3.4,1.05,9.0,1.29,3.5,1.86,1.92,3.0,1.36,5.5,1.12,1.7,2.05
USA USL Championship,2023-07-12,21:00:00,0,Louisville City,Pittsburgh Riverhounds,1.94,3.2,3.4,1.05,9.0,1.29,3.5,1.86,1.92,3.0,1.36,5.5,1.12,1.7,2.05
USA MLS,2023-07-12,21:30:00,0,Chicago Fire,Montreal Impact,1.55,3.8,4.55,1.04,10.0,1.25,3.75,1.68,2.05,2.75,1.4,4.75,1.15,1.7,2.05
USA MLS,2023-07-12,21:30:00,0,Houston Dynamo,Minnesota United,1.8,3.65,3.35,1.03,16.75,1.2,4.6,1.55,2.29,2.57,1.51,4.6,1.2,1.58,2.3
USA MLS,2023-07-12,21:30:00,0,Sporting KC,Real Salt Lake,1.8,3.6,3.4,1.04,15.5,1.22,4.4,1.6,2.19,2.67,1.48,4.83,1.19,1.67,2.1
USA MLS,2023-07-12,21:30:00,0,Nashville SC,Philadelphia Union,1.91,3.3,3.3,1.03,13.0,1.28,3.75,1.87,1.83,3.2,1.35,6.0,1.12,1.72,2.05
