League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Mexico Ascenso MX,2023-04-20,00:05:00,17,Raya2,Tepatitlán de Morelos,2.15,3.1,3.1,1.05,8.0,1.33,3.0,1.91,1.74,3.4,1.25,6.5,1.1,1.8,1.91
9186,2023-04-20,08:35:00,2,Wuhan Three Towns,Beijing Guoan,2.0,3.45,3.25,1.05,9.0,1.28,3.5,1.9,1.95,3.2,1.33,5.5,1.12,1.62,2.2
Turkey Süper Lig,2023-04-20,11:00:00,30,Ankaragücü,Giresunspor,2.15,3.45,2.98,1.05,9.75,1.22,3.9,1.72,1.97,2.65,1.4,4.75,1.16,1.6,2.15
Serbia SuperLiga,2023-04-20,12:15:00,30,Čukarički,Partizan,2.9,3.05,2.44,1.05,8.0,1.33,3.0,2.11,1.63,3.4,1.29,6.0,1.09,1.8,1.91
Denmark 1st Division,2023-04-20,13:00:00,4,Næstved,Vejle,3.85,3.5,1.71,1.04,12.5,1.25,3.55,1.69,1.85,2.96,1.35,5.35,1.12,1.8,1.91
Turkey Süper Lig,2023-04-20,14:30:00,30,Sivasspor,Trabzonspor,2.62,3.35,2.38,1.06,9.0,1.29,3.3,1.74,1.9,3.1,1.31,6.0,1.11,1.71,2.0
Egypt Egyptian Premier League,2023-04-20,16:15:00,26,Al Masry,Ismaily SC,2.29,2.73,3.15,1.13,5.5,1.56,2.28,2.71,1.33,5.5,1.13,10.0,1.03,2.38,1.53
Egypt Egyptian Premier League,2023-04-20,16:15:00,26,Ceramica Cleopatra,Al Ittihad,1.99,2.93,3.65,1.05,7.75,1.42,2.6,2.17,1.52,4.3,1.2,9.75,1.03,1.98,1.74
Argentina Prim B Nacional,2023-04-20,19:00:00,12,Deportivo Madryn,Aldosivi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-20,19:00:00,12,Atlético Rafaela,Villa Dálmine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-20,19:00:00,12,Estudiantes Caseros,Deportivo Maipú,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-20,19:00:00,12,Brown de Adrogué,Independiente Rivadavia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-20,19:00:00,12,Quilmes,Chaco For Ever,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-20,19:00:00,12,Gimnasia Jujuy,Club Atlético Mitre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-20,19:00:00,12,Ferro Carril Oeste,Chacarita Juniors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-20,19:00:00,12,Deportivo Riestra,Tristán Suárez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Prim B Nacional,2023-04-20,19:00:00,12,Racing Córdoba,Atlanta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera B,2023-04-20,20:00:00,13,Fortaleza CEIF,Valledupar,1.73,3.35,4.6,1.05,7.0,1.42,2.57,2.29,1.51,4.3,1.16,8.6,1.02,2.16,1.59
Mexico Ascenso MX,2023-04-20,21:00:00,17,Leones Negros de la Universidad de Guadalajara,Dorados,1.8,3.4,3.5,1.03,12.0,1.23,3.5,1.76,1.83,2.95,1.31,5.5,1.11,1.66,1.95
Mexico Ascenso MX,2023-04-20,21:00:00,17,Leones Negros de la Universidad de Guadalajara,Dorados,1.8,3.4,3.5,1.03,12.0,1.23,3.5,1.76,1.83,2.95,1.31,5.5,1.11,1.66,1.95
Colombia Categoria Primera B,2023-04-20,22:05:00,13,Patriotas Boyacá,Cúcuta Deportivo,1.94,3.05,3.95,1.1,6.5,1.44,2.62,2.22,1.54,4.33,1.2,8.0,1.06,2.05,1.7
Mexico Liga MX,2023-04-20,23:05:00,16,Tigres UANL,Puebla,1.42,4.5,7.0,1.01,9.8,1.22,4.0,1.7,2.1,2.8,1.42,4.6,1.14,1.87,1.87
