League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
SERBIA - SUPER LIGA,22/05/2023,13:00,Mladost GAT,Napredak,1.55,3.94,5.8
SERBIA - SUPER LIGA,22/05/2023,13:00,Radnik,Kolubara,1.34,4.7,8.9
DENMARK - SUPERLIGA,22/05/2023,14:00,Nordsjaelland,Randers FC,1.53,4.33,6.0
FRANCE - LIGUE 2,22/05/2023,15:45,Le Havre,Valenciennes,1.53,3.75,6.0
