League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
DENMARK - SUPERLIGA,01/05/2023,14:00,Midtjylland,Silkeborg,1.73,3.75,5.0
POLAND - EKSTRAKLASA,01/05/2023,14:00,Cracovia,Legnica,1.75,3.4,4.0
BRAZIL - SERIE A,01/05/2023,20:00,Vasco,Bahia,1.75,3.75,4.5
