League,N1,N2,N3
AUSTRALIA - A-LEAGUE,H,A,D
BAHRAIN - PREMIER LEAGUE,H,A,D
BULGARIA - PARVA LIGA,D,A,D
DOMINICAN REPUBLIC - LDF,D,H,D
ENGLAND - LEAGUE ONE,A,H,A
ENGLAND - LEAGUE TWO,H,H,A
ENGLAND - PREMIER LEAGUE,D,H,H
GEORGIA - CRYSTALBET EROVNULI LIGA,H,A,H
GHANA - PREMIER LEAGUE,D,H,A
INDIA - ISL,A,D,D
INDONESIA - LIGA 1,D,H,D
ITALY - COPPA ITALIA,H,H,A
MEXICO - LIGA DE EXPANSION MX,D,H,A
NETHERLANDS - EREDIVISIE,D,A,H
NICARAGUA - LIGA PRIMERA,A,H,H
NIGERIA - NPFL,H,D,H
NORTHERN IRELAND - NIFL CHAMPIONSHIP,A,H,D
NORTHERN IRELAND - NIFL PREMIERSHIP,A,D,A
POLAND - DIVISION 1,H,H,H
POLAND - EKSTRAKLASA,D,D,H
PORTUGAL - TAÇA DE PORTUGAL,H,H,A
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,A,H,A
SCOTLAND - CHAMPIONSHIP,H,A,H
SERBIA - PRVA LIGA,A,A,H
SERBIA - SUPER LIGA,H,A,H
SOUTH AMERICA - COPA LIBERTADORES,H,H,D
SOUTH AMERICA - COPA SUDAMERICANA,H,A,A
SOUTH KOREA - K LEAGUE 1,D,D,D
SWEDEN - SUPERETTAN,D,D,A
SWITZERLAND - CHALLENGE LEAGUE,H,H,A
SWITZERLAND - SUPER LEAGUE,H,H,A
THAILAND - THAI LEAGUE 1,H,H,H
