League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
IRELAND - PREMIER DIVISION,30/06/2023,15:45,Dundalk,Shamrock Rovers,4.0,3.75,1.83
MEXICO - LIGA MX,30/06/2023,22:00,Mazatlan FC,Pachuca,4.5,4.0,1.65
