League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
China Chinese Super League,2023-04-26,06:30:00,3,Shijiazhuang Ever Bright,Shanghai SIPG,5.3,4.04,1.63,1.04,14.0,1.25,3.6,1.72,2.0,2.8,1.38,4.75,1.15,1.8,1.96
South Korea K League 1,2023-04-26,07:00:00,9,Gwangju,Jeju United,2.4,3.25,2.83,1.09,6.75,1.43,2.6,2.25,1.58,4.2,1.19,8.75,1.06,2.05,1.68
South Korea K League 1,2023-04-26,07:00:00,9,Gangwon,FC Seoul,2.83,3.25,2.4,1.08,7.0,1.38,2.9,2.15,1.62,4.0,1.22,7.5,1.07,1.87,1.87
South Korea K League 1,2023-04-26,07:30:00,9,Jeonbuk Motors,Daejeon Citizen,1.96,3.6,3.4,1.05,9.0,1.25,3.75,1.86,2.0,3.0,1.36,5.0,1.14,1.8,1.91
South Korea K League 1,2023-04-26,07:30:00,9,Suwon,Daegu,2.53,3.6,2.47,1.06,8.0,1.3,3.3,1.88,1.82,3.3,1.3,6.0,1.11,1.72,2.05
China Chinese Super League,2023-04-26,08:35:00,3,Shanghai Shenhua,Changchun Yatai,1.76,3.15,3.75,1.07,7.0,1.4,2.7,2.41,1.58,3.8,1.22,7.5,1.06,1.98,1.78
China Chinese Super League,2023-04-26,08:35:00,3,Dalian Yifang,Chengdu Better City FC,4.3,3.6,1.73,1.05,12.0,1.29,3.63,1.9,1.91,3.22,1.35,6.2,1.13,1.8,1.95
China Chinese Super League,2023-04-26,08:35:00,3,Shenzhen,Tianjin Teda,3.4,3.35,1.8,1.05,12.25,1.29,3.4,1.84,1.86,3.0,1.33,5.25,1.13,1.7,2.1
China Chinese Super League,2023-04-26,08:35:00,3,Nantong Zhiyun,Henan Jianye,3.1,2.9,2.2,1.08,6.5,1.4,2.7,2.3,1.57,3.8,1.22,7.5,1.06,1.92,1.84
Croatia Prva HNL,2023-04-26,10:00:00,31,Osijek,Istra 1961,1.7,3.6,4.5,1.1,6.5,1.45,2.65,2.35,1.57,4.5,1.18,8.0,1.06,2.2,1.62
Egypt Egyptian Premier League,2023-04-26,11:00:00,27,Ghazl El Mehalla,Smouha SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-04-26,11:00:00,5,CA Bizertin,Hammam-Sousse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-04-26,11:00:00,5,EO Sidi Bouzid,AS Slimane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-04-26,11:00:00,5,Stade Tunisien,Métlaoui,2.0,2.85,4.0,0.0,0.0,1.54,2.33,2.88,1.4,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-04-26,11:00:00,4,Monastir,Club Africain,2.15,2.75,3.65,0.0,0.0,1.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-04-26,11:00:00,2,Novi Pazar,Voždovac,1.78,3.55,4.3,1.03,8.4,1.31,3.04,2.0,1.72,3.48,1.24,6.75,1.06,1.86,1.8
Serbia SuperLiga,2023-04-26,11:00:00,2,Radnički Kragujevac,Vojvodina,2.75,3.0,2.37,1.03,8.0,1.33,2.93,2.1,1.67,3.65,1.22,7.1,1.05,1.81,1.85
Egypt Egyptian Premier League,2023-04-26,12:00:00,24,El Geish,Ghazl El Mehalla,1.95,2.9,4.1,1.06,6.6,1.45,2.48,2.35,1.53,4.6,1.14,9.2,1.02,2.16,1.62
Greece Super League,2023-04-26,12:00:00,6,Volos NFC,Panathinaikos,9.6,5.0,1.29,1.02,15.0,1.2,4.33,1.9,1.96,2.85,1.42,5.0,1.16,2.1,1.67
Croatia Prva HNL,2023-04-26,12:05:00,31,Dinamo Zagreb,Varaždin,1.25,5.25,10.0,1.03,11.0,1.18,4.5,1.62,2.25,2.65,1.45,4.33,1.2,2.1,1.67
Czech Republic First League,2023-04-26,12:30:00,29,Zlín,Bohemians 1905,2.61,3.4,2.25,1.06,8.0,1.29,3.5,1.83,1.97,3.0,1.36,5.5,1.13,1.6,2.26
