League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
SWEDEN - ALLSVENSKAN,25/05/2023,14:00,Degerfors,Hammarby,4.0,3.6,1.91
SWITZERLAND - SUPER LEAGUE,25/05/2023,15:30,Lugano,Young Boys,3.5,4.0,1.95
