League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Mexico Liga MX,2023-04-30,00:05:00,17,Cruz Azul,Santos Laguna,2.0,3.4,3.4,1.04,12.0,1.22,3.8,1.67,2.1,2.63,1.43,4.75,1.15,1.6,2.2
South Korea K League 2,2023-04-30,01:30:00,10,Sangju Sangmu,Gimpo Citizen,2.2,3.24,3.2,1.07,7.0,1.38,2.8,2.1,1.65,3.8,1.22,7.0,1.07,1.83,1.93
South Korea K League 1,2023-04-30,02:00:00,10,Daejeon Citizen,Jeju United,2.41,3.4,2.66,1.05,8.0,1.33,3.1,1.78,1.93,3.6,1.25,6.0,1.09,1.8,1.91
Japan J2 League,2023-04-30,02:00:00,12,Zweigen Kanazawa,Fujieda MYFC,2.88,3.5,2.3,1.04,10.0,1.22,4.0,1.7,2.1,2.62,1.44,4.5,1.17,1.55,2.3
South Korea K League 1,2023-04-30,03:00:00,10,Pohang Steelers,Incheon United,1.87,3.45,3.84,1.03,8.0,1.36,3.0,1.98,1.74,3.75,1.25,7.1,1.05,1.9,1.83
South Korea K League 2,2023-04-30,04:00:00,10,Seoul E-Land,Seongnam,2.65,3.1,2.53,1.08,8.25,1.42,2.7,2.17,1.61,4.33,1.2,7.5,1.05,1.95,1.8
South Korea K League 1,2023-04-30,04:30:00,10,Suwon Bluewings,Daegu,2.38,3.25,2.8,1.08,7.0,1.38,2.9,1.96,1.75,4.0,1.22,7.5,1.07,1.87,1.87
China Chinese Super League,2023-04-30,04:30:00,4,Hangzhou,Chengdu Better City FC,2.5,3.2,2.5,1.05,11.0,1.29,3.5,1.9,1.9,3.24,1.33,6.5,1.11,1.7,2.05
China Chinese Super League,2023-04-30,04:30:00,4,Changchun Yatai,Tianjin Teda,2.3,3.35,2.76,1.04,12.0,1.25,3.74,1.9,1.8,3.0,1.36,6.0,1.13,1.67,2.1
China Chinese Super League,2023-04-30,06:30:00,4,Shenzhen,Henan Jianye,3.48,3.45,1.93,1.05,11.0,1.25,3.74,1.93,1.78,3.0,1.36,6.0,1.13,1.7,2.05
Portugal LigaPro,2023-04-30,07:00:00,30,Belenenses,Sporting Covilhã,2.38,3.25,2.9,1.05,8.0,1.33,3.0,2.05,1.7,3.6,1.25,6.5,1.08,1.74,1.98
