League,N1,N2,N3
BOLIVIA - DIVISION PROFESIONAL,BTTS_Yes,BTTS_No,BTTS_Yes
CAMEROON - ELITE ONE,BTTS_Yes,BTTS_Yes,BTTS_No
COLOMBIA - PRIMERA A,BTTS_Yes,BTTS_Yes,BTTS_Yes
ENGLAND - CHAMPIONSHIP,BTTS_Yes,BTTS_Yes,BTTS_No
ENGLAND - FA CUP,BTTS_No,BTTS_No,BTTS_No
INDIA - I-LEAGUE,BTTS_Yes,BTTS_Yes,BTTS_No
INDIA - ISL,BTTS_Yes,BTTS_Yes,BTTS_No
INDONESIA - LIGA 1,BTTS_No,BTTS_Yes,BTTS_No
MALTA - PREMIER LEAGUE,BTTS_Yes,BTTS_No,BTTS_No
MOROCCO - BOTOLA PRO,BTTS_Yes,BTTS_No,BTTS_Yes
QATAR - QSL,BTTS_Yes,BTTS_Yes,BTTS_Yes
SCOTLAND - CHAMPIONSHIP,BTTS_Yes,BTTS_Yes,BTTS_Yes
SLOVENIA - PRVA LIGA,BTTS_Yes,BTTS_No,BTTS_Yes
SWITZERLAND - CHALLENGE LEAGUE,BTTS_No,BTTS_No,BTTS_No
SWITZERLAND - SUPER LEAGUE,BTTS_Yes,BTTS_Yes,BTTS_Yes
URUGUAY - PRIMERA DIVISION,BTTS_Yes,BTTS_Yes,BTTS_No
