League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Chile Primera B,2023-06-18,13:30:00,16,Deportes Temuco,Puerto Montt,1.63,3.5,4.6,1.08,7.0,1.36,3.0,2.01,1.63,3.75,1.25,7.0,1.08,2.04,1.74
Brazil Serie D,2023-06-18,15:00:00,9,Tuna Luso,São Raimundo RR,1.57,3.8,4.5,1.03,9.0,1.3,3.2,1.85,1.95,3.3,1.29,7.5,1.06,1.85,1.91
Brazil Serie D,2023-06-18,15:00:00,9,Uniclinic,Cordino,2.0,3.25,3.4,1.05,8.0,1.38,2.8,2.2,1.65,3.9,1.22,9.0,1.03,1.95,1.81
Brazil Serie D,2023-06-18,15:00:00,9,Caxias,Hercílio Luz,1.5,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-06-18,15:00:00,9,Concórdia AC,Novo Hamburgo,1.7,3.2,4.6,0.0,0.0,0.0,0.0,2.6,1.48,0.0,0.0,0.0,0.0,0.0,0.0
9288,2023-06-18,15:00:00,7,Bella Vista,Tacuarembó,2.48,3.1,2.6,0.0,0.0,0.0,0.0,2.03,1.7,0.0,0.0,0.0,0.0,0.0,0.0
9288,2023-06-18,15:00:00,7,Sud América,Juventud,2.62,2.82,2.48,1.07,7.0,1.4,2.57,2.31,1.49,4.5,1.16,9.0,1.03,2.06,1.73
Argentina Prim B Nacional,2023-06-18,15:00:00,21,Defensores de Belgrano,San Telmo,2.05,3.2,3.3,1.08,7.25,1.41,2.65,2.18,1.68,4.1,1.2,8.5,1.06,2.1,1.65
Argentina Prim B Nacional,2023-06-18,15:10:00,21,Gimnasia Mendoza,San Martín San Juan,2.3,3.0,3.0,1.1,6.5,1.52,2.43,2.4,1.5,4.6,1.17,9.75,1.05,2.1,1.65
Brazil Serie D,2023-06-18,15:30:00,9,Globo,Nacional de Patos,4.5,3.5,1.65,1.03,9.0,1.31,3.2,2.08,1.73,3.4,1.27,7.5,1.06,1.86,1.9
Brazil Serie D,2023-06-18,15:30:00,9,Independiente FSJ,Aimoré,1.5,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay Primera División,2023-06-18,15:30:00,2,Peñarol,River Plate,1.55,3.8,5.5,1.05,11.5,1.29,3.28,1.83,1.88,3.22,1.3,5.85,1.1,1.95,1.75
Argentina Prim B Nacional,2023-06-18,15:30:00,18,Club Atlético Mitre,Villa Dálmine,1.71,3.3,4.75,1.08,7.25,1.42,2.6,2.3,1.55,4.2,1.19,8.75,1.06,2.4,1.54
Argentina Prim B Nacional,2023-06-18,15:30:00,21,Club Atlético Güemes,Guillermo Brown,2.38,2.63,3.2,1.13,5.5,1.57,2.2,2.81,1.38,4.8,1.15,10.5,1.04,2.1,1.63
Chile Primera B,2023-06-18,16:00:00,16,La Serena,Recoleta,1.87,3.3,3.5,1.06,8.0,1.33,3.25,1.92,1.7,3.4,1.3,6.5,1.1,1.87,1.89
Brazil Serie D,2023-06-18,16:00:00,9,Trem,São Francisco,1.45,3.9,6.0,1.04,10.25,1.26,3.45,2.05,1.75,3.2,1.29,6.75,1.1,2.15,1.6
Brazil Serie D,2023-06-18,16:00:00,9,Sousa,Potiguar Mossoró,1.5,3.8,5.25,1.03,9.0,1.36,2.9,2.0,1.8,3.8,1.23,8.0,1.05,2.0,1.77
Brazil Serie D,2023-06-18,16:00:00,9,Falcon,Bahia de Feira,2.8,3.2,2.3,0.0,0.0,0.0,0.0,2.25,1.62,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-06-18,16:00:00,9,Cruzeiro Arapiraca,Jacuipense,3.1,3.2,2.1,1.05,8.0,1.36,2.9,2.15,1.67,3.7,1.23,8.0,1.05,1.85,1.91
Brazil Serie D,2023-06-18,16:00:00,9,Anápolis,Ceilândia,1.83,3.25,4.0,1.05,8.0,1.35,3.0,2.2,1.65,3.6,1.24,8.0,1.05,2.03,1.75
Brazil Serie D,2023-06-18,16:00:00,9,Real Ariquemes,Iporá,4.2,3.5,1.7,1.03,9.0,1.36,2.9,2.1,1.7,3.8,1.23,8.0,1.05,1.95,1.81
Brazil Serie D,2023-06-18,16:00:00,9,CEOV Operário,Interporto,1.13,8.0,13.0,1.01,25.0,1.02,7.25,1.25,4.0,1.52,2.25,2.2,1.54,1.95,1.68
Brazil Serie D,2023-06-18,16:00:00,9,Brasiliense,União Rondonópolis,2.15,2.9,3.3,1.07,6.7,1.43,2.46,2.6,1.48,4.6,1.16,10.0,1.02,2.05,1.73
Brazil Serie D,2023-06-18,16:00:00,9,Cascavel CR,XV de Piracicaba,2.0,2.9,3.6,1.08,6.3,1.47,2.55,2.5,1.5,4.8,1.14,11.0,1.01,2.1,1.7
Brazil Serie D,2023-06-18,16:00:00,9,Brasil de Pelotas,Camboriú,1.91,3.2,3.6,1.07,6.7,1.43,2.41,2.5,1.5,4.6,1.16,10.0,1.02,2.1,1.7
Brazil Serie C,2023-06-18,16:00:00,9,Manaus,EC São José,2.1,2.95,3.3,1.1,6.5,1.44,2.62,2.3,1.5,4.33,1.2,8.0,1.06,2.1,1.7
Brazil Serie C,2023-06-18,16:30:00,9,Ypiranga Erechim,Operário PR,2.05,3.0,3.4,0.0,0.0,0.0,0.0,2.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0
Canada Canadian Premier League,2023-06-18,17:00:00,10,Pacific FC,York9 FC,1.62,3.5,4.75,1.01,9.3,1.26,3.34,1.76,1.75,3.08,1.3,5.8,1.09,2.0,1.73
Brazil Serie D,2023-06-18,17:00:00,9,Retrô,Sergipe,1.7,3.3,4.5,1.06,9.0,1.35,2.84,2.2,1.65,3.65,1.22,7.75,1.07,1.97,1.79
Argentina Prim B Nacional,2023-06-18,17:10:00,18,Ferro Carril Oeste,Gimnasia Jujuy,2.05,3.0,3.6,1.1,6.25,1.49,2.45,2.4,1.44,4.6,1.16,10.0,1.05,2.09,1.71
Ecuador Primera Categoría Serie A,2023-06-18,17:30:00,15,Deportivo Cuenca,CS Emelec,2.45,3.0,2.55,1.03,9.0,1.28,3.65,1.83,1.91,2.9,1.37,5.5,1.14,1.62,2.2
Brazil Serie B,2023-06-18,18:00:00,2,Sport Recife,Vila Nova,1.73,3.4,4.75,1.07,7.75,1.37,2.8,2.15,1.62,3.8,1.23,7.75,1.07,2.05,1.66
Uruguay Primera División,2023-06-18,18:00:00,2,Defensor Sporting,Wanderers,1.71,3.4,4.6,1.05,10.25,1.32,3.1,2.0,1.7,3.45,1.27,6.35,1.08,1.88,1.88
Chile Primera B,2023-06-18,18:30:00,16,Antofagasta,Deportes Iquique,2.1,3.1,3.2,1.06,8.0,1.33,3.25,1.87,1.75,3.4,1.3,6.0,1.11,1.75,2.03
Brazil Serie C,2023-06-18,19:00:00,9,Paysandu,Floresta,1.61,3.1,5.5,1.12,5.5,1.5,2.3,2.53,1.42,5.0,1.14,10.0,1.04,2.5,1.5
Argentina Prim B Nacional,2023-06-18,19:10:00,21,All Boys,San Martín Tucumán,3.1,2.65,2.5,1.12,5.5,1.53,2.35,2.53,1.4,4.6,1.17,9.75,1.05,2.05,1.68
Ecuador Primera Categoría Serie A,2023-06-18,20:00:00,15,Barcelona,CD Universidad Católica,1.93,3.3,3.25,1.03,13.0,1.25,3.7,1.68,2.11,3.05,1.34,6.0,1.12,1.73,2.0
Colombia Categoria Primera B,2023-06-18,20:00:00,0,Patriotas Boyacá,Llaneros,1.95,3.2,3.4,0.0,0.0,0.0,0.0,2.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0
9288,2023-06-18,20:30:00,7,Miramar Misiones,Cerrito,1.65,3.67,4.71,0.0,0.0,0.0,0.0,1.9,1.87,0.0,0.0,0.0,0.0,0.0,0.0
Chile Primera B,2023-06-18,21:00:00,16,San Luis,Unión San Felipe,1.8,3.3,3.8,1.06,8.0,1.33,3.1,1.92,1.7,3.5,1.28,6.5,1.1,1.8,1.95
Chile Primera B,2023-06-18,21:00:00,16,San Luis,Unión San Felipe,1.8,3.3,3.8,1.06,8.0,1.33,3.1,1.92,1.7,3.5,1.28,6.5,1.1,1.8,1.95
