League,N1,N2,N3
ALBANIA - SUPERLIGA,H,A,D
ARGENTINA - COPA DE LA LIGA PROFESIONAL,H,H,A
ARGENTINA - PRIMERA NACIONAL,D,H,A
ARMENIA - PREMIER LEAGUE,A,D,A
AUSTRIA - BUNDESLIGA,A,H,H
AZERBAIJAN - PREMIER LEAGUE,A,A,A
BELARUS - VYSSHAYA LIGA,D,H,A
BELGIUM - CHALLENGER PRO LEAGUE,A,H,H
BELGIUM - JUPILER PRO LEAGUE,D,H,H
BOLIVIA - DIVISION PROFESIONAL,A,H,H
BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,A,D,H
BRAZIL - SERIE A,D,D,A
BRAZIL - SERIE B,D,H,A
BULGARIA - PARVA LIGA,H,A,A
CANADA - CANADIAN PREMIER LEAGUE,H,H,A
CHILE - PRIMERA DIVISION,D,A,D
CHINA - SUPER LEAGUE,H,D,A
COLOMBIA - PRIMERA A,D,H,D
COSTA RICA - PRIMERA DIVISION,D,D,H
CROATIA - HNL,H,D,H
ECUADOR - LIGA PRO,D,D,H
ENGLAND - PREMIER LEAGUE,A,A,D
ESTONIA - MEISTRILIIGA,A,A,D
FINLAND - VEIKKAUSLIIGA,A,A,H
FINLAND - YKKONEN,H,A,A
GEORGIA - CRYSTALBET EROVNULI LIGA,D,A,H
HONG KONG - PREMIER LEAGUE,A,D,A
ICELAND - BESTA DEILD KARLA,H,A,D
INDONESIA - LIGA 1,D,A,H
IRELAND - PREMIER DIVISION,H,H,A
MEXICO - LIGA MX,H,A,A
MOLDOVA - SUPER LIGA,H,A,H
MONTENEGRO - PRVA CRNOGORSKA LIGA,D,H,H
MOROCCO - BOTOLA PRO,H,A,A
NETHERLANDS - EREDIVISIE,A,A,D
NETHERLANDS - TWEEDE DIVISIE,A,H,H
NICARAGUA - LIGA PRIMERA,D,H,H
NORTHERN IRELAND - NIFL CHAMPIONSHIP,H,A,D
NORTHERN IRELAND - NIFL PREMIERSHIP,H,H,H
PANAMA - LPF,A,H,D
PARAGUAY - PRIMERA DIVISION,H,H,D
PERU - LIGA 1,D,D,H
POLAND - DIVISION 1,A,H,A
POLAND - EKSTRAKLASA,D,A,A
PORTUGAL - LIGA PORTUGAL,A,D,H
PORTUGAL - LIGA PORTUGAL 2,D,D,H
QATAR - QSL,A,H,A
ROMANIA - LIGA 1,H,D,H
ROMANIA - LIGA 2,A,D,D
RUSSIA - PREMIER LEAGUE,H,D,H
SCOTLAND - CHAMPIONSHIP,D,A,H
SCOTLAND - LEAGUE ONE,H,A,D
SCOTLAND - LEAGUE TWO,A,A,H
SCOTLAND - PREMIERSHIP,D,H,A
SERBIA - PRVA LIGA,H,H,D
SERBIA - SUPER LIGA,A,A,D
SLOVAKIA - NIKE LIGA,H,A,D
SLOVENIA - PRVA LIGA,H,D,D
SOUTH KOREA - K LEAGUE 1,H,A,D
SOUTH KOREA - K LEAGUE 2,D,A,A
SPAIN - LALIGA2,A,H,A
SPAIN - PRIMERA RFEF,D,D,A
SWEDEN - SUPERETTAN,D,H,H
SWITZERLAND - SUPER LEAGUE,D,D,D
THAILAND - THAI LEAGUE 1,D,H,A
URUGUAY - PRIMERA DIVISION,D,D,H
USA - MLS,H,D,H
USA - USL CHAMPIONSHIP,D,A,A
UZBEKISTAN - SUPER LEAGUE,H,A,D
VENEZUELA - LIGA FUTVE,A,H,H
