League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
9622,2023-07-14,15:30:00,1,Rapid Bucureşti,Sepsi,2.03,3.32,3.84,1.08,7.0,1.4,2.8,2.2,1.67,4.2,1.2,7.0,1.08,1.91,1.8
Republic of Ireland Premier Division,2023-07-14,15:45:00,24,Shelbourne,Bohemians,2.69,3.1,2.75,1.07,6.5,1.5,2.45,2.4,1.5,5.0,1.13,11.0,1.01,2.05,1.65
Republic of Ireland Premier Division,2023-07-14,15:45:00,24,UCD,Drogheda United,5.55,4.45,1.54,1.03,12.0,1.22,3.8,1.74,2.1,2.7,1.4,4.75,1.15,1.9,1.8
Peru Primera División,2023-07-14,17:30:00,4,UTC Cajamarca,Alianza Atlético,1.75,3.78,4.28,1.04,12.0,1.27,3.45,1.81,1.93,3.05,1.33,5.55,1.11,1.78,1.95
Chile Primera División,2023-07-14,18:00:00,17,Cobresal,Huachipato,1.95,3.7,3.69,1.05,9.0,1.29,3.5,1.81,2.0,3.0,1.36,5.5,1.12,1.73,2.0
Colombia Categoria Primera A,2023-07-14,18:00:00,1,Envigado,Atlético Bucaramanga,2.21,3.34,3.33,1.06,9.5,1.38,3.0,2.18,1.68,4.0,1.22,8.0,1.07,1.9,1.84
Argentina Primera División,2023-07-14,19:00:00,25,Godoy Cruz,Defensa y Justicia,2.12,3.38,3.26,1.07,6.5,1.33,3.0,2.1,1.65,3.9,1.2,6.8,1.07,1.9,1.86
Argentina Primera División,2023-07-14,19:00:00,25,Sarmiento,Vélez Sarsfield,2.6,2.86,3.04,1.1,5.7,1.52,2.35,2.6,1.42,5.2,1.12,11.0,1.01,2.22,1.63
Chile Primera B,2023-07-14,19:00:00,18,Univ. Concepción,Recoleta,2.21,3.25,3.13,1.06,9.3,1.32,2.92,2.09,1.72,3.45,1.25,6.6,1.08,1.85,1.85
Venezuela Primera División,2023-07-14,19:00:00,19,Hermanos Colmenares,Rayo Zuliano,1.99,3.34,3.72,0.0,0.0,0.0,0.0,1.97,1.83,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie B,2023-07-14,19:00:00,17,Botafogo SP,Chapecoense,2.07,3.28,3.77,1.09,7.0,1.49,2.45,2.55,1.45,4.5,1.18,9.0,1.05,2.15,1.61
Brazil Serie B,2023-07-14,19:00:00,17,CRB,Avaí,1.9,3.35,4.36,1.1,6.5,1.44,2.62,2.2,1.6,4.33,1.2,8.0,1.06,2.1,1.63
Uruguay Primera División,2023-07-14,20:00:00,6,Defensor Sporting,Danubio,2.0,3.37,3.66,1.07,7.5,1.36,3.0,2.15,1.62,3.75,1.25,7.0,1.08,1.91,1.8
Chile Primera B,2023-07-14,20:30:00,18,San Luis,Deportes Iquique,2.11,3.38,3.23,1.05,10.5,1.28,3.25,1.9,1.88,3.15,1.29,5.95,1.1,1.75,1.95
Canada Canadian Premier League,2023-07-14,20:30:00,15,York9 FC,Pacific FC,3.2,3.25,1.98,1.03,12.0,1.25,3.55,1.85,1.85,3.05,1.32,6.0,1.11,1.91,1.8
Argentina Prim B Nacional,2023-07-14,21:00:00,25,Club Atlético Güemes,Alvarado,1.97,3.22,4.27,1.12,6.46,1.52,2.45,2.6,1.44,5.48,1.15,10.0,1.01,2.27,1.6
Argentina Prim B Nacional,2023-07-14,21:00:00,25,Club Atlético Güemes,Alvarado,1.97,3.22,4.27,1.12,6.46,1.52,2.45,2.6,1.44,5.48,1.15,10.0,1.01,2.27,1.6
Argentina Prim B Nacional,2023-07-14,21:10:00,25,San Martín Tucumán,San Telmo,1.49,4.05,7.4,1.04,7.7,1.36,2.82,2.2,1.6,3.82,1.21,7.5,1.04,2.38,1.54
Venezuela Primera División,2023-07-14,21:15:00,19,UCV,Zamora,3.08,2.86,2.32,1.08,7.85,1.42,2.67,2.25,1.57,4.13,1.19,7.75,1.05,2.0,1.75
Argentina Primera División,2023-07-14,21:30:00,25,Huracán,Talleres Córdoba,2.92,3.1,2.5,1.08,7.15,1.46,2.65,2.42,1.54,4.65,1.18,10.0,1.05,2.17,1.66
Brazil Serie B,2023-07-14,21:30:00,17,Atlético GO,Sport Recife,2.52,3.18,2.92,1.1,6.5,1.42,2.7,2.25,1.57,4.5,1.2,8.0,1.06,1.98,1.71
Brazil Serie B,2023-07-14,21:30:00,17,Sampaio Corrêa,Ituano,1.95,3.1,3.95,1.11,6.0,1.5,2.5,2.48,1.48,4.5,1.17,9.0,1.05,2.15,1.61
Colombia Categoria Primera A,2023-07-14,21:40:00,1,Atlético Huila,Unión Magdalena,2.02,3.46,3.71,1.03,8.3,1.32,3.04,2.06,1.76,3.55,1.24,6.75,1.06,1.87,1.87
USA USL Championship,2023-07-14,22:00:00,0,Colorado Springs,San Diego Loyal,2.05,3.45,3.0,1.05,9.0,1.29,3.5,1.79,1.94,3.0,1.36,5.5,1.12,1.73,2.0
9525,2023-07-14,22:00:00,3,Mazatlán,Monterrey,4.5,4.0,1.7,1.02,15.0,1.22,4.2,1.7,2.15,2.8,1.44,5.0,1.16,1.7,2.1
Peru Primera División,2023-07-14,23:00:00,4,Universitario,Unión Comercio,1.25,5.73,10.8,1.01,17.0,1.18,4.1,1.5,2.4,2.33,1.58,4.5,1.17,2.2,1.64
