League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Ecuador Primera Categoría Serie A,2023-06-10,17:30:00,14,LDU Quito,Cumbayá,1.22,5.5,10.0,1.03,13.0,1.2,4.1,1.54,2.09,2.5,1.46,4.4,1.18,1.95,1.78
Brazil Serie D,2023-06-10,18:00:00,7,CRAC,Operário MT,2.1,3.0,3.3,1.07,7.0,1.45,2.55,2.6,1.48,5.5,1.11,11.0,1.01,2.1,1.7
Colombia Categoria Primera B,2023-06-10,18:00:00,22,Cúcuta Deportivo,Cortuluá,1.67,3.6,4.92,1.03,8.3,1.32,2.98,2.09,1.72,3.48,1.24,6.75,1.06,1.97,1.71
Colombia Categoria Primera B,2023-06-10,18:00:00,22,Patriotas Boyacá,Valledupar,1.51,3.84,6.3,1.03,8.1,1.33,2.93,2.11,1.71,3.65,1.22,7.1,1.05,2.14,1.6
Uruguay Primera División,2023-06-10,18:00:00,2,Defensor Sporting,Wanderers,1.81,3.35,3.75,1.05,10.25,1.32,3.1,2.02,1.74,3.45,1.27,6.35,1.08,1.88,1.88
Brazil Serie A,2023-06-10,18:30:00,10,Corinthians,Cuiabá,1.8,3.3,4.5,1.09,8.0,1.47,2.7,2.2,1.67,4.75,1.18,9.5,1.05,2.25,1.57
Brazil Serie A,2023-06-10,18:30:00,10,Atlético Mineiro,Bragantino,1.67,3.6,5.0,1.07,8.5,1.42,2.85,2.04,1.78,4.33,1.2,8.5,1.06,2.1,1.67
Brazil Serie A,2023-06-10,18:30:00,10,Bahia,Cruzeiro,2.25,3.3,3.0,1.06,10.0,1.36,3.1,2.1,1.66,3.75,1.25,7.5,1.08,1.91,1.91
Argentina Primera División,2023-06-10,19:00:00,20,Platense,Tigre,2.55,2.9,2.63,1.05,7.1,1.41,2.64,2.25,1.55,4.25,1.17,8.4,1.03,1.97,1.8
Brazil Serie C,2023-06-10,19:00:00,8,Volta Redonda,Botafogo PB,2.08,3.14,3.57,1.1,6.5,1.4,2.75,2.44,1.49,4.0,1.22,8.0,1.06,2.0,1.73
Paraguay Division Profesional,2023-06-10,19:30:00,22,Sportivo Trinidense,Nacional Asunción,2.31,3.15,2.72,0.0,0.0,0.0,0.0,1.99,1.81,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie B,2023-06-10,19:30:00,12,Ceará,CRB,1.55,3.7,6.0,1.07,7.5,1.4,2.7,2.2,1.6,4.0,1.21,8.25,1.06,2.25,1.57
Argentina Primera División,2023-06-10,20:00:00,20,Boca Juniors,Lanús,1.91,3.1,3.6,1.1,6.5,1.44,2.62,2.38,1.53,4.33,1.2,9.0,1.05,2.1,1.67
Peru Primera División,2023-06-10,20:00:00,19,Melgar,Deportivo Binacional,1.43,4.58,6.45,1.03,13.0,1.2,4.5,1.57,2.33,2.55,1.52,4.33,1.2,1.78,2.0
USA USL Championship,2023-06-10,20:00:00,0,Indy Eleven,Hartford Athletic,1.71,3.72,4.44,1.04,10.0,1.2,4.2,1.85,1.93,2.65,1.44,4.33,1.2,1.65,2.15
USA USL Championship,2023-06-10,20:00:00,0,Pittsburgh Riverhounds,Charleston Battery,1.8,3.62,4.04,1.04,10.0,1.22,4.0,1.85,1.93,2.75,1.42,4.5,1.17,1.63,2.2
Ecuador Primera Categoría Serie A,2023-06-10,20:00:00,14,CD El Nacional,Deportivo Cuenca,1.6,3.6,5.0,1.06,9.0,1.28,3.5,1.95,1.85,3.1,1.33,5.75,1.12,1.83,1.9
Canada Canadian Premier League,2023-06-10,20:00:00,9,Forge FC,Pacific FC,2.35,3.18,2.95,1.08,7.5,1.37,2.8,2.17,1.67,3.8,1.23,7.5,1.07,2.0,1.73
USA MLS,2023-06-10,20:30:00,0,Atlanta United FC,DC United,1.6,4.2,4.75,1.03,11.0,1.2,4.33,1.51,2.33,2.32,1.54,4.33,1.2,1.62,2.2
USA MLS,2023-06-10,20:30:00,0,Charlotte,Seattle Sounders,2.6,3.2,2.7,1.05,11.0,1.33,3.3,2.01,1.87,3.5,1.3,6.5,1.1,1.75,2.0
USA MLS,2023-06-10,20:30:00,0,Montreal Impact,Minnesota United,2.05,3.5,3.4,1.04,12.0,1.29,3.3,1.85,2.03,3.0,1.33,5.5,1.11,1.73,2.0
USA MLS,2023-06-10,20:30:00,0,New England Revolution,Inter Miami,1.65,3.8,5.0,1.02,15.0,1.22,3.8,1.72,2.12,2.63,1.43,4.75,1.15,1.73,2.0
USA MLS,2023-06-10,20:30:00,0,Orlando City,Colorado Rapids,2.0,3.5,3.5,1.05,9.0,1.29,3.4,1.85,1.95,3.0,1.33,5.25,1.13,1.74,2.04
USA MLS,2023-06-10,20:30:00,0,Toronto,Nashville SC,2.5,3.2,2.8,1.05,10.0,1.33,3.3,2.03,1.85,3.5,1.3,6.5,1.1,1.75,2.05
USA USL Championship,2023-06-10,20:30:00,0,Tampa Bay Rowdies,New Mexico United,1.65,3.88,4.62,1.04,10.0,1.22,4.0,1.73,2.08,2.9,1.38,4.75,1.15,1.72,2.05
9288,2023-06-10,20:30:00,6,Cerrito,Progreso,2.25,3.54,2.83,1.01,10.0,1.24,3.48,1.6,2.05,2.93,1.33,5.2,1.13,1.57,2.34
USA USL Championship,2023-06-10,21:00:00,0,Louisville City,Memphis 901,1.72,3.74,4.32,1.04,13.0,1.24,3.63,1.82,1.96,2.88,1.36,5.15,1.13,1.75,1.95
USA USL Championship,2023-06-10,21:00:00,0,Rio Grande Valley,Miami FC,2.09,3.46,3.2,0.0,0.0,0.0,0.0,1.82,1.96,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie A,2023-06-10,21:00:00,10,Botafogo,Fortaleza,2.11,3.06,3.02,1.05,11.0,1.33,3.25,2.15,1.7,3.6,1.28,7.0,1.09,1.8,1.95
USA USL Championship,2023-06-10,21:00:00,0,Louisville City,Memphis 901,1.72,3.74,4.32,1.04,13.0,1.24,3.63,1.82,1.96,2.88,1.36,5.15,1.13,1.75,1.95
USA USL Championship,2023-06-10,21:00:00,0,Rio Grande Valley,Miami FC,2.09,3.46,3.2,0.0,0.0,0.0,0.0,1.82,1.96,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie A,2023-06-10,21:00:00,10,Botafogo,Fortaleza,2.11,3.06,3.02,1.05,11.0,1.33,3.25,2.15,1.7,3.6,1.28,7.0,1.09,1.8,1.95
Argentina Primera División,2023-06-10,21:30:00,20,Talleres Córdoba,Arsenal de Sarandí,1.36,4.0,8.0,1.04,11.0,1.3,3.5,1.89,1.87,3.4,1.3,6.5,1.1,2.18,1.65
USA MLS,2023-06-10,21:30:00,0,Chicago Fire,Columbus Crew,2.3,3.5,2.88,1.03,12.0,1.19,4.3,1.68,2.07,2.8,1.4,5.25,1.14,1.57,2.25
USA MLS,2023-06-10,21:30:00,0,Houston Dynamo,Los Angeles FC,2.38,3.6,2.7,1.01,11.0,1.2,4.0,1.68,2.07,2.7,1.4,5.0,1.13,1.62,2.2
USA MLS,2023-06-10,21:30:00,0,Sporting KC,Austin,1.95,3.6,3.6,1.01,11.0,1.2,3.9,1.61,2.18,2.6,1.42,5.2,1.12,1.62,2.2
Colombia Categoria Primera A,2023-06-10,21:30:00,25,Deportivo Pasto,Rionegro Águilas,2.27,3.05,2.84,1.08,8.5,1.44,2.8,2.35,1.6,4.5,1.2,9.0,1.05,1.96,1.79
Peru Primera División,2023-06-10,22:00:00,19,Carlos Manucci,ADT,2.0,3.54,3.46,1.05,9.75,1.26,3.5,1.83,1.91,2.95,1.35,5.5,1.13,1.71,2.0
USA USL Championship,2023-06-10,22:00:00,0,Colorado Springs,Orange County SC,1.89,3.56,3.7,1.04,12.75,1.25,3.6,1.84,1.94,3.1,1.33,5.3,1.12,1.72,2.0
USA USL Championship,2023-06-10,22:00:00,0,San Antonio,El Paso Locomotive,2.04,3.5,3.3,1.01,9.9,1.25,3.75,1.8,1.99,2.95,1.36,5.0,1.13,1.65,2.15
USA MLS,2023-06-10,22:30:00,0,Real Salt Lake,New York City,2.2,3.5,3.0,1.05,12.75,1.27,3.85,1.83,2.05,3.03,1.39,5.75,1.14,1.7,2.05
Peru Primera División,2023-06-10,22:30:00,19,Alianza Lima,Deportivo Garcilaso,1.38,4.88,7.0,1.03,19.75,1.16,4.75,1.45,2.44,2.3,1.58,3.7,1.24,1.72,1.98
USA MLS,2023-06-10,23:30:00,0,SJ Earthquakes,Philadelphia Union,2.15,3.4,3.2,1.04,13.5,1.25,4.0,1.68,2.07,2.91,1.42,5.45,1.15,1.67,2.1
USA MLS,2023-06-10,23:30:00,0,Vancouver Whitecaps,FC Cincinnati,2.0,3.75,3.25,1.03,12.0,1.17,4.3,1.51,2.33,2.32,1.54,4.7,1.15,1.57,2.25
USA USL Championship,2023-06-10,23:30:00,0,Las Vegas Lights,Monterey Bay,2.22,3.44,2.96,1.05,9.0,1.29,3.5,1.82,1.96,3.0,1.36,5.5,1.12,1.67,2.15
USA USL Championship,2023-06-10,23:30:00,0,Phoenix Rising,Oakland Roots,1.97,3.52,3.46,1.01,9.9,1.23,3.56,1.82,1.96,2.91,1.33,5.35,1.1,1.66,2.04
