League,N1,N2,N3
ALBANIA - SUPERLIGA,A,D,H
ANDORRA - PRIMERA DIVISIÓ,H,H,H
ARGENTINA - COPA DE LA LIGA PROFESIONAL,D,A,A
ARGENTINA - PRIMERA NACIONAL,A,D,H
AUSTRIA - 2. LIGA,H,D,A
AUSTRIA - BUNDESLIGA,D,A,D
AZERBAIJAN - PREMIER LEAGUE,H,A,A
BAHRAIN - PREMIER LEAGUE,H,A,A
BELARUS - VYSSHAYA LIGA,H,H,H
BELGIUM - CHALLENGER PRO LEAGUE,H,D,A
BELGIUM - JUPILER PRO LEAGUE,D,A,H
BOLIVIA - DIVISION PROFESIONAL,D,D,A
BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,H,H,H
BRAZIL - SERIE A,D,D,H
BRAZIL - SERIE B,D,H,A
BULGARIA - PARVA LIGA,D,A,D
CAMEROON - ELITE ONE,D,D,A
CANADA - CANADIAN PREMIER LEAGUE,H,H,H
CHILE - PRIMERA DIVISION,H,H,H
COLOMBIA - PRIMERA A,D,D,H
COSTA RICA - PRIMERA DIVISION,D,A,A
CROATIA - HNL,A,H,D
ECUADOR - LIGA PRO,H,D,D
EGYPT - PREMIER LEAGUE,D,H,H
ENGLAND - CHAMPIONSHIP,H,A,A
ENGLAND - LEAGUE ONE,H,H,H
ENGLAND - LEAGUE TWO,H,D,D
ENGLAND - PREMIER LEAGUE,A,A,H
ESTONIA - MEISTRILIIGA,D,D,H
FINLAND - VEIKKAUSLIIGA,H,H,D
FINLAND - YKKONEN,H,D,D
GEORGIA - CRYSTALBET EROVNULI LIGA,H,D,H
GHANA - PREMIER LEAGUE,A,H,D
HONG KONG - PREMIER LEAGUE,A,D,A
ICELAND - BESTA DEILD KARLA,H,D,D
INDIA - ISL,A,A,A
INDONESIA - LIGA 1,A,D,D
ITALY - SERIE C,D,H,H
IVORY COAST - LIGUE 1,D,H,A
MEXICO - LIGA MX,H,H,D
MOLDOVA - SUPER LIGA,H,H,A
MONTENEGRO - PRVA CRNOGORSKA LIGA,A,D,D
MOROCCO - BOTOLA PRO,H,D,H
NETHERLANDS - EREDIVISIE,H,A,A
NETHERLANDS - TWEEDE DIVISIE,H,D,D
NICARAGUA - LIGA PRIMERA,A,H,D
NIGERIA - NPFL,H,D,D
NORTH MACEDONIA - 1. MFL,H,H,H
NORTHERN IRELAND - NIFL CHAMPIONSHIP,A,A,A
NORTHERN IRELAND - NIFL PREMIERSHIP,A,D,D
NORWAY - OBOS-LIGAEN,D,H,A
PANAMA - LPF,A,H,H
PARAGUAY - PRIMERA DIVISION,D,D,D
PERU - LIGA 1,H,D,A
POLAND - DIVISION 1,D,D,H
POLAND - EKSTRAKLASA,A,H,H
PORTUGAL - LIGA PORTUGAL,A,A,D
PORTUGAL - LIGA PORTUGAL 2,D,D,H
ROMANIA - LIGA 1,H,D,A
ROMANIA - LIGA 2,H,A,D
RUSSIA - PREMIER LEAGUE,A,D,H
SAN MARINO - CAMPIONATO SAMMARINESE,H,H,H
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,D,A,A
SCOTLAND - CHAMPIONSHIP,A,H,H
SCOTLAND - LEAGUE ONE,H,D,D
SCOTLAND - LEAGUE TWO,D,D,A
SCOTLAND - PREMIERSHIP,A,H,H
SERBIA - PRVA LIGA,H,D,D
SERBIA - SUPER LIGA,H,A,A
SLOVAKIA - NIKE LIGA,A,D,H
SLOVENIA - PRVA LIGA,H,H,H
SOUTH KOREA - K LEAGUE 2,A,H,D
SPAIN - LALIGA2,A,H,D
SPAIN - PRIMERA RFEF,D,D,H
SWEDEN - ALLSVENSKAN,A,H,D
SWEDEN - SUPERETTAN,H,D,A
SWITZERLAND - CHALLENGE LEAGUE,D,A,H
SWITZERLAND - SUPER LEAGUE,A,D,A
THAILAND - THAI LEAGUE 1,H,A,A
URUGUAY - PRIMERA DIVISION,D,A,D
USA - MLS,D,H,A
USA - USL CHAMPIONSHIP,D,H,A
UZBEKISTAN - SUPER LEAGUE,H,D,A
VENEZUELA - LIGA FUTVE,H,A,A
