League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Finland Veikkausliiga,2023-06-27,12:00:00,12,Inter Turku,Ilves,1.9,3.25,3.8,1.07,9.6,1.39,3.05,2.18,1.6,3.97,1.25,7.9,1.08,2.0,1.75
Finland Veikkausliiga,2023-06-27,12:00:00,12,KuPS,Mariehamn,1.33,4.33,7.5,1.05,12.5,1.28,3.8,1.88,1.8,3.4,1.32,7.0,1.11,2.1,1.67
Finland Veikkausliiga,2023-06-27,12:00:00,13,SJK,Oulu,1.75,3.3,4.2,1.07,9.0,1.38,3.0,2.21,1.58,4.0,1.25,8.5,1.07,2.0,1.75
Finland Veikkausliiga,2023-06-27,12:00:00,13,KTP,Lahti,2.1,3.4,3.0,1.04,13.0,1.24,4.1,1.82,1.86,3.1,1.37,6.25,1.14,1.7,2.05
Finland Veikkausliiga,2023-06-27,12:00:00,13,Haka,HJK,4.6,3.4,1.67,1.07,9.5,1.36,3.15,2.23,1.57,4.2,1.24,9.0,1.08,2.05,1.7
Finland Veikkausliiga,2023-06-27,12:00:00,13,Honka,VPS,1.65,3.4,5.0,1.04,7.8,1.35,2.88,2.17,1.6,3.72,1.22,7.3,1.05,2.05,1.7
Tunisia Ligue 1,2023-06-27,12:30:00,13,ES Tunis,Club Africain,1.44,3.2,9.0,1.07,6.25,1.53,2.31,2.75,1.4,4.95,1.12,9.9,1.01,2.42,1.53
Tunisia Ligue 1,2023-06-27,12:30:00,13,CS Sfaxien,Tataouine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-06-27,12:30:00,13,Ben Guerdane,Etoile du Sahel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-06-27,14:30:00,32,Zamalek,Ghazl El Mehalla,1.44,4.2,7.0,1.01,9.9,1.25,3.6,1.74,1.83,3.1,1.33,5.4,1.1,1.95,1.78
Brazil Serie B,2023-06-27,19:00:00,14,Criciúma,CRB,1.8,3.3,4.5,1.1,6.5,1.47,2.55,2.31,1.5,5.0,1.16,8.0,1.06,2.15,1.61
Brazil Serie B,2023-06-27,19:00:00,14,Chapecoense,Sport Recife,3.5,3.0,2.15,1.08,6.5,1.43,2.63,2.27,1.52,4.0,1.2,8.0,1.05,2.0,1.7
Brazil Serie D,2023-06-27,20:00:00,10,Potiguar Mossoró,Pacajus,2.1,3.4,2.88,1.09,7.35,1.51,2.4,2.5,1.41,4.53,1.16,8.4,1.04,2.05,1.73
Brazil Serie D,2023-06-27,20:00:00,10,Sergipe,Cruzeiro Arapiraca,1.4,3.5,8.5,1.05,11.5,1.29,3.18,1.95,1.85,3.28,1.27,5.9,1.1,2.09,1.71
Brazil Serie C,2023-06-27,20:00:00,10,Botafogo PB,Paysandu,1.9,3.0,4.2,1.08,6.15,1.5,2.3,2.52,1.4,5.0,1.12,10.0,1.01,2.35,1.52
Brazil Serie B,2023-06-27,21:30:00,14,Vila Nova,Tombense,1.62,3.5,5.5,1.1,6.5,1.42,2.7,2.27,1.52,4.5,1.18,8.0,1.06,2.25,1.55
Brazil Serie B,2023-06-27,21:30:00,14,Novorizontino,Botafogo SP,1.53,3.7,6.5,1.06,6.75,1.45,2.65,2.27,1.52,4.75,1.18,8.4,1.03,2.37,1.51
