League,N1,N2,N3
BELGIUM - JUPILER PRO LEAGUE,Over05,Over05,Over05
COSTA RICA - PRIMERA DIVISION,Over05,Over05,Over05
CROATIA - HNL,Over05,Over05,Under05
ENGLAND - CHAMPIONSHIP,Over05,Over05,Over05
MEXICO - LIGA DE EXPANSION MX,Over05,Over05,Under05
MEXICO - LIGA MX,Over05,Over05,Over05
NETHERLANDS - EREDIVISIE,Over05,Over05,Over05
NIGERIA - NPFL,Over05,Over05,Over05
PARAGUAY - PRIMERA DIVISION,Over05,Under05,Over05
REPUBLIC OF THE CONGO - LIGUE 1,Over05,Under05,Over05
SAN MARINO - CAMPIONATO SAMMARINESE,Over05,Over05,Over05
SCOTLAND - PREMIERSHIP,Over05,Over05,Over05
SPAIN - COPA DEL REY,Over05,Over05,Over05
