League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Mexico Liga MX,2023-05-08,00:10:00,0,Tigres UANL,Puebla,1.5,4.3,5.75,1.01,11.0,1.18,4.2,1.67,2.1,2.75,1.4,4.8,1.15,1.86,1.87
Ukraine Ukrainian Premier League,2023-05-08,07:00:00,25,Hirnyk,Dynamo Kyiv,4.75,3.8,1.6,1.05,10.0,1.29,3.3,1.88,1.92,3.2,1.3,6.0,1.1,1.9,1.86
Ukraine Ukrainian Premier League,2023-05-08,08:00:00,25,Minai,Vorskla,3.4,3.25,1.93,1.06,10.0,1.35,3.0,1.93,1.62,3.5,1.25,6.5,1.08,1.82,1.94
England EFL League Two,2023-05-08,08:30:00,46,Barrow,Stevenage,3.8,3.1,2.05,1.06,7.5,1.36,2.9,2.35,1.53,3.6,1.25,6.5,1.08,1.83,1.83
England EFL League Two,2023-05-08,08:30:00,46,Bradford City,Leyton Orient,2.25,3.1,3.3,1.03,8.4,1.31,3.08,2.15,1.61,3.48,1.25,6.65,1.06,1.83,1.83
England EFL League Two,2023-05-08,08:30:00,46,Colchester United,Mansfield Town,3.75,3.2,2.05,1.06,7.5,1.25,3.5,2.15,1.61,3.1,1.32,5.7,1.1,1.8,1.91
England EFL League Two,2023-05-08,08:30:00,46,Grimsby Town,AFC Wimbledon,1.75,3.4,4.8,1.05,11.0,1.3,3.4,2.15,1.61,3.5,1.3,6.5,1.1,1.83,1.83
England EFL League Two,2023-05-08,08:30:00,46,Harrogate Town,Rochdale,2.15,3.3,3.3,1.02,15.0,1.2,4.0,1.91,1.8,2.5,1.48,4.33,1.18,1.62,2.2
England EFL League Two,2023-05-08,08:30:00,46,Newport County,Crewe Alexandra,1.75,3.4,4.8,1.05,8.0,1.29,3.4,2.15,1.61,3.0,1.33,5.5,1.11,1.91,1.8
England EFL League Two,2023-05-08,08:30:00,46,Salford City,Gillingham,1.6,3.75,5.8,1.03,12.0,1.25,3.75,1.95,1.75,3.1,1.36,6.0,1.12,2.0,1.73
