League,N1,N2,N3
ALBANIA - SUPERLIGA,D,H,A
ARMENIA - PREMIER LEAGUE,H,A,D
BOLIVIA - DIVISION PROFESIONAL,H,H,D
CAMEROON - ELITE ONE,A,D,D
ENGLAND - CHAMPIONSHIP,A,A,A
ENGLAND - FA CUP,H,H,H
INDIA - ISL,H,H,A
MEXICO - LIGA DE EXPANSION MX,H,D,H
MEXICO - LIGA MX,D,D,A
MOROCCO - BOTOLA PRO,A,A,H
NORTH MACEDONIA - 1. MFL,D,H,H
NORWAY - OBOS-LIGAEN,H,H,D
SAN MARINO - CAMPIONATO SAMMARINESE,H,D,D
SOUTH AMERICA - COPA LIBERTADORES,D,D,H
SOUTH AMERICA - COPA SUDAMERICANA,H,D,A
SPAIN - LALIGA2,H,A,D
USA - MLS,D,H,A
USA - USL CHAMPIONSHIP,H,A,A
