League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
ARGENTINA - LIGA PROFESIONAL,22/06/2023,18:00,Racing Club,Barracas Central,1.75,3.75,4.5
BRAZIL - SERIE B,22/06/2023,21:30,Sport Recife,Juventude,1.6,3.82,5.97
