League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Japan J1 League,2023-07-07,07:00:00,20,Albirex Niigata,Vissel Kobe,4.78,2.18,2.27,1.04,12.0,1.27,3.5,1.98,1.9,3.3,1.3,6.5,1.11,1.75,2.0
South Korea K League 1,2023-07-07,07:30:00,21,Jeju United,Daegu,2.88,2.08,3.55,1.04,13.0,1.28,3.5,1.88,2.0,3.1,1.33,6.0,1.12,1.67,2.1
South Korea K League 1,2023-07-07,07:30:00,21,Gangwon,Gwangju,3.89,1.96,2.93,1.07,8.75,1.42,2.75,2.2,1.6,4.33,1.2,8.75,1.07,1.83,1.83
China Chinese Super League,2023-07-07,08:35:00,15,Qingdao Jonoon,Shijiazhuang Ever Bright,2.24,3.36,3.2,1.02,8.7,1.3,3.39,1.89,1.91,3.4,1.3,6.6,1.1,1.7,2.05
China Chinese Super League,2023-07-07,08:35:00,15,Hangzhou,Shanghai Shenhua,1.78,4.19,3.26,1.03,8.0,1.35,3.1,2.05,1.71,3.75,1.26,6.73,1.1,1.8,1.95
China Chinese Super League,2023-07-07,08:35:00,15,Henan Jianye,Shandong Luneng,5.12,3.73,1.6,1.01,9.7,1.28,3.6,1.88,1.84,3.06,1.36,5.8,1.13,1.95,1.8
China Chinese Super League,2023-07-07,08:35:00,15,Tianjin Teda,Nantong Zhiyun,1.35,5.03,5.78,1.04,7.6,1.4,2.88,2.1,1.7,4.07,1.23,7.6,1.04,2.05,1.7
China Chinese Super League,2023-07-07,08:35:00,15,Meizhou Hakka,Chengdu Better City FC,4.59,2.99,1.8,1.01,9.5,1.28,3.5,1.89,1.85,3.25,1.33,5.7,1.09,2.0,1.75
Norway Eliteserien,2023-07-07,14:00:00,13,HamKam,Aalesund,2.56,2.11,4.12,1.01,10.75,1.25,3.4,1.97,1.73,3.25,1.27,6.0,1.09,1.8,1.95
9288,2023-07-07,15:00:00,10,Juventud,Progreso,3.5,2.95,1.98,1.06,7.5,1.4,2.75,2.29,1.48,4.5,1.17,9.0,1.03,2.05,1.66
Republic of Ireland Premier Division,2023-07-07,15:45:00,23,Bohemians,Dundalk,3.11,2.09,3.25,1.06,8.0,1.33,3.2,2.08,1.8,3.6,1.28,6.5,1.1,1.8,1.95
