League,N1,N2,N3
ALBANIA - SUPERLIGA,D,A,H
BOLIVIA - DIVISION PROFESIONAL,H,H,H
BRAZIL - COPA DO BRASIL,D,D,H
CAMEROON - ELITE ONE,D,D,A
COLOMBIA - PRIMERA A,A,A,H
COSTA RICA - PRIMERA DIVISION,D,A,D
ENGLAND - PREMIER LEAGUE,D,A,D
INDIA - ISL,H,H,H
IRAQ - SUPER LEAGUE,A,H,D
ITALY - SERIE C,H,A,H
MEXICO - LIGA DE EXPANSION MX,H,H,D
MEXICO - LIGA MX,H,D,H
MOROCCO - BOTOLA PRO,H,A,H
PORTUGAL - LIGA PORTUGAL 2,D,H,H
SAN MARINO - CAMPIONATO SAMMARINESE,D,D,A
SLOVENIA - PRVA LIGA,A,D,D
SOUTH AMERICA - COPA LIBERTADORES,A,A,D
USA - MLS,H,A,A
