League,N1,N2,N3
ARMENIA - PREMIER LEAGUE,Under45,Over45,Under45
BULGARIA - PARVA LIGA,Under45,Under45,Under45
CAMEROON - ELITE ONE,Under45,Under45,Under45
CHINA - SUPER LEAGUE,Under45,Under45,Over45
EGYPT - PREMIER LEAGUE,Over45,Under45,Under45
ENGLAND - PREMIER LEAGUE,Under45,Over45,Under45
INDIA - I-LEAGUE,Under45,Under45,Under45
INDIA - ISL,Under45,Under45,Over45
INDONESIA - LIGA 1,Under45,Under45,Under45
MEXICO - LIGA DE EXPANSION MX,Under45,Under45,Under45
NETHERLANDS - EREDIVISIE,Under45,Under45,Under45
ROMANIA - LIGA 2,Under45,Under45,Under45
SERBIA - SUPER LIGA,Under45,Under45,Under45
SOUTH AMERICA - COPA LIBERTADORES,Under45,Under45,Under45
SOUTH AMERICA - COPA SUDAMERICANA,Under45,Under45,Under45
SWITZERLAND - SUPER LEAGUE,Under45,Under45,Under45
THAILAND - THAI LEAGUE 1,Under45,Under45,Under45
UZBEKISTAN - SUPER LEAGUE,Under45,Under45,Under45
VIETNAM - V.LEAGUE 1,Under45,Under45,Under45
