League,N1,N2,N3
ALBANIA - SUPERLIGA,H,D,A
ARGENTINA - COPA DE LA LIGA PROFESIONAL,A,A,A
ARGENTINA - PRIMERA NACIONAL,H,D,D
ARMENIA - PREMIER LEAGUE,H,A,A
AUSTRALIA - A-LEAGUE,A,H,D
AUSTRIA - 2. LIGA,H,A,H
AUSTRIA - BUNDESLIGA,A,A,A
AZERBAIJAN - PREMIER LEAGUE,A,D,H
BANGLADESH - PREMIER LEAGUE,H,A,D
BELARUS - VYSSHAYA LIGA,D,H,H
BELGIUM - CHALLENGER PRO LEAGUE,A,H,D
BELGIUM - JUPILER PRO LEAGUE,H,A,H
BOLIVIA - DIVISION PROFESIONAL,H,H,D
BULGARIA - PARVA LIGA,H,D,D
CHILE - PRIMERA DIVISION,A,A,A
CHINA - SUPER LEAGUE,H,H,H
COLOMBIA - PRIMERA A,H,D,H
CROATIA - HNL,D,D,H
ECUADOR - LIGA PRO,A,H,D
ENGLAND - PREMIER LEAGUE,D,H,A
ESTONIA - MEISTRILIIGA,D,A,D
GEORGIA - CRYSTALBET EROVNULI LIGA,D,A,H
HONG KONG - PREMIER LEAGUE,H,A,A
INDIA - I-LEAGUE,H,H,D
INDIA - ISL,H,A,H
INDONESIA - LIGA 1,A,D,D
ITALY - SERIE C,D,H,H
IVORY COAST - LIGUE 1,A,A,H
MEXICO - LIGA MX,H,H,A
MOLDOVA - SUPER LIGA,H,H,H
MONGOLIA - PREMIER LEAGUE,H,H,H
MONTENEGRO - PRVA CRNOGORSKA LIGA,H,A,D
NETHERLANDS - EREDIVISIE,H,D,D
NETHERLANDS - TWEEDE DIVISIE,H,D,H
NORTH MACEDONIA - 1. MFL,H,A,A
NORTHERN IRELAND - NIFL CHAMPIONSHIP,A,H,D
PARAGUAY - PRIMERA DIVISION,D,H,A
PERU - LIGA 1,H,D,H
POLAND - DIVISION 1,H,H,D
POLAND - EKSTRAKLASA,D,H,A
PORTUGAL - LIGA PORTUGAL,H,D,H
PORTUGAL - LIGA PORTUGAL 2,D,A,H
QATAR - QSL,H,D,A
REPUBLIC OF THE CONGO - LIGUE 1,H,D,A
ROMANIA - LIGA 1,H,A,H
ROMANIA - LIGA 2,D,H,A
RUSSIA - PREMIER LEAGUE,A,A,H
SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,D,D,D
SCOTLAND - CHAMPIONSHIP,A,H,D
SCOTLAND - LEAGUE ONE,H,A,H
SCOTLAND - LEAGUE TWO,D,A,D
SCOTLAND - PREMIERSHIP,A,A,H
SERBIA - PRVA LIGA,H,H,A
SERBIA - SUPER LIGA,A,H,A
SLOVAKIA - NIKE LIGA,A,A,A
SLOVENIA - PRVA LIGA,H,D,D
SOUTH KOREA - K LEAGUE 1,H,H,D
SOUTH KOREA - K LEAGUE 2,H,A,D
SPAIN - LALIGA2,D,H,H
SPAIN - PRIMERA RFEF,H,D,A
SWEDEN - ALLSVENSKAN,D,A,H
SWEDEN - SUPERETTAN,H,D,H
SWITZERLAND - CHALLENGE LEAGUE,H,D,D
SWITZERLAND - SUPER LEAGUE,D,H,H
THAILAND - THAI LEAGUE 1,D,D,H
URUGUAY - PRIMERA DIVISION,A,H,H
USA - MLS,A,D,A
USA - USL CHAMPIONSHIP,D,H,D
UZBEKISTAN - SUPER LEAGUE,H,D,H
VENEZUELA - LIGA FUTVE,H,H,H
VIETNAM - V.LEAGUE 1,D,H,A
