League,N1,N2,N3
ARGENTINA - COPA DE LA LIGA PROFESIONAL,H,A,H
ARGENTINA - PRIMERA NACIONAL,A,A,D
AZERBAIJAN - PREMIER LEAGUE,H,D,H
COLOMBIA - PRIMERA A,A,A,H
ENGLAND - PREMIER LEAGUE,A,H,A
INDIA - I-LEAGUE,D,H,H
INDIA - ISL,A,H,D
IRAQ - SUPER LEAGUE,A,H,D
ITALY - SERIE C,A,H,H
JAMAICA - PREMIER LEAGUE,H,D,D
NETHERLANDS - EERSTE DIVISIE,H,D,H
PERU - LIGA 1,A,D,D
POLAND - EKSTRAKLASA,A,A,H
PORTUGAL - LIGA PORTUGAL,H,D,D
PORTUGAL - LIGA PORTUGAL 2,H,A,H
ROMANIA - LIGA 1,A,D,A
SERBIA - SUPER LIGA,D,H,D
SPAIN - LALIGA2,A,H,A
VENEZUELA - LIGA FUTVE,H,D,D
