League,N1,N2,N3
ARMENIA - PREMIER LEAGUE,Under45,Under45,Under45
BOLIVIA - DIVISION PROFESIONAL,Under45,Under45,Under45
BRAZIL - SERIE B,Under45,Under45,Under45
COLOMBIA - PRIMERA A,Under45,Under45,Under45
LIECHTENSTEIN - LIECHTENSTEIN CUP,Under45,Under45,Under45
MEXICO - LIGA DE EXPANSION MX,Over45,Under45,Under45
MEXICO - LIGA MX,Under45,Under45,Under45
MONGOLIA - PREMIER LEAGUE,Under45,Over45,Over45
NORTH MACEDONIA - 1. MFL,Under45,Under45,Under45
NORWAY - OBOS-LIGAEN,Over45,Under45,Over45
SOUTH AMERICA - COPA LIBERTADORES,Under45,Under45,Under45
SOUTH AMERICA - COPA SUDAMERICANA,Under45,Under45,Under45
USA - MLS,Under45,Under45,Under45
USA - USL CHAMPIONSHIP,Under45,Under45,Under45
