League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Denmark Superliga,2023-05-29,09:00:00,9,Lyngby,AaB,2.65,3.1,2.3,1.03,12.5,1.27,3.7,1.77,2.05,3.05,1.37,5.95,1.13,1.67,2.1
Denmark Superliga,2023-05-29,11:00:00,9,Viborg,København,2.75,3.3,2.2,1.02,14.5,1.22,4.3,1.71,2.14,2.75,1.44,4.95,1.17,1.62,2.2
England EFL League One,2023-05-29,11:00:00,0,Barnsley,Sheffield Wednesday,3.05,3.15,2.1,1.06,10.0,1.36,3.1,2.1,1.74,3.75,1.25,7.5,1.08,1.95,1.8
Switzerland Super League,2023-05-29,11:30:00,36,Basel,Grasshopper,1.8,3.95,3.65,1.04,15.75,1.21,4.45,1.48,2.54,2.2,1.62,4.8,1.19,1.57,2.3
Switzerland Super League,2023-05-29,11:30:00,36,Luzern,Servette,2.7,3.6,2.3,1.03,12.0,1.2,4.2,1.5,2.41,2.5,1.47,4.33,1.18,1.53,2.3
Switzerland Super League,2023-05-29,11:30:00,36,St. Gallen,Sion,1.71,3.95,4.1,1.02,14.0,1.16,4.75,1.38,2.81,2.25,1.57,4.0,1.22,1.51,2.37
Switzerland Super League,2023-05-29,11:30:00,36,Young Boys,Winterthur,1.25,6.5,8.75,1.02,14.5,1.15,4.8,1.43,2.62,2.2,1.6,3.6,1.25,1.87,1.8
Switzerland Super League,2023-05-29,11:30:00,36,Zürich,Lugano,2.55,3.45,2.5,1.05,9.0,1.25,3.75,1.81,2.0,3.0,1.36,5.0,1.14,1.63,2.2
Bulgaria First League,2023-05-29,11:30:00,4,Lokomotiv Sofia 1929,Arda,3.52,3.44,2.09,1.07,7.5,1.36,3.0,2.05,1.77,3.75,1.25,7.0,1.08,1.84,1.92
Norway Eliteserien,2023-05-29,12:00:00,8,FK Bodo - Glimt,Viking,1.35,4.6,6.75,1.02,26.0,1.13,6.0,1.41,2.69,2.13,1.71,3.5,1.3,1.62,2.2
Norway Eliteserien,2023-05-29,12:00:00,8,Brann,Rosenborg,1.39,4.25,6.5,1.03,13.0,1.24,4.2,1.7,2.03,2.6,1.43,5.5,1.15,1.95,1.8
Norway Eliteserien,2023-05-29,12:00:00,8,Haugesund,Tromsø,2.3,3.0,2.75,1.08,6.5,1.4,2.7,1.99,1.82,3.8,1.22,7.5,1.06,1.95,1.8
Norway Eliteserien,2023-05-29,12:00:00,8,Molde,Sandefjord,1.18,6.5,11.0,1.02,26.0,1.1,7.0,1.34,2.99,1.85,1.79,3.2,1.36,1.91,1.91
Norway Eliteserien,2023-05-29,12:00:00,8,Odd,Strømsgodset,1.83,3.4,3.45,1.03,15.0,1.22,4.33,1.77,2.06,2.7,1.47,5.0,1.18,1.62,2.2
Norway Eliteserien,2023-05-29,12:00:00,8,Sarpsborg 08,Aalesund,1.5,3.85,5.25,1.03,13.0,1.25,3.6,1.75,2.08,2.8,1.38,4.75,1.15,1.91,1.91
Norway Eliteserien,2023-05-29,12:00:00,8,Stabæk,Vålerenga,2.4,3.05,2.6,1.06,10.0,1.32,3.4,1.86,1.78,3.4,1.32,6.5,1.11,1.75,2.0
Egypt Egyptian Premier League,2023-05-29,13:00:00,27,Al Ittihad,Pyramids FC,4.14,3.58,1.86,1.03,8.3,1.31,3.04,2.04,1.78,3.48,1.24,6.75,1.06,1.9,1.8
Denmark Superliga,2023-05-29,13:00:00,9,Brøndby,Nordsjælland,2.75,3.25,2.2,1.01,12.0,1.2,4.0,1.75,2.08,2.5,1.48,4.33,1.18,1.62,2.2
Sweden Allsvenskan,2023-05-29,14:00:00,10,Hammarby,Värnamo,1.37,4.5,6.5,1.03,17.25,1.2,4.58,1.64,2.12,2.3,1.53,4.55,1.2,1.83,1.93
Sweden Allsvenskan,2023-05-29,14:00:00,10,Degerfors,Varberg,2.1,3.25,2.95,1.04,13.5,1.25,3.95,1.77,1.87,2.95,1.41,5.5,1.15,1.7,2.1
Bulgaria First League,2023-05-29,14:00:00,4,Botev Plovdiv,Slavia Sofia,2.42,3.28,2.98,1.08,7.0,1.4,2.75,2.18,1.68,4.0,1.22,7.5,1.07,1.92,1.84
Sweden Allsvenskan,2023-05-29,14:10:00,10,Häcken,IFK Göteborg,1.32,4.75,7.0,1.02,22.0,1.16,5.4,1.47,2.5,2.17,1.61,3.82,1.27,1.72,2.07
Norway Eliteserien,2023-05-29,14:15:00,8,HamKam,Lillestrøm,3.25,3.25,1.95,1.02,9.0,1.28,3.26,1.82,1.83,3.24,1.29,6.1,1.08,1.8,1.95
Egypt Egyptian Premier League,2023-05-29,15:30:00,27,Al Ahly,Ceramica Cleopatra,1.66,3.64,5.55,1.04,8.0,1.33,2.93,2.11,1.73,3.48,1.24,6.8,1.06,2.1,1.65
Italy Serie B,2023-05-29,15:30:00,0,Südtirol,Bari 1908,2.9,2.85,2.7,1.12,6.83,1.5,2.45,2.5,1.47,5.35,1.18,10.0,1.05,2.1,1.67
Bolivia LFPB,2023-05-29,16:00:00,15,Vaca Díez,Oriente Petrolero,2.37,3.48,2.88,1.01,9.9,1.23,3.56,1.86,1.94,2.91,1.33,5.4,1.1,1.69,2.11
Bolivia LFPB,2023-05-29,16:00:00,15,Club Always Ready,The Strongest,2.63,3.5,2.25,1.05,9.25,1.28,3.3,1.83,1.83,3.1,1.32,5.75,1.11,1.71,2.08
Argentina Primera División,2023-05-29,16:30:00,18,Colón,Central Córdoba SdE,2.0,3.3,3.6,1.08,6.5,1.37,2.8,2.2,1.6,3.8,1.22,6.7,1.07,1.9,1.8
Chile Primera B,2023-05-29,18:00:00,14,Santiago Morning,La Serena,2.65,3.3,2.5,1.04,8.6,1.34,3.0,2.05,1.69,3.6,1.24,7.4,1.06,1.84,1.92
Paraguay Division Profesional,2023-05-29,18:30:00,20,Guaireña,Guaraní,2.89,3.3,2.37,0.0,0.0,0.0,0.0,2.01,1.75,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-05-29,19:00:00,18,Banfield,Rosario Central,2.3,3.0,3.2,1.1,6.5,1.46,2.5,2.37,1.51,4.5,1.18,9.5,1.05,2.05,1.68
Argentina Primera División,2023-05-29,19:00:00,18,Huracán,Unión Santa Fe,1.91,3.2,4.0,1.07,6.5,1.42,2.6,2.45,1.47,4.2,1.18,7.0,1.06,2.1,1.65
Argentina Prim B Nacional,2023-05-29,19:05:00,16,Ferro Carril Oeste,Deportivo Riestra,2.29,3.36,3.12,1.05,7.3,1.4,2.68,2.05,1.77,4.15,1.18,8.0,1.03,1.98,1.78
Argentina Primera División,2023-05-29,20:00:00,18,Instituto,Estudiantes,3.1,2.8,2.45,1.1,5.7,1.5,2.4,2.55,1.45,4.7,1.15,8.0,1.04,2.1,1.65
Brazil Serie B,2023-05-29,20:00:00,9,Chapecoense,Sampaio Corrêa,2.09,3.2,3.8,1.08,7.0,1.42,2.6,2.07,1.67,4.2,1.2,8.5,1.06,2.0,1.68
Brazil Serie D,2023-05-29,20:00:00,4,Águia de Marabá,São Francisco,1.17,5.5,13.0,1.02,17.0,1.12,5.2,1.53,2.4,2.55,1.45,4.8,1.14,2.05,1.68
Brazil Serie C,2023-05-29,20:00:00,5,Floresta,Amazonas,2.17,2.92,3.6,1.08,7.0,1.36,3.0,2.01,1.63,3.75,1.25,7.0,1.08,1.98,1.78
Brazil Serie C,2023-05-29,20:00:00,5,Aparecidense,Altos,1.94,3.24,3.92,1.06,8.0,1.33,3.25,2.07,1.74,3.4,1.3,6.0,1.11,1.79,1.98
Paraguay Division Profesional,2023-05-29,21:00:00,20,Olimpia,Sportivo Ameliano,1.57,4.12,5.25,0.0,0.0,0.0,0.0,1.71,2.06,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador Primera Categoría Serie A,2023-05-29,21:00:00,12,CS Emelec,Guayaquil City FC,1.41,3.95,4.65,1.04,11.5,1.21,4.0,1.6,2.2,2.6,1.43,4.6,1.18,1.77,1.95
Paraguay Division Profesional,2023-05-29,21:00:00,20,Olimpia,Sportivo Ameliano,1.57,4.12,5.25,0.0,0.0,0.0,0.0,1.71,2.06,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador Primera Categoría Serie A,2023-05-29,21:00:00,12,CS Emelec,Guayaquil City FC,1.41,3.95,4.65,1.04,11.5,1.21,4.0,1.6,2.2,2.6,1.43,4.6,1.18,1.77,1.95
Argentina Primera División,2023-05-29,21:30:00,18,Vélez Sarsfield,River Plate,4.33,3.25,1.91,1.05,7.2,1.4,2.68,2.34,1.61,4.2,1.18,8.2,1.03,2.05,1.7
Colombia Categoria Primera B,2023-05-29,21:30:00,19,Cortuluá,Valledupar,1.94,3.22,3.94,1.01,8.25,1.36,3.05,2.14,1.69,3.87,1.25,6.5,1.04,1.97,1.74
