League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Turkey Süper Lig,2023-05-30,14:00:00,36,Fenerbahçe,Antalyaspor,1.35,5.2,7.0,1.02,21.0,1.15,5.17,1.57,2.25,2.28,1.62,3.6,1.25,1.73,2.0
Turkey Süper Lig,2023-05-30,14:00:00,36,Hatayspor,Ümraniyespor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-05-30,14:00:00,36,Ankaragücü,Galatasaray,4.9,4.4,1.55,1.02,13.0,1.15,4.75,1.44,2.6,2.18,1.68,3.75,1.25,1.6,2.25
Turkey Süper Lig,2023-05-30,14:00:00,36,Giresunspor,Trabzonspor,2.63,3.8,2.33,1.03,11.0,1.2,4.33,1.57,2.4,2.5,1.5,4.33,1.2,1.53,2.38
Turkey Süper Lig,2023-05-30,14:00:00,36,İstanbul Başakşehir,Gazişehir Gaziantep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-05-30,14:00:00,36,İstanbulspor,Adana Demirspor,3.4,3.95,1.89,1.02,15.0,1.11,6.0,1.36,3.1,2.0,1.81,3.25,1.33,1.36,3.0
Turkey Süper Lig,2023-05-30,14:00:00,36,Alanyaspor,Kasımpaşa,2.28,3.85,2.65,1.03,11.0,1.17,4.5,1.5,2.4,2.35,1.6,4.0,1.22,1.5,2.5
Turkey Süper Lig,2023-05-30,14:00:00,36,Sivasspor,Konyaspor,2.23,3.4,3.0,1.05,12.5,1.27,3.83,1.75,2.08,3.05,1.38,5.8,1.14,1.65,2.1
Turkey Süper Lig,2023-05-30,14:00:00,36,Fatih Karagümrük,Kayserispor,2.04,3.95,3.05,1.02,23.0,1.11,5.5,1.4,2.75,2.05,1.78,3.0,1.33,1.38,2.9
Egypt Egyptian Premier League,2023-05-30,14:00:00,23,Zamalek,El Geish,2.0,2.95,3.85,1.05,7.0,1.42,2.45,2.45,1.48,4.45,1.12,8.5,1.01,2.0,1.66
Denmark Superliga,2023-05-30,14:00:00,9,Randers,AGF,3.75,3.65,1.95,1.02,9.5,1.22,3.7,1.86,1.94,3.0,1.33,6.2,1.08,1.75,2.0
Italy Serie B,2023-05-30,15:30:00,0,Cagliari,Parma,2.0,3.35,3.8,1.0,13.0,1.23,4.35,1.9,1.86,2.81,1.46,5.25,1.17,1.64,2.31
Paraguay Division Profesional,2023-05-30,20:00:00,20,Tacuary,Sportivo Luqueño,3.0,3.25,2.18,0.0,0.0,0.0,0.0,1.97,1.79,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie C,2023-05-30,20:00:00,5,Remo,Confiança,1.67,3.25,5.0,1.05,10.25,1.29,3.25,2.14,1.69,3.25,1.3,6.0,1.1,1.95,1.81
Colombia Categoria Primera B,2023-05-30,20:00:00,20,Llaneros,Real Cartagena,1.85,3.2,4.4,1.05,7.4,1.39,2.94,2.25,1.61,4.06,1.23,7.9,1.04,1.83,1.74
Argentina Prim B Nacional,2023-05-30,21:05:00,18,Defensores de Belgrano,Nueva Chicago,1.97,3.1,4.1,1.11,6.75,1.54,2.35,2.9,1.36,5.5,1.12,12.5,1.01,2.38,1.53
Colombia Categoria Primera B,2023-05-30,22:05:00,20,Deportes Quindío,Fortaleza CEIF,2.4,2.95,3.1,1.11,6.38,1.5,2.48,2.4,1.44,5.06,1.16,9.2,1.02,1.9,1.68
