League,N1,N2,N3
Argentina Prim B Nacional,H,A,H
Argentina Primera División,H,D,H
Australia A-League,A,H,A
Austria Bundesliga,D,H,A
Belgium Pro League,H,D,H
Bolivia LFPB,A,H,D
Brazil Serie A,H,H,A
Brazil Serie B,D,A,H
Brazil Serie C,A,H,D
Brazil Serie D,H,A,H
Bulgaria First League,A,D,H
Canada Canadian Premier League,D,D,H
Chile Primera B,H,A,A
Chile Primera División,D,D,A
Chile Segunda División,D,A,H
China Chinese Super League,H,D,H
Colombia Categoria Primera A,H,A,H
Colombia Categoria Primera B,H,D,A
Croatia Prva HNL,D,D,D
Czech Republic First League,H,D,A
Denmark 1st Division,H,D,H
Denmark Superliga,H,H,A
Ecuador Primera Categoría Serie A,A,H,D
Egypt Egyptian Premier League,D,H,H
England Championship,H,A,A
England EFL League One,D,A,D
England EFL League Two,H,D,A
England National League,H,H,H
England Premier League,H,H,H
Finland Veikkausliiga,H,H,A
France Ligue 1,D,H,D
France Ligue 2,A,A,H
Germany 2. Bundesliga,D,H,A
Germany Bundesliga,D,H,H
Greece Super League,A,H,A
Hungary NB I,D,H,H
Italy Serie A,D,A,A
Italy Serie B,H,A,D
Japan J1 League,H,H,H
Japan J2 League,H,D,D
Mexico Ascenso MX,H,A,D
Mexico Liga MX,D,A,H
Netherlands Eerste Divisie,D,H,A
Netherlands Eredivisie,D,H,D
Netherlands Tweede Divisie,A,H,H
Norway Eliteserien,D,D,A
Paraguay Division Profesional,H,D,H
Peru Primera División,D,A,A
Poland Ekstraklasa,D,D,A
Portugal Liga NOS,D,H,H
Portugal LigaPro,D,D,D
Republic of Ireland Premier Division,A,A,A
Romania Liga I,D,D,A
Scotland Premiership,A,A,A
Serbia SuperLiga,D,D,D
Slovakia Super Liga,H,A,H
Slovenia PrvaLiga,A,A,D
South Korea K League 1,H,A,A
South Korea K League 2,A,H,H
Spain La Liga,H,D,D
Spain Segunda División,H,H,H
Sweden Allsvenskan,H,A,D
Switzerland Super League,H,H,D
Tunisia Ligue 1,H,A,D
Turkey Süper Lig,D,H,D
USA MLS,A,D,D
USA USL Championship,H,D,A
Ukraine Ukrainian Premier League,D,D,H
Uruguay Primera División,A,D,D
Uruguay Segunda División,A,H,A
Venezuela Primera División,D,D,A
