League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
South Korea K League 2,2023-07-10,07:00:00,20,Asan Mugunghwa,Jeonnam Dragons,2.18,3.2,3.0,1.07,7.5,1.33,3.1,2.2,1.64,3.6,1.25,6.5,1.1,1.8,1.91
South Korea K League 2,2023-07-10,07:30:00,20,Sangju Sangmu,Busan I'Park,1.72,3.55,4.2,1.06,8.0,1.3,3.3,1.93,1.83,3.3,1.3,6.0,1.11,1.8,1.91
Argentina Primera División,2023-07-10,14:00:00,24,Barracas Central,Argentinos Juniors,3.4,3.0,2.05,1.08,6.2,1.37,2.8,2.5,1.5,4.3,1.17,7.5,1.05,2.1,1.67
Sweden Allsvenskan,2023-07-10,14:00:00,14,IFK Göteborg,Varberg,1.75,3.3,4.4,1.05,11.0,1.3,3.6,2.07,1.76,3.4,1.33,6.5,1.12,1.95,1.8
Sweden Allsvenskan,2023-07-10,14:00:00,14,Norrköping,Halmstad,1.99,3.2,3.55,1.05,12.0,1.3,3.6,1.96,1.91,3.4,1.33,6.5,1.12,1.75,2.0
Egypt Egyptian Premier League,2023-07-10,14:30:00,33,Ghazl El Mehalla,National Bank of Egypt,2.93,2.88,2.69,1.1,5.7,1.4,2.7,2.45,1.48,4.3,1.17,8.4,1.03,1.96,1.8
Egypt Egyptian Premier League,2023-07-10,14:30:00,33,El Daklyeh FC,Ismaily SC,2.79,2.93,2.77,1.05,6.75,1.4,2.5,2.4,1.5,4.25,1.14,8.0,1.01,2.16,1.66
Egypt Egyptian Premier League,2023-07-10,14:30:00,33,El Geish,Aswan FC,2.09,2.98,4.13,1.08,5.9,1.48,2.45,2.55,1.45,4.5,1.15,8.9,1.02,2.11,1.69
Egypt Egyptian Premier League,2023-07-10,14:30:00,33,Ceramica Cleopatra,Pyramids FC,4.02,3.22,2.01,1.06,6.8,1.37,2.75,2.14,1.71,3.86,1.2,7.5,1.04,1.92,1.84
Argentina Primera División,2023-07-10,16:30:00,24,Colón,Belgrano,2.2,3.0,3.1,1.08,8.0,1.44,2.8,2.3,1.6,4.6,1.2,11.0,1.06,1.95,1.8
Peru Primera División,2023-07-10,17:15:00,3,Sport Huancayo,Real Garcilaso,1.73,3.32,3.83,1.04,12.25,1.26,3.5,1.78,1.83,3.0,1.34,5.4,1.12,1.75,1.95
Uruguay Primera División,2023-07-10,19:00:00,5,Torque,River Plate,2.36,3.3,2.65,1.02,8.8,1.29,3.22,1.96,1.87,3.25,1.28,6.2,1.07,1.73,2.0
Argentina Primera División,2023-07-10,19:30:00,24,Boca Juniors,Huracán,2.0,3.0,4.0,1.13,6.75,1.6,2.2,2.53,1.44,6.09,1.13,16.0,1.03,2.25,1.57
Brazil Serie B,2023-07-10,20:00:00,16,Vila Nova,Vitória,2.09,3.2,3.3,1.1,6.5,1.42,2.75,2.25,1.53,4.5,1.2,8.0,1.06,2.2,1.62
Brazil Serie D,2023-07-10,20:00:00,12,Campinense,Santa Cruz,2.45,2.8,3.0,1.1,6.0,1.5,2.4,2.7,1.44,5.0,1.13,11.0,1.01,2.07,1.72
Brazil Serie D,2023-07-10,20:00:00,12,Brasiliense,Interporto,1.07,12.0,21.0,0.0,0.0,1.01,13.0,1.17,5.0,1.36,2.88,1.52,2.37,2.09,1.71
Brazil Serie C,2023-07-10,20:00:00,12,Ypiranga Erechim,Náutico,1.79,3.22,4.76,1.08,7.9,1.47,2.55,2.4,1.5,4.42,1.17,8.15,1.04,2.1,1.66
Brazil Serie C,2023-07-10,20:00:00,12,Confiança,Volta Redonda,2.35,2.91,3.23,1.09,7.65,1.48,2.47,2.45,1.5,4.45,1.17,8.2,1.04,2.14,1.67
Brazil Serie C,2023-07-10,20:30:00,12,Remo,Operário PR,2.21,2.73,3.5,0.0,0.0,1.57,2.3,2.64,1.37,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia LFPB,2023-07-10,21:00:00,18,Nacional Potosí,Oriente Petrolero,1.29,5.85,8.95,1.02,19.0,1.11,6.5,1.4,2.87,2.09,1.74,3.4,1.3,1.67,2.15
Bolivia LFPB,2023-07-10,21:00:00,18,Nacional Potosí,Oriente Petrolero,1.29,5.85,8.95,1.02,19.0,1.11,6.5,1.4,2.87,2.09,1.74,3.4,1.3,1.67,2.15
Argentina Primera División,2023-07-10,21:30:00,24,Talleres Córdoba,Unión Santa Fe,1.5,3.6,5.8,1.02,9.5,1.34,3.38,2.0,1.73,3.61,1.3,7.43,1.1,2.05,1.7
9525,2023-07-10,23:00:00,2,León,Pachuca,2.3,3.4,3.1,1.02,15.0,1.22,4.2,1.7,2.1,2.85,1.42,5.0,1.16,1.57,2.25
