League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
South Korea K League 1,2023-06-07,07:00:00,17,Jeonbuk Motors,Daegu,1.79,3.68,4.4,1.07,7.5,1.36,2.95,2.03,1.83,4.0,1.22,7.0,1.08,1.9,1.83
South Korea K League 1,2023-06-07,07:00:00,17,Gwangju,Suwon Bluewings,1.88,3.54,4.15,1.08,7.0,1.4,2.8,2.08,1.71,4.2,1.2,7.5,1.07,1.9,1.85
South Korea K League 1,2023-06-07,07:30:00,17,Incheon United,FC Seoul,2.6,3.32,2.69,1.08,7.0,1.4,2.8,2.07,1.71,4.2,1.2,7.5,1.07,1.9,1.83
South Korea K League 1,2023-06-07,07:30:00,17,Gangwon,Daejeon Citizen,2.36,3.35,2.98,1.08,7.0,1.4,2.8,2.02,1.75,4.2,1.2,7.5,1.07,1.9,1.83
Turkey Süper Lig,2023-06-07,10:00:00,38,Hatayspor,Galatasaray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-06-07,10:00:00,38,Fenerbahçe,Gazişehir Gaziantep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finland Veikkausliiga,2023-06-07,12:00:00,10,Inter Turku,KTP,1.5,4.0,5.5,1.03,14.25,1.22,4.08,1.71,2.14,2.85,1.4,5.25,1.14,1.78,1.99
Finland Veikkausliiga,2023-06-07,12:00:00,10,KuPS,Oulu,1.5,3.8,6.0,1.08,7.25,1.42,2.65,2.0,1.85,4.2,1.19,8.75,1.06,2.15,1.61
Finland Veikkausliiga,2023-06-07,12:00:00,11,Honka,Mariehamn,1.5,4.0,5.5,1.02,9.2,1.27,3.32,1.83,1.98,3.14,1.3,5.9,1.08,1.91,1.83
Finland Veikkausliiga,2023-06-07,12:00:00,11,Lahti,HJK,5.25,3.8,1.53,1.02,9.1,1.28,3.26,1.9,1.9,3.24,1.29,6.05,1.08,1.87,1.87
Finland Veikkausliiga,2023-06-07,12:00:00,11,Haka,Ilves,2.5,3.4,2.5,1.08,7.25,1.39,2.75,2.03,1.83,3.9,1.22,8.0,1.07,1.93,1.77
Tunisia Ligue 1,2023-06-07,12:30:00,10,ES Tunis,Olympique Béja,1.28,4.7,12.0,1.04,7.6,1.33,3.0,2.15,1.63,3.7,1.22,7.6,1.04,2.9,1.35
Tunisia Ligue 1,2023-06-07,12:30:00,10,Monastir,Etoile du Sahel,2.95,2.85,2.55,1.1,6.15,1.57,2.26,2.84,1.35,5.55,1.11,9.75,1.02,2.3,1.55
Bulgaria First League,2023-06-07,12:45:00,5,Levski Sofia,CSKA Sofia,2.63,3.0,2.6,1.07,7.25,1.45,2.6,2.35,1.54,4.5,1.18,9.25,1.04,2.05,1.66
Bulgaria First League,2023-06-07,12:45:00,5,Cherno More,Ludogorets,6.0,4.0,1.45,1.03,12.0,1.23,3.5,1.88,1.98,2.85,1.32,5.5,1.11,1.98,1.73
Bulgaria First League,2023-06-07,12:45:00,5,CSKA 1948 Sofia,Lokomotiv Plovdiv,1.5,3.8,6.0,1.02,8.6,1.3,3.14,1.98,1.88,3.4,1.26,6.45,1.07,2.08,1.71
Egypt Egyptian Premier League,2023-06-07,13:00:00,31,Ghazl El Mehalla,Al Masry,3.9,3.05,1.94,1.06,6.85,1.38,2.9,2.22,1.61,4.0,1.22,7.5,1.04,1.95,1.81
Turkey Süper Lig,2023-06-07,14:00:00,38,Giresunspor,Antalyaspor,1.91,3.75,3.3,1.03,12.5,1.2,4.2,1.62,2.3,2.5,1.46,4.4,1.18,1.6,2.39
Turkey Süper Lig,2023-06-07,14:00:00,38,İstanbulspor,Ümraniyespor,1.57,4.2,4.5,1.02,21.0,1.15,5.5,1.44,2.6,2.18,1.68,3.78,1.27,1.48,2.57
Turkey Süper Lig,2023-06-07,14:00:00,38,Ankaragücü,Adana Demirspor,2.3,3.9,2.5,1.01,23.0,1.1,6.6,1.36,2.9,1.95,1.9,3.15,1.34,1.39,3.11
Turkey Süper Lig,2023-06-07,14:00:00,38,Beşiktaş,Konyaspor,1.4,4.5,6.5,1.02,14.5,1.15,4.8,1.45,2.55,2.23,1.65,3.6,1.24,1.67,2.26
Brazil Serie D,2023-06-07,15:00:00,6,Nova Iguaçu,Democrata GV,2.6,3.1,2.45,1.05,8.0,1.3,3.2,2.08,1.73,3.8,1.22,7.5,1.05,1.76,2.01
Brazil Serie D,2023-06-07,15:30:00,6,Fluminense PI,Tocantinópolis,2.38,3.0,2.75,1.05,8.0,1.36,2.88,2.3,1.6,4.5,1.17,9.0,1.03,1.92,1.84
Brazil Serie D,2023-06-07,15:30:00,6,Ceilândia,Anápolis,1.65,3.4,4.75,1.01,8.5,1.29,3.0,2.08,1.73,3.5,1.21,6.5,1.09,1.79,1.98
Brazil Serie D,2023-06-07,15:30:00,6,Iporá,Real Ariquemes,1.5,3.75,5.5,1.01,10.0,1.23,3.35,2.0,1.8,3.1,1.27,5.75,1.07,2.11,1.69
Egypt Egyptian Premier League,2023-06-07,15:30:00,31,Smouha SC,Ceramica Cleopatra,3.0,2.9,2.4,1.05,8.4,1.36,3.07,2.12,1.64,3.86,1.25,7.1,1.08,1.87,1.87
Brazil Serie D,2023-06-07,16:00:00,6,Interporto,CEOV Operário,4.0,3.5,1.73,1.04,13.0,1.23,3.56,1.8,2.0,2.93,1.33,5.25,1.12,1.73,1.94
Brazil Serie D,2023-06-07,16:00:00,6,União Rondonópolis,Brasiliense,1.91,3.4,3.4,1.07,8.7,1.4,2.75,2.25,1.62,3.98,1.21,7.35,1.06,1.95,1.78
Brazil Serie C,2023-06-07,16:00:00,7,Amazonas,Botafogo PB,2.2,3.0,3.1,1.07,8.6,1.38,2.82,2.41,1.5,3.85,1.22,7.2,1.06,2.05,1.73
Spain Segunda División,2023-06-07,16:00:00,0,Levante UD,Albacete Balompié,1.79,3.6,4.55,1.02,11.0,1.32,3.37,2.03,1.83,3.52,1.3,7.01,1.1,1.93,1.83
Brazil Serie C,2023-06-07,18:00:00,7,Pouso Alegre,Confiança,1.91,3.2,4.12,1.07,6.35,1.42,2.65,2.22,1.52,4.3,1.18,9.6,1.01,2.17,1.58
Brazil Serie B,2023-06-07,19:00:00,11,Novorizontino,Guarani,1.95,3.2,3.6,1.08,7.95,1.43,2.64,2.35,1.53,4.2,1.19,7.8,1.05,2.2,1.6
Brazil Serie B,2023-06-07,19:00:00,11,Sport Recife,Avaí,1.53,3.5,6.0,1.07,7.5,1.36,3.0,2.0,1.74,3.75,1.25,7.0,1.08,2.3,1.55
Brazil Serie B,2023-06-07,19:00:00,11,Sampaio Corrêa,Londrina,1.91,3.2,3.75,1.08,8.25,1.41,2.7,2.28,1.57,4.08,1.2,7.6,1.05,2.05,1.7
Brazil Serie D,2023-06-07,19:00:00,6,Cordino,Uniclinic,2.15,3.1,3.1,0.0,0.0,0.0,0.0,2.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-06-07,19:00:00,6,Iguatu,Campinense,2.63,3.2,2.38,0.0,0.0,0.0,0.0,2.35,1.57,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-06-07,19:00:00,6,Bahia de Feira,Falcon,2.0,2.88,3.75,0.0,0.0,0.0,0.0,2.4,1.53,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-06-07,19:00:00,6,Athletic Club,Santo André,1.85,3.25,3.75,0.0,0.0,0.0,0.0,2.35,1.57,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-06-07,19:00:00,6,Noroeste,Resende,2.3,3.0,2.9,0.0,0.0,0.0,0.0,2.1,1.7,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-06-07,19:00:00,6,Ferroviária,CAP,1.95,3.1,3.6,0.0,0.0,0.0,0.0,2.6,1.48,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-06-07,19:00:00,6,Hercílio Luz,Caxias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie D,2023-06-07,19:00:00,6,Camboriú,Brasil de Pelotas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie C,2023-06-07,19:00:00,7,Operário PR,Paysandu,1.83,3.5,3.5,0.0,0.0,0.0,0.0,2.19,1.6,0.0,0.0,0.0,0.0,0.0,0.0
