League,Date,Time,Rodada,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
Japan J1 League,2023-06-30,07:00:00,19,Cerezo Osaka,Avispa Fukuoka,2.09,3.4,3.6,1.05,7.2,1.42,2.7,2.06,1.66,4.5,1.2,8.2,1.03,2.0,1.75
Tunisia Ligue 1,2023-06-30,12:30:00,14,Tataouine,ES Tunis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-06-30,12:30:00,14,Etoile du Sahel,Olympique Béja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-06-30,12:30:00,14,Monastir,CS Sfaxien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-06-30,13:00:00,32,ENPPI,Pharco,2.41,2.7,3.15,1.1,5.7,1.53,2.39,2.63,1.35,5.0,1.13,9.9,1.01,2.14,1.67
9288,2023-06-30,15:00:00,9,Progreso,Atenas,1.51,3.6,5.9,0.0,0.0,0.0,0.0,2.06,1.6,0.0,0.0,0.0,0.0,0.0,0.0
9288,2023-06-30,15:00:00,9,Uruguay Montevideo FC,Juventud,2.02,2.95,3.65,0.0,0.0,0.0,0.0,2.35,1.46,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-06-30,15:30:00,32,Al Mokawloon,El Daklyeh FC,2.12,2.8,3.65,1.06,7.0,1.42,2.6,2.24,1.49,4.7,1.15,8.9,1.02,2.08,1.71
Egypt Egyptian Premier League,2023-06-30,15:30:00,32,El Geish,Ceramica Cleopatra,2.7,2.7,2.75,1.1,5.7,1.51,2.46,2.38,1.43,4.4,1.17,9.6,1.01,2.09,1.71
Republic of Ireland Premier Division,2023-06-30,15:45:00,22,Cork City,Drogheda United,2.19,3.2,2.94,1.02,9.5,1.25,3.5,2.04,1.82,3.2,1.3,6.2,1.08,1.7,2.05
Republic of Ireland Premier Division,2023-06-30,15:45:00,22,Dundalk,Shamrock Rovers,3.3,3.35,2.1,1.07,7.5,1.3,3.4,2.06,1.8,3.25,1.33,5.5,1.12,1.8,1.91
Republic of Ireland Premier Division,2023-06-30,15:45:00,22,Shelbourne,Derry City,3.55,3.2,2.07,1.08,7.0,1.48,2.5,2.19,1.56,4.75,1.18,8.0,1.06,2.05,1.72
Republic of Ireland Premier Division,2023-06-30,15:45:00,22,St Patrick's Athl.,UCD,1.18,6.2,14.0,1.02,13.0,1.13,5.0,1.56,2.18,2.1,1.67,3.6,1.25,2.3,1.55
Republic of Ireland Premier Division,2023-06-30,15:45:00,22,Sligo Rovers,Bohemians,2.85,3.1,2.46,1.06,7.0,1.37,2.8,1.95,1.7,3.9,1.2,6.8,1.07,2.0,1.73
Peru Primera División,2023-06-30,17:30:00,2,UTC Cajamarca,Sport Huancayo,2.7,3.4,2.55,1.04,9.5,1.29,3.25,1.86,1.96,3.25,1.29,6.5,1.08,1.73,2.05
Argentina Primera División,2023-06-30,19:00:00,22,Platense,Lanús,2.9,3.1,2.5,1.1,5.75,1.5,2.4,2.57,1.43,4.75,1.15,10.0,1.04,2.1,1.67
Canada Canadian Premier League,2023-06-30,19:00:00,13,HFX Wanderers FC,Forge FC,2.39,3.0,2.75,0.0,0.0,0.0,0.0,2.15,1.53,0.0,0.0,0.0,0.0,2.1,1.67
Venezuela Primera División,2023-06-30,19:00:00,17,Portuguesa,Carabobo,2.7,2.8,2.55,0.0,0.0,1.55,2.3,2.37,1.44,0.0,0.0,0.0,0.0,0.0,0.0
USA USL Championship,2023-06-30,20:30:00,0,Charleston Battery,Loudoun United,1.58,4.1,4.9,1.03,15.75,1.21,3.97,1.57,2.0,2.64,1.43,4.62,1.16,1.71,2.08
Argentina Prim B Nacional,2023-06-30,21:00:00,20,Gimnasia Jujuy,Quilmes,2.55,3.0,2.8,0.0,0.0,1.47,2.5,2.31,1.48,0.0,0.0,0.0,0.0,2.1,1.67
Argentina Prim B Nacional,2023-06-30,21:00:00,23,Club Atlético Güemes,San Martín San Juan,3.3,2.85,2.36,0.0,0.0,1.53,2.25,2.95,1.3,0.0,0.0,0.0,0.0,2.5,1.5
Argentina Prim B Nacional,2023-06-30,21:00:00,20,Gimnasia Jujuy,Quilmes,2.55,3.0,2.8,0.0,0.0,1.47,2.5,2.31,1.48,0.0,0.0,0.0,0.0,2.1,1.67
Argentina Prim B Nacional,2023-06-30,21:00:00,23,Club Atlético Güemes,San Martín San Juan,3.3,2.85,2.36,0.0,0.0,1.53,2.25,2.95,1.3,0.0,0.0,0.0,0.0,2.5,1.5
Argentina Prim B Nacional,2023-06-30,21:10:00,20,Ferro Carril Oeste,Brown de Adrogué,2.36,2.85,3.3,0.0,0.0,1.65,2.11,2.95,1.3,0.0,0.0,0.0,0.0,2.5,1.5
Venezuela Primera División,2023-06-30,21:15:00,17,Angostura,Deportivo Táchira,3.6,3.1,1.95,0.0,0.0,0.0,0.0,2.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-06-30,21:30:00,22,Vélez Sarsfield,Arsenal de Sarandí,1.68,3.5,5.5,1.1,6.5,1.44,2.62,2.2,1.62,4.33,1.2,8.0,1.06,2.2,1.62
Argentina Primera División,2023-06-30,21:30:00,22,Atlético Tucumán,Unión Santa Fe,2.1,3.2,3.75,1.11,6.0,1.5,2.5,2.38,1.53,4.5,1.17,9.0,1.05,2.1,1.67
Brazil Serie B,2023-06-30,21:30:00,15,Tombense,Chapecoense,2.15,3.1,3.8,1.09,7.7,1.44,2.65,2.32,1.5,4.5,1.2,7.95,1.05,2.05,1.72
USA USL Championship,2023-06-30,22:00:00,0,Tulsa Roughnecks,Detroit City FC,2.12,3.45,3.15,1.04,12.25,1.26,3.48,1.73,1.79,3.0,1.34,5.45,1.12,1.7,2.05
9525,2023-06-30,22:00:00,1,América,Juárez,1.35,4.72,7.2,1.02,17.0,1.2,4.5,1.6,2.2,2.65,1.47,4.75,1.18,1.91,1.91
9525,2023-06-30,22:00:00,1,Mazatlán,Pachuca,4.98,4.1,1.55,1.02,13.0,1.18,4.75,1.58,2.25,2.5,1.52,4.33,1.2,1.67,2.1
Canada Canadian Premier League,2023-06-30,22:30:00,13,Pacific FC,Atlético Ottawa,1.65,3.5,4.4,0.0,0.0,0.0,0.0,1.86,1.72,0.0,0.0,0.0,0.0,2.0,1.73
