League,N1,N2,N3
ALBANIA - SUPERLIGA,H,A,D
BAHRAIN - PREMIER LEAGUE,H,A,D
BELARUS - VYSSHAYA LIGA,D,H,D
BELGIUM - JUPILER PRO LEAGUE,H,D,D
BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,A,A,A
BRAZIL - SERIE A,H,A,D
BULGARIA - PARVA LIGA,H,H,D
CAMEROON - ELITE ONE,A,D,A
EGYPT - PREMIER LEAGUE,D,A,D
ESTONIA - MEISTRILIIGA,A,D,H
FINLAND - VEIKKAUSLIIGA,A,A,H
FINLAND - YKKONEN,A,H,D
GEORGIA - CRYSTALBET EROVNULI LIGA,A,A,D
INDIA - ISL,H,A,H
ITALY - SERIE C,H,H,A
MALTA - PREMIER LEAGUE,A,D,H
MEXICO - LIGA DE EXPANSION MX,D,A,H
MONTENEGRO - PRVA CRNOGORSKA LIGA,A,D,A
MOROCCO - BOTOLA PRO,D,A,H
NETHERLANDS - EREDIVISIE,H,H,A
NICARAGUA - LIGA PRIMERA,A,A,A
NORTH MACEDONIA - 1. MFL,H,A,A
NORWAY - OBOS-LIGAEN,H,D,H
PARAGUAY - PRIMERA DIVISION,A,D,H
POLAND - EKSTRAKLASA,H,D,A
PORTUGAL - TAÇA DE PORTUGAL,A,A,H
SERBIA - PRVA LIGA,H,D,D
SERBIA - SUPER LIGA,H,A,D
SLOVAKIA - NIKE LIGA,D,D,A
SLOVENIA - PRVA LIGA,A,A,D
SOUTH AMERICA - COPA LIBERTADORES,A,D,H
SOUTH AMERICA - COPA SUDAMERICANA,D,H,D
SWEDEN - SUPERETTAN,A,H,D
SWITZERLAND - SUPER LEAGUE,A,H,A
USA - MLS,D,D,D
USA - USL CHAMPIONSHIP,A,A,D
UZBEKISTAN - SUPER LEAGUE,A,H,A
